task_id,project_id,assignee_id,description,priority,status,due_date
T00363,P0031,E07229,Interest TV high then.,Low,Completed,2025-07-17
T00364,P6364,E00606,Wife reflect nearly service color paper eye home.,High,Open,2024-10-10
T00365,P4650,E07429,Glass several involve medical pressure.,Medium,In Progress,2025-02-08
T00366,P9290,E06645,Today next direction find political style agency.,High,Completed,2024-12-05
T00367,P7279,E05501,Side tree center important.,Low,Completed,2025-07-12
T00368,P3732,E04171,Exist beautiful growth your.,Low,Blocked,2025-04-18
T00369,P9302,E07556,Travel market training outside what foreign fact develop.,Low,Blocked,2024-12-06
T00370,P8935,E03742,Left travel man final.,Low,Completed,2024-10-12
T00371,P7166,E08958,Crime likely reason.,Medium,Blocked,2025-04-06
T00372,P0505,E04998,Career pressure nation protect say simple thing young.,Medium,Completed,2025-08-12
T00373,P5233,E03640,General child skin minute step two make arm.,Low,Blocked,2024-11-21
T00374,P6426,E03249,Anything open important political rock majority.,Medium,Completed,2025-05-25
T00375,P6204,E03717,Arrive do build others.,High,Open,2025-07-20
T00376,P6804,E03454,Now view you very sea American.,Low,In Progress,2025-04-26
T00377,P4889,E05731,She heavy plant.,Medium,Blocked,2024-11-12
T00378,P8468,E02633,Reduce no forward take boy.,Low,Open,2024-10-01
T00379,P1566,E02645,Campaign matter point probably.,Medium,Blocked,2025-08-09
T00380,P0279,E07534,Difficult once on better.,High,Blocked,2025-08-13
T00381,P8277,E04115,It behind size city song.,Medium,Blocked,2025-06-17
T00382,P6895,E05268,Response hour still sign peace worker.,Low,Blocked,2025-02-06
T00383,P0045,E03789,Rock sing organization prove medical million represent.,Medium,Blocked,2024-12-24
T00384,P3046,E06644,Might wear especially see travel religious later.,Medium,Completed,2024-11-30
T00385,P6854,E05416,Challenge mind movement particularly.,High,Open,2024-11-20
T00386,P0423,E05465,Only organization leg available behavior measure.,High,Blocked,2025-02-04
T00387,P6788,E06566,Down such avoid yard friend large.,Low,In Progress,2024-11-09
T00388,P0154,E01621,Community reach lawyer poor get.,High,In Progress,2024-12-26
T00389,P7588,E06643,Television attack nearly data area stuff hundred.,Low,Blocked,2024-11-01
T00390,P4182,E01312,Political nice another.,High,Open,2025-06-19
T00391,P9227,E00870,Budget to rock television employee.,High,In Progress,2024-12-07
T00392,P1057,E07261,Food up page their suffer.,High,Open,2024-12-16
T00393,P1512,E00980,Water speech per law say research.,Low,Open,2025-01-05
T00394,P6458,E06935,Doctor pay national.,Medium,Blocked,2025-02-18
T00395,P2902,E00202,Still nearly threat purpose short friend.,High,Completed,2025-08-07
T00396,P0830,E09562,He moment top subject fly all only.,Medium,In Progress,2024-12-15
T00397,P4689,E00930,Purpose serve suddenly discover.,Medium,Open,2025-06-24
T00398,P5654,E01839,Actually democratic travel return.,Low,Blocked,2025-08-08
T00399,P7982,E08078,New member property good office present.,High,Open,2024-12-25
T00400,P0056,E03099,How response establish account seem happen offer.,Medium,Open,2025-09-01
T00401,P6989,E02404,Person wonder challenge both unit mouth.,Low,Blocked,2025-09-02
T00402,P1322,E03022,Standard already turn.,Low,Open,2025-08-05
T00403,P5567,E01418,White early culture TV key glass.,Medium,In Progress,2025-04-20
T00404,P7635,E00592,Talk long south develop really piece process.,Medium,Open,2025-04-05
T00405,P7207,E02952,Course it attorney forward never ability.,Medium,Completed,2025-07-01
T00406,P6921,E00492,After research follow deal.,Medium,In Progress,2025-03-07
T00407,P4287,E04988,Teach quickly why the quickly sea others.,Low,In Progress,2025-07-18
T00408,P5934,E09614,Light receive subject cell conference then.,Low,Blocked,2025-05-06
T00409,P0426,E06048,Message sense less senior religious spring.,Low,Completed,2025-06-29
T00410,P7140,E08611,Help next able figure low information large which.,Medium,In Progress,2025-02-27
T00411,P5620,E00558,Event great its choice nation.,Low,Blocked,2025-01-13
T00412,P8084,E01264,Message system draw chance book boy window enter.,Low,Open,2025-01-19
T00413,P9815,E01029,Happen those speak almost.,Low,In Progress,2025-08-21
T00414,P8842,E03469,Policy indeed build radio mission when.,High,Open,2025-02-03
T00415,P1157,E02265,Skin professional room sometimes seek specific.,Low,Blocked,2025-05-10
T00416,P9926,E08114,Remember another radio responsibility item practice.,High,In Progress,2025-07-12
T00417,P6477,E09962,Themselves dark language performance.,Low,Open,2024-12-18
T00418,P9522,E00682,Get quality again last set pressure.,High,Blocked,2025-06-15
T00419,P1784,E07417,When a itself staff.,Medium,In Progress,2025-08-01
T00420,P7422,E03920,Security story successful voice sister far improve.,Low,Blocked,2025-07-30
T00421,P9052,E09532,Tree from white hour.,Low,Open,2025-07-17
T00422,P7228,E04638,Six program foreign including Mr help indeed.,Medium,Open,2024-10-16
T00423,P6052,E07326,Measure collection anyone cultural go work laugh understand.,Low,Open,2024-11-22
T00424,P1670,E06928,Job bag my lose describe.,High,Blocked,2025-02-11
T00425,P9043,E06121,Imagine ready government traditional to billion Mr.,Low,Completed,2025-08-17
T00426,P1084,E00130,Trouble specific decide expert water.,High,Completed,2025-06-03
T00427,P7544,E03697,Receive PM almost agree else.,Low,Completed,2025-05-12
T00428,P6064,E08032,Southern a environment half less rather.,High,In Progress,2025-01-30
T00429,P0998,E06825,Bad relationship bill picture people per indeed audience.,High,Blocked,2024-10-06
T00430,P5361,E02550,Interview speak dark career.,High,Blocked,2025-08-05
T00431,P2870,E04854,Center civil big push every himself.,Low,In Progress,2025-09-14
T00432,P1322,E09951,Book conference onto amount present foot such life.,Low,In Progress,2025-03-17
T00433,P2612,E02551,Little too street travel include.,High,Blocked,2025-09-18
T00434,P8287,E02332,Military thank run rock ask.,Medium,Blocked,2024-12-29
T00435,P7899,E01889,Nor I party save member rich visit red.,High,Blocked,2024-12-12
T00436,P8276,E02126,Body could medical age eye well.,Low,In Progress,2025-04-05
T00437,P4686,E08734,Debate hope heavy.,Medium,Completed,2024-12-11
T00438,P6066,E07641,Baby learn American garden language record.,High,Open,2024-10-18
T00439,P3069,E08226,Movie base some on.,High,Open,2024-10-26
T00440,P9278,E01187,Record something deep child.,Low,Blocked,2025-04-29
T00441,P3193,E01259,Large court reflect.,High,In Progress,2024-10-02
T00442,P5486,E07305,Since while prepare green candidate leg read.,Medium,Completed,2025-04-08
T00443,P8423,E03109,Ever little security responsibility speech idea.,High,Blocked,2025-09-14
T00444,P5949,E03683,Everybody this able.,Medium,Completed,2025-07-09
T00445,P1376,E07842,Leader left under want.,Low,Completed,2025-03-08
T00446,P2141,E07640,Job provide plant citizen fire rather that.,Low,In Progress,2024-12-19
T00447,P5285,E06012,Security while animal protect beautiful none.,High,Open,2025-03-03
T00448,P7477,E06385,Remain thing lot entire feeling.,High,In Progress,2024-10-31
T00449,P2911,E00266,Pm single scene spring.,High,Open,2025-06-15
T00450,P5723,E00930,Dream old floor.,Low,Blocked,2025-05-01
T00451,P6104,E09538,Painting sit arrive red tend health.,Low,Completed,2024-11-19
T00452,P6791,E03594,Poor south store else room coach.,High,Completed,2025-05-12
T00453,P7759,E08489,Bed response professor participant teach father operation.,Low,Open,2025-06-29
T00454,P5065,E04163,Well seven system.,High,Completed,2024-12-04
T00455,P7407,E09170,Professional true performance side church role sister.,High,Blocked,2025-05-02
T00456,P1889,E08791,Choose already raise board outside on.,High,Completed,2024-10-14
T00457,P7099,E04522,Maintain who such ability central.,Low,In Progress,2024-11-23
T00458,P1366,E04931,Power attack establish see low board.,Medium,Completed,2025-01-12
T00459,P8944,E02513,Lay head scientist two best similar.,Low,In Progress,2024-09-28
T00460,P3673,E02488,Whom need theory line method serious then.,Medium,In Progress,2025-07-17
T00461,P3069,E02082,Rock exist drive make trip.,High,Blocked,2025-04-27
T00462,P0537,E00840,Toward guess really education personal unit.,Medium,Completed,2025-03-29
T00463,P4097,E00111,About mind make around two stop.,Low,Blocked,2025-01-19
T00464,P3705,E06791,Hotel north really end.,Low,In Progress,2025-03-24
T00465,P5613,E06539,Quality office machine dog.,Medium,Blocked,2025-03-13
T00466,P0661,E00610,Money song wrong.,Low,Blocked,2025-07-12
T00467,P7174,E00556,Perhaps arm professor well into water manage.,High,Blocked,2025-09-13
T00468,P8671,E07698,Sit as Mr world do expect media.,High,Completed,2025-04-08
T00469,P8195,E06057,Mission process important really finish Republican themselves eat.,Medium,Open,2024-10-08
T00470,P7442,E06217,Hear care certain language decade.,Medium,Blocked,2025-06-04
T00471,P6716,E00619,Sea computer future yet draw beat.,Low,In Progress,2025-01-18
T00472,P1933,E00336,Medical institution raise word.,High,Completed,2025-03-12
T00473,P0566,E03934,Could street growth list child owner or.,Low,Open,2025-06-26
T00474,P9331,E00354,Would staff police.,Medium,Open,2024-12-10
T00475,P6323,E04175,Foreign arrive particularly keep ball draw.,Medium,Completed,2025-01-17
T00476,P5414,E07122,Model service with relationship power else network.,Medium,Completed,2025-01-15
T00477,P9587,E02375,Same need kind man improve always way.,Low,Completed,2025-03-12
T00478,P0078,E08684,Near seat key involve value.,Medium,Completed,2025-02-09
T00479,P8567,E04747,Environment political sing nature.,Low,Blocked,2025-03-16
T00480,P5480,E05448,Talk throughout eat just particularly include name.,High,Blocked,2025-03-01
T00481,P0022,E02736,Natural most position without table local act.,High,Open,2024-12-22
T00482,P8710,E08469,But our player toward identify seven near.,Medium,Blocked,2025-08-17
T00483,P0240,E08598,Music describe stuff.,High,Blocked,2025-01-20
T00484,P0304,E07473,Seat remain order cause difference clearly.,High,Blocked,2024-11-24
T00485,P5700,E01983,Other no wonder artist answer.,Medium,Open,2025-03-04
T00486,P0061,E02653,May pay community old alone.,Low,Completed,2025-05-11
T00487,P3744,E06941,Return exactly college feel both with.,High,Open,2024-11-02
T00488,P8428,E00832,Law wonder certain short.,High,In Progress,2025-04-15
T00489,P5308,E02797,Building hot prevent feel enter woman.,Medium,Completed,2025-08-28
T00490,P1308,E01009,Into experience ground current firm.,Medium,In Progress,2025-08-07
T00491,P7187,E04694,Spend since put debate.,High,Blocked,2025-09-17
T00492,P9079,E00258,I western especially less on truth system.,Low,Open,2025-07-21
T00493,P3685,E01887,Serve home once rich such that of.,Low,Completed,2024-10-28
T00494,P0676,E06248,Agency seek a expert anyone what almost.,Medium,Blocked,2025-01-24
T00495,P1820,E06939,Everyone financial various town.,Low,Blocked,2024-11-03
T00496,P7586,E04062,Fund consider fact campaign top send.,Medium,Open,2025-01-20
T00497,P7539,E09320,This minute nation type its.,Medium,Open,2025-02-13
T00498,P1456,E00077,Base pick owner his.,Medium,Open,2024-12-15
T00499,P6623,E08779,Table player speech type professional.,Medium,Blocked,2024-11-20
T00500,P3671,E05439,Majority red serve.,Low,Completed,2024-10-28
T00501,P1386,E04085,Car TV majority claim provide now.,Medium,Blocked,2024-12-21
T00502,P9662,E05563,Plant sometimes medical guy.,Medium,Open,2025-01-31
T00503,P7700,E01912,Push not seat understand.,High,Completed,2024-11-07
T00504,P9160,E08979,Message teacher by spring right economy.,Low,Blocked,2025-02-25
T00505,P0991,E05508,Past program former rich.,Medium,Blocked,2025-08-31
T00506,P1279,E08127,Outside ground how series she you really likely.,Medium,In Progress,2025-08-10
T00507,P7535,E07262,Heavy while of condition order often.,Medium,Blocked,2025-08-23
T00508,P0021,E04541,Yeah space view firm industry success feeling order.,Medium,Open,2025-04-15
T00509,P2721,E04281,Do expert any company attention area military.,High,In Progress,2024-11-19
T00510,P7309,E02247,Room at never bit.,Low,In Progress,2025-01-13
T00511,P0774,E02072,Firm case education standard.,High,Completed,2025-09-19
T00512,P0575,E00064,Mother stand last war size.,Low,Open,2025-08-19
T00513,P5864,E06208,Upon his finally memory cup vote.,Low,In Progress,2025-03-01
T00514,P7234,E06124,Weight first garden fine issue.,Medium,Open,2025-08-19
T00515,P6138,E09411,Avoid edge teacher leader cold newspaper.,Medium,Completed,2025-03-15
T00516,P2130,E07215,Community response produce return guy.,High,Blocked,2024-10-24
T00517,P0575,E09004,Out poor summer or.,Low,Completed,2024-10-06
T00518,P1046,E02685,Open drop day outside down beautiful between.,Low,In Progress,2024-12-03
T00519,P8435,E06520,Offer our daughter example serious.,Low,In Progress,2025-01-14
T00520,P6978,E05134,Money matter style city.,Medium,Open,2024-10-22
T00521,P0673,E06649,Family lay institution how dinner maybe challenge.,Low,Completed,2025-06-06
T00522,P9214,E03421,Few soon TV put.,Low,In Progress,2025-09-13
T00523,P2072,E07765,Apply though four green director out.,Medium,In Progress,2025-04-17
T00524,P8957,E03674,Throw book more throw.,Medium,Blocked,2025-01-08
T00525,P8013,E03013,Real staff avoid later soon.,Medium,Completed,2025-09-20
T00526,P4295,E04971,Collection question against mention collection there.,High,In Progress,2025-01-04
T00527,P7564,E07204,Name certain thank serious.,Medium,In Progress,2024-11-19
T00528,P4793,E09514,Responsibility meeting institution everyone factor product.,Low,Open,2025-04-28
T00529,P6195,E06044,Score case truth you tree.,Low,Open,2024-10-04
T00530,P7089,E00027,Degree every realize.,Medium,Completed,2025-07-27
T00531,P7925,E08517,Film present simple writer whom test shoulder seek.,High,Open,2025-05-14
T00532,P0355,E00889,Above election seem.,Medium,Blocked,2024-10-28
T00533,P1010,E05372,Staff per increase may forget create.,Low,Completed,2024-11-25
T00534,P1061,E06523,Different choose mother design share.,Low,Open,2025-08-17
T00535,P1319,E00152,Story quality mention after serve radio.,High,Completed,2025-05-20
T00536,P6481,E04800,Box north room.,Medium,In Progress,2025-03-18
T00537,P6394,E00755,Manage of as.,Low,Open,2025-05-23
T00538,P3811,E07347,Spend better its again anything improve.,High,Open,2025-06-17
T00539,P2625,E06488,Get between conference produce recognize prepare.,High,Completed,2025-08-18
T00540,P8277,E05114,Market strong someone worry give billion name.,High,Blocked,2025-07-10
T00541,P7483,E05955,Capital seek leader big choice.,Medium,Completed,2025-08-15
T00542,P6902,E04923,Prove political address today system.,Medium,Blocked,2024-11-10
T00543,P0069,E08749,Itself resource training soldier stuff conference tonight.,Low,Open,2025-08-20
T00544,P6114,E06684,Behind network health language lot occur use.,High,In Progress,2025-05-09
T00545,P3535,E04122,Cover explain act for.,Medium,In Progress,2025-08-27
T00546,P0188,E02694,Behavior of suddenly reveal.,High,Blocked,2025-09-03
T00547,P3873,E01380,List none collection build.,High,Completed,2025-01-29
