project_id,name,start_date,end_date,status,manager_id
P0451,Project 451,2023-01-27,2024-12-03,Active,E03290
P0452,Project 452,2025-01-06,2024-11-08,Active,E00993
P0453,Project 453,2021-09-18,2024-10-28,Active,E05907
P0454,Project 454,2022-01-18,2024-12-19,Planning,E01189
P0455,Project 455,2022-09-05,2025-05-28,Completed,E08013
P0456,Project 456,2024-10-20,2024-10-27,On Hold,E05926
P0457,Project 457,2021-07-24,2025-09-17,Planning,E09708
P0458,Project 458,2021-05-15,2025-03-08,On Hold,E00015
P0459,Project 459,2022-12-30,2025-04-25,Active,E04092
P0460,Project 460,2021-03-30,2025-06-15,Planning,E09882
P0461,Project 461,2023-09-10,2025-04-01,Active,E09301
P0462,Project 462,2024-06-12,2024-10-30,On Hold,E07133
P0463,Project 463,2023-11-05,2024-09-26,On Hold,E09201
P0464,Project 464,2022-02-20,2024-12-08,Active,E06008
P0465,Project 465,2023-12-06,2025-06-21,On Hold,E02065
P0466,Project 466,2025-03-19,2025-08-15,Completed,E04656
P0467,Project 467,2024-01-07,2025-07-18,Completed,E07119
P0468,Project 468,2021-02-26,2025-03-22,Completed,E02040
P0469,Project 469,2023-05-22,2024-12-08,Completed,E07096
P0470,Project 470,2024-12-25,2024-09-27,Active,E04887
P0471,Project 471,2025-07-27,2025-04-22,Planning,E05460
P0472,Project 472,2021-02-15,2025-04-02,On Hold,E06616
P0473,Project 473,2023-02-16,2024-11-14,On Hold,E02364
P0474,Project 474,2022-11-07,2025-05-19,Completed,E02824
P0475,Project 475,2024-01-26,2025-02-02,Completed,E03688
P0476,Project 476,2021-02-13,2025-07-05,Completed,E02846
P0477,Project 477,2021-03-17,2025-05-02,Planning,E07844
P0478,Project 478,2021-09-27,2025-01-28,Completed,E04614
P0479,Project 479,2020-10-18,2025-04-28,On Hold,E07159
P0480,Project 480,2025-05-10,2025-02-23,Planning,E01634
P0481,Project 481,2021-10-23,2025-04-15,Completed,E04625
P0482,Project 482,2022-10-16,2024-11-16,Planning,E07163
P0483,Project 483,2021-10-10,2025-06-24,On Hold,E05806
P0484,Project 484,2021-01-19,2024-11-22,Planning,E00539
P0485,Project 485,2023-11-12,2024-12-22,Active,E06297
P0486,Project 486,2022-09-09,2024-12-27,Planning,E00415
P0487,Project 487,2024-03-15,2025-02-11,Completed,E00327
P0488,Project 488,2025-07-12,2025-05-18,Planning,E05320
P0489,Project 489,2021-08-25,2024-11-16,Planning,E03529
P0490,Project 490,2022-01-22,2025-08-12,Completed,E00509
P0491,Project 491,2025-08-20,2024-12-02,On Hold,E05209
P0492,Project 492,2023-09-06,2025-08-31,Active,E08914
P0493,Project 493,2025-03-17,2025-06-17,Planning,E02859
P0494,Project 494,2022-05-25,2025-05-27,Active,E00352
P0495,Project 495,2020-12-23,2025-08-15,Planning,E04882
P0496,Project 496,2022-01-10,2025-03-19,Active,E03745
P0497,Project 497,2025-05-15,2025-08-12,Active,E05573
P0498,Project 498,2025-06-17,2025-03-20,Planning,E02338
P0499,Project 499,2022-03-28,2025-06-30,Planning,E00326
P0500,Project 500,2025-05-29,2025-01-30,Completed,E09976
P0501,Project 501,2022-05-30,2025-07-22,Planning,E02225
P0502,Project 502,2020-11-29,2025-07-13,On Hold,E06149
P0503,Project 503,2021-11-11,2024-10-25,Completed,E05027
P0504,Project 504,2020-10-06,2025-04-28,Active,E06140
P0505,Project 505,2022-02-07,2025-03-30,Planning,E07279
P0506,Project 506,2025-01-16,2025-04-01,Active,E01872
P0507,Project 507,2021-09-09,2024-11-23,Completed,E06039
P0508,Project 508,2025-06-02,2025-06-26,Active,E04040
P0509,Project 509,2021-07-22,2024-12-20,Active,E04017
P0510,Project 510,2022-06-27,2025-05-04,Completed,E08314
P0511,Project 511,2022-04-21,2025-02-02,Active,E01786
P0512,Project 512,2023-08-27,2025-06-08,Active,E05568
P0513,Project 513,2021-03-24,2025-07-03,On Hold,E05431
P0514,Project 514,2024-06-12,2024-11-07,Completed,E09353
P0515,Project 515,2023-05-20,2025-01-14,Planning,E07066
P0516,Project 516,2025-05-28,2024-12-14,Active,E06901
P0517,Project 517,2023-10-30,2025-06-05,Completed,E08445
P0518,Project 518,2022-06-03,2025-04-02,Planning,E01097
P0519,Project 519,2021-05-30,2025-05-18,Active,E07892
P0520,Project 520,2021-07-24,2025-09-24,Active,E00450
P0521,Project 521,2024-11-17,2024-10-30,Planning,E08267
P0522,Project 522,2022-03-01,2025-08-07,On Hold,E04500
P0523,Project 523,2025-02-14,2025-06-04,Completed,E03293
P0524,Project 524,2025-07-30,2024-09-28,Planning,E07745
P0525,Project 525,2022-03-17,2025-08-05,Completed,E08641
P0526,Project 526,2022-01-21,2025-03-24,On Hold,E01835
P0527,Project 527,2025-02-01,2025-03-21,On Hold,E00864
P0528,Project 528,2024-10-18,2025-09-15,Active,E09668
P0529,Project 529,2024-04-23,2025-04-19,Planning,E05817
P0530,Project 530,2025-02-23,2025-02-11,On Hold,E09892
P0531,Project 531,2023-09-12,2025-04-25,Active,E06462
P0532,Project 532,2024-06-22,2024-12-23,On Hold,E02910
P0533,Project 533,2025-03-21,2025-08-20,On Hold,E06431
P0534,Project 534,2021-01-14,2025-04-20,On Hold,E02508
P0535,Project 535,2024-03-11,2025-08-11,Completed,E04309
P0536,Project 536,2023-04-05,2025-03-15,On Hold,E02085
P0537,Project 537,2024-11-11,2025-06-12,Active,E04536
P0538,Project 538,2022-07-15,2025-02-08,On Hold,E02994
P0539,Project 539,2023-04-02,2025-04-28,On Hold,E07301
P0540,Project 540,2021-03-25,2024-10-03,Planning,E00131
P0541,Project 541,2022-01-17,2024-11-13,Active,E09164
P0542,Project 542,2025-01-24,2025-02-26,Completed,E01923
P0543,Project 543,2024-11-22,2025-03-31,Active,E01230
P0544,Project 544,2025-03-23,2025-07-24,Active,E05334
P0545,Project 545,2024-10-28,2025-09-20,On Hold,E08790
P0546,Project 546,2021-03-11,2025-06-24,Active,E02048
P0547,Project 547,2022-06-24,2024-09-24,Completed,E00907
P0548,Project 548,2021-01-23,2025-08-27,On Hold,E09443
P0549,Project 549,2023-06-29,2025-03-20,Completed,E08375
P0550,Project 550,2022-12-15,2025-02-17,On Hold,E08440
P0551,Project 551,2021-10-27,2025-07-16,Completed,E04381
P0552,Project 552,2024-02-06,2025-05-08,Completed,E05940
P0553,Project 553,2024-05-14,2025-03-27,Planning,E08169
P0554,Project 554,2022-07-21,2025-05-17,Active,E05286
P0555,Project 555,2024-06-21,2025-09-20,Completed,E07306
P0556,Project 556,2021-04-14,2024-11-18,Planning,E05002
P0557,Project 557,2025-01-07,2025-04-29,Planning,E01822
P0558,Project 558,2022-10-23,2025-01-09,Active,E08229
P0559,Project 559,2023-01-28,2025-04-29,Active,E04940
P0560,Project 560,2024-10-19,2025-01-10,On Hold,E02048
P0561,Project 561,2021-07-15,2025-05-29,Completed,E03340
P0562,Project 562,2024-02-28,2024-10-06,Active,E00789
P0563,Project 563,2022-04-19,2024-09-25,On Hold,E03486
P0564,Project 564,2023-01-25,2025-08-18,On Hold,E02455
P0565,Project 565,2023-10-12,2025-06-09,On Hold,E02575
P0566,Project 566,2024-02-10,2024-10-01,Active,E05781
P0567,Project 567,2023-04-04,2025-04-24,Planning,E07265
P0568,Project 568,2023-07-28,2024-12-06,Active,E03978
P0569,Project 569,2024-09-14,2025-04-30,Completed,E05630
P0570,Project 570,2022-11-21,2024-12-11,Active,E03373
P0571,Project 571,2025-02-08,2025-02-26,On Hold,E05857
P0572,Project 572,2024-06-15,2024-12-11,Active,E01936
P0573,Project 573,2025-08-09,2025-05-17,Active,E03622
P0574,Project 574,2024-06-06,2025-03-25,Active,E04455
P0575,Project 575,2020-12-24,2024-10-11,Planning,E05735
P0576,Project 576,2021-04-15,2025-06-29,Active,E06367
P0577,Project 577,2023-09-25,2025-09-22,Completed,E07756
P0578,Project 578,2024-12-05,2025-05-29,Planning,E05351
P0579,Project 579,2025-05-12,2025-05-23,Planning,E06107
P0580,Project 580,2024-09-29,2025-09-20,On Hold,E00654
P0581,Project 581,2024-05-30,2025-05-08,Completed,E07982
P0582,Project 582,2020-10-08,2025-05-19,Completed,E01580
P0583,Project 583,2025-07-31,2025-08-17,Completed,E02943
P0584,Project 584,2024-12-21,2025-05-01,Completed,E02969
P0585,Project 585,2021-01-22,2025-01-01,Active,E01379
P0586,Project 586,2021-07-13,2025-09-21,Active,E08569
P0587,Project 587,2025-01-07,2025-05-21,Planning,E05051
P0588,Project 588,2025-09-13,2025-07-28,Planning,E09004
P0589,Project 589,2025-01-12,2025-07-15,Planning,E00363
P0590,Project 590,2024-03-18,2025-06-24,Active,E02688
P0591,Project 591,2023-08-07,2025-07-02,Completed,E00730
P0592,Project 592,2025-03-18,2025-04-22,Planning,E08507
P0593,Project 593,2024-09-29,2024-10-09,On Hold,E04075
P0594,Project 594,2024-04-28,2025-03-06,Active,E01245
P0595,Project 595,2023-05-06,2025-04-09,Active,E06033
P0596,Project 596,2021-03-09,2025-06-26,On Hold,E00560
P0597,Project 597,2021-02-08,2025-05-31,Planning,E01320
P0598,Project 598,2022-01-13,2025-01-15,Active,E07034
P0599,Project 599,2024-07-11,2024-11-02,Planning,E02799
P0600,Project 600,2025-05-14,2025-07-09,Completed,E06868
P0601,Project 601,2023-06-30,2025-08-28,Active,E04088
P0602,Project 602,2021-12-08,2025-01-23,Active,E05168
P0603,Project 603,2022-11-16,2025-06-21,On Hold,E07903
P0604,Project 604,2021-04-17,2025-08-18,Active,E09543
P0605,Project 605,2021-03-05,2024-12-20,On Hold,E03337
P0606,Project 606,2023-09-04,2025-05-04,On Hold,E02986
P0607,Project 607,2022-09-20,2025-07-06,Completed,E07294
P0608,Project 608,2022-07-27,2024-09-28,On Hold,E09571
P0609,Project 609,2023-03-31,2024-09-24,Completed,E09904
P0610,Project 610,2023-03-08,2025-05-23,On Hold,E08044
P0611,Project 611,2024-04-01,2024-11-21,On Hold,E08070
P0612,Project 612,2021-11-26,2024-11-20,On Hold,E07230
P0613,Project 613,2022-04-12,2024-12-10,On Hold,E02076
P0614,Project 614,2024-08-09,2025-05-01,Active,E02645
P0615,Project 615,2024-05-30,2025-07-08,On Hold,E02481
P0616,Project 616,2021-09-10,2025-07-21,Active,E05766
P0617,Project 617,2024-11-07,2025-08-03,Planning,E02985
P0618,Project 618,2021-04-22,2025-01-05,Planning,E02208
P0619,Project 619,2022-12-10,2025-03-08,Completed,E05891
P0620,Project 620,2024-01-05,2025-09-07,On Hold,E09450
P0621,Project 621,2021-04-30,2025-04-22,Planning,E06350
P0622,Project 622,2021-09-25,2025-09-22,Planning,E01538
P0623,Project 623,2025-07-06,2025-04-21,Active,E02883
P0624,Project 624,2022-06-30,2025-05-02,On Hold,E08555
P0625,Project 625,2024-10-01,2025-05-17,Planning,E07914
P0626,Project 626,2025-01-04,2025-03-13,Active,E09333
P0627,Project 627,2022-12-23,2025-07-09,Completed,E04603
P0628,Project 628,2021-06-17,2025-04-05,Active,E04796
P0629,Project 629,2023-10-19,2024-11-26,Completed,E08119
P0630,Project 630,2022-05-28,2025-05-19,On Hold,E05861
P0631,Project 631,2023-07-07,2025-04-08,On Hold,E07374
P0632,Project 632,2022-12-25,2025-08-02,Completed,E01683
P0633,Project 633,2025-06-08,2025-02-27,On Hold,E01272
P0634,Project 634,2022-06-16,2025-02-11,Planning,E02586
P0635,Project 635,2021-12-26,2024-11-19,Active,E08288
P0636,Project 636,2025-01-15,2025-09-05,Active,E00328
P0637,Project 637,2021-05-29,2025-05-22,Planning,E01999
P0638,Project 638,2024-08-10,2025-05-24,Planning,E07855
P0639,Project 639,2023-09-28,2025-01-28,On Hold,E00630
P0640,Project 640,2021-05-12,2025-04-29,On Hold,E03934
P0641,Project 641,2021-05-12,2024-10-05,Completed,E03710
P0642,Project 642,2025-03-01,2025-03-02,On Hold,E07419
P0643,Project 643,2021-11-01,2025-07-01,Completed,E02472
P0644,Project 644,2021-08-04,2025-07-06,Planning,E08914
P0645,Project 645,2023-01-19,2025-02-11,Active,E05013
P0646,Project 646,2022-08-24,2025-07-16,Planning,E06169
P0647,Project 647,2025-02-01,2024-10-12,Completed,E08291
P0648,Project 648,2021-04-15,2025-03-21,Active,E09134
P0649,Project 649,2025-03-06,2025-04-04,On Hold,E00340
P0650,Project 650,2023-06-12,2025-02-08,Active,E09188
P0651,Project 651,2023-12-09,2025-05-29,On Hold,E02259
P0652,Project 652,2023-02-20,2025-05-22,Active,E06006
P0653,Project 653,2025-06-03,2024-12-07,On Hold,E02897
P0654,Project 654,2024-10-02,2025-09-17,Completed,E02185
P0655,Project 655,2025-09-06,2025-01-11,Completed,E04103
P0656,Project 656,2021-05-03,2025-04-23,Completed,E09198
P0657,Project 657,2023-12-17,2025-09-19,Completed,E05715
P0658,Project 658,2024-09-09,2025-08-07,Completed,E02348
P0659,Project 659,2022-08-19,2024-11-30,Completed,E06011
P0660,Project 660,2022-03-11,2025-03-07,Active,E00100
P0661,Project 661,2021-02-04,2025-07-09,Active,E02682
P0662,Project 662,2024-09-23,2025-08-15,On Hold,E00093
P0663,Project 663,2022-11-07,2025-04-14,Planning,E07837
P0664,Project 664,2023-06-14,2024-10-20,On Hold,E07014
P0665,Project 665,2022-06-05,2025-01-17,Active,E02481
P0666,Project 666,2023-08-02,2025-06-27,On Hold,E08890
P0667,Project 667,2022-07-06,2025-03-14,On Hold,E02832
P0668,Project 668,2021-03-29,2025-05-21,Completed,E02916
P0669,Project 669,2023-04-16,2025-03-16,Active,E08190
P0670,Project 670,2024-12-08,2025-06-14,On Hold,E02531
P0671,Project 671,2025-09-10,2024-11-10,Active,E03422
P0672,Project 672,2022-11-13,2024-10-19,Completed,E01777
P0673,Project 673,2025-01-09,2025-01-03,On Hold,E01616
P0674,Project 674,2022-08-02,2025-03-04,Completed,E04933
P0675,Project 675,2024-06-09,2025-01-28,Planning,E02940
P0676,Project 676,2021-04-08,2024-10-23,Completed,E01909
P0677,Project 677,2025-01-09,2025-01-25,Planning,E09835
P0678,Project 678,2023-02-25,2025-03-26,Active,E03969
P0679,Project 679,2025-03-25,2025-08-27,On Hold,E09978
P0680,Project 680,2021-09-18,2025-02-11,Completed,E04841
P0681,Project 681,2022-07-27,2024-10-08,Completed,E05161
P0682,Project 682,2025-05-15,2025-04-03,Planning,E05389
P0683,Project 683,2022-07-23,2024-10-16,On Hold,E05804
P0684,Project 684,2022-11-26,2024-12-15,Completed,E07564
P0685,Project 685,2025-03-13,2025-08-22,On Hold,E03450
P0686,Project 686,2022-07-20,2025-03-17,Completed,E03859
P0687,Project 687,2023-11-12,2025-01-04,On Hold,E08022
P0688,Project 688,2023-09-17,2025-02-16,Completed,E09234
P0689,Project 689,2021-12-09,2024-10-03,Active,E02761
P0690,Project 690,2025-05-15,2025-09-17,Active,E04750
P0691,Project 691,2023-10-27,2024-10-26,Planning,E05094
P0692,Project 692,2023-09-27,2025-07-25,Completed,E05319
P0693,Project 693,2023-05-01,2024-12-12,On Hold,E00855
P0694,Project 694,2021-02-01,2025-02-15,On Hold,E09652
P0695,Project 695,2025-03-26,2025-07-28,On Hold,E01203
P0696,Project 696,2023-02-20,2025-09-09,On Hold,E08328
P0697,Project 697,2021-01-08,2025-05-20,On Hold,E05413
P0698,Project 698,2022-06-01,2025-08-03,Completed,E07457
P0699,Project 699,2021-06-06,2025-05-01,Active,E07387
P0700,Project 700,2024-04-21,2025-09-02,On Hold,E07410
P0701,Project 701,2024-07-23,2024-10-05,Planning,E02982
P0702,Project 702,2025-01-31,2025-01-27,Active,E05973
P0703,Project 703,2022-03-14,2025-08-05,On Hold,E02399
P0704,Project 704,2023-09-08,2025-09-22,Planning,E04271
P0705,Project 705,2020-12-27,2025-02-11,On Hold,E01456
P0706,Project 706,2023-09-08,2025-07-12,Active,E03511
P0707,Project 707,2023-04-18,2025-02-16,Completed,E03291
P0708,Project 708,2025-04-06,2024-11-01,On Hold,E02630
P0709,Project 709,2023-08-21,2025-07-07,Active,E02299
P0710,Project 710,2022-12-20,2025-02-17,On Hold,E03134
P0711,Project 711,2025-05-14,2025-07-11,On Hold,E03724
P0712,Project 712,2021-09-18,2024-10-23,Completed,E00805
P0713,Project 713,2021-04-15,2025-02-12,Active,E06817
P0714,Project 714,2021-09-29,2024-12-23,Active,E08559
P0715,Project 715,2022-02-14,2024-12-05,On Hold,E06186
P0716,Project 716,2024-12-14,2025-03-20,Active,E08992
P0717,Project 717,2024-02-27,2025-04-21,On Hold,E09927
P0718,Project 718,2022-06-21,2025-02-19,Active,E09681
P0719,Project 719,2023-07-14,2025-03-21,Completed,E00201
P0720,Project 720,2021-12-17,2025-07-31,Completed,E08379
P0721,Project 721,2021-06-10,2025-08-12,Planning,E03662
P0722,Project 722,2021-09-12,2024-10-23,Active,E08106
P0723,Project 723,2024-10-07,2025-09-24,Planning,E08153
P0724,Project 724,2022-07-19,2025-02-09,Active,E09343
P0725,Project 725,2024-02-29,2025-03-22,Active,E02521
P0726,Project 726,2021-07-09,2025-04-07,On Hold,E00714
P0727,Project 727,2025-02-06,2025-03-13,Active,E02459
P0728,Project 728,2022-03-05,2025-03-17,Completed,E00958
P0729,Project 729,2021-08-19,2025-03-21,Planning,E05728
P0730,Project 730,2023-07-18,2024-12-14,On Hold,E01719
P0731,Project 731,2023-01-07,2024-10-20,Completed,E03332
P0732,Project 732,2023-09-30,2025-02-07,On Hold,E07650
P0733,Project 733,2022-01-26,2025-07-19,On Hold,E02303
P0734,Project 734,2025-03-12,2025-05-28,Active,E01481
P0735,Project 735,2020-12-25,2024-12-23,Completed,E01677
P0736,Project 736,2021-09-10,2025-06-20,Completed,E02828
P0737,Project 737,2022-11-02,2024-11-06,Planning,E03923
P0738,Project 738,2025-08-23,2025-05-23,On Hold,E05465
P0739,Project 739,2024-03-06,2025-06-24,Active,E05998
P0740,Project 740,2025-04-24,2024-11-08,Completed,E07651
P0741,Project 741,2022-02-21,2025-05-14,On Hold,E06401
P0742,Project 742,2021-03-25,2025-05-08,Planning,E06956
P0743,Project 743,2024-06-19,2024-12-18,On Hold,E08437
P0744,Project 744,2025-08-20,2025-06-12,Planning,E04054
P0745,Project 745,2025-05-23,2025-09-17,On Hold,E06480
P0746,Project 746,2022-12-13,2025-04-12,On Hold,E03982
P0747,Project 747,2024-08-22,2025-05-11,Planning,E01168
P0748,Project 748,2023-12-05,2024-12-05,Planning,E05557
P0749,Project 749,2023-04-19,2025-07-07,On Hold,E06496
P0750,Project 750,2021-10-25,2025-07-19,On Hold,E08777
P0751,Project 751,2024-02-06,2025-02-11,Completed,E08349
P0752,Project 752,2020-11-13,2025-05-24,Active,E02205
P0753,Project 753,2021-03-15,2025-06-07,Completed,E04901
P0754,Project 754,2023-11-09,2024-11-04,Planning,E03602
P0755,Project 755,2023-08-14,2025-08-25,On Hold,E08029
P0756,Project 756,2024-05-28,2025-01-29,Completed,E09280
P0757,Project 757,2023-11-22,2024-10-20,Completed,E09740
P0758,Project 758,2020-10-30,2024-12-06,On Hold,E04544
P0759,Project 759,2021-02-11,2025-07-30,Active,E08372
P0760,Project 760,2024-01-24,2025-02-16,Completed,E09921
P0761,Project 761,2025-04-16,2025-01-19,Active,E08999
P0762,Project 762,2023-02-18,2024-12-23,Active,E00652
P0763,Project 763,2025-09-08,2025-04-11,Active,E09992
P0764,Project 764,2022-08-12,2024-09-30,Planning,E09044
P0765,Project 765,2024-03-26,2024-10-06,On Hold,E06122
P0766,Project 766,2021-08-16,2025-09-10,Planning,E02868
P0767,Project 767,2024-10-19,2025-01-10,Planning,E04138
P0768,Project 768,2024-10-22,2024-10-01,Completed,E04830
P0769,Project 769,2024-06-06,2025-02-13,Active,E09149
P0770,Project 770,2020-11-14,2025-07-15,On Hold,E09096
P0771,Project 771,2022-04-11,2024-12-02,Active,E08631
P0772,Project 772,2022-04-16,2025-04-30,Active,E05211
P0773,Project 773,2024-08-11,2024-11-24,Planning,E01715
P0774,Project 774,2021-02-21,2025-08-08,On Hold,E08691
P0775,Project 775,2021-09-08,2025-04-08,On Hold,E00640
P0776,Project 776,2021-05-06,2025-07-02,Completed,E01416
P0777,Project 777,2025-02-13,2025-09-01,On Hold,E07287
P0778,Project 778,2023-05-09,2025-04-18,On Hold,E08685
P0779,Project 779,2021-02-20,2025-09-09,Planning,E08978
P0780,Project 780,2024-05-23,2024-11-01,Planning,E03965
P0781,Project 781,2025-06-28,2024-11-24,Completed,E07262
P0782,Project 782,2021-12-24,2025-07-13,Completed,E01847
P0783,Project 783,2025-04-22,2025-04-11,Planning,E06461
P0784,Project 784,2025-05-12,2025-02-26,On Hold,E03501
P0785,Project 785,2025-05-20,2024-10-26,Active,E07287
P0786,Project 786,2025-02-27,2025-07-14,Completed,E09857
P0787,Project 787,2022-03-09,2025-02-25,Planning,E03575
P0788,Project 788,2021-12-20,2024-10-08,Completed,E02592
P0789,Project 789,2024-09-14,2025-08-17,Active,E08407
P0790,Project 790,2023-07-10,2025-01-07,Active,E06799
P0791,Project 791,2023-08-02,2025-04-13,Active,E05093
P0792,Project 792,2022-03-08,2024-10-11,Active,E05145
P0793,Project 793,2024-11-11,2025-03-21,Planning,E07600
P0794,Project 794,2023-12-27,2025-06-03,On Hold,E08635
P0795,Project 795,2024-05-27,2025-03-20,Active,E07885
P0796,Project 796,2023-05-29,2025-08-31,Active,E07280
P0797,Project 797,2022-08-15,2025-01-15,Planning,E03687
P0798,Project 798,2024-07-21,2025-08-26,Active,E02209
P0799,Project 799,2024-09-17,2024-10-25,Completed,E00244
P0800,Project 800,2022-12-06,2025-08-28,On Hold,E07738
P0801,Project 801,2022-06-25,2025-02-11,Planning,E02936
P0802,Project 802,2024-04-21,2025-08-07,Planning,E02026
P0803,Project 803,2024-04-17,2025-06-20,On Hold,E00693
P0804,Project 804,2025-07-23,2024-11-25,Completed,E09139
P0805,Project 805,2023-12-14,2024-11-03,Planning,E06700
P0806,Project 806,2024-05-13,2024-10-31,Active,E00767
P0807,Project 807,2024-11-02,2024-09-29,On Hold,E03465
P0808,Project 808,2021-01-06,2025-01-06,Completed,E09300
P0809,Project 809,2021-04-21,2025-02-18,Active,E05083
P0810,Project 810,2022-12-12,2025-08-30,Planning,E02250
P0811,Project 811,2022-05-31,2024-09-28,Planning,E01190
P0812,Project 812,2021-12-26,2025-07-02,Completed,E03338
P0813,Project 813,2024-06-28,2024-12-01,On Hold,E08940
