survey_id,subject_id,category,topic,rating,date
S00520,E00155,Customer,Net Promoter Score,1,2024-02-12
S00521,E00018,Customer,Experience,5,2024-05-18
S00522,E00290,Customer,Experience,4,2024-05-26
S00523,E00225,Customer,Experience,1,2024-07-25
S00524,C04548,Employee,Experience,4,2024-05-12
S00525,E00397,Employee,Experience,1,2024-02-01
S00526,C00291,Customer,Satisfaction,4,2025-02-26
S00527,C00787,Customer,Support,3,2025-05-26
S00528,E00205,Customer,Support,5,2024-09-10
S00529,E00343,Employee,Satisfaction,3,2024-03-24
S00530,E00480,Employee,Support,4,2024-12-06
S00531,C04835,Employee,Net Promoter Score,3,2024-07-05
S00532,C04459,Customer,Net Promoter Score,4,2025-02-07
S00533,C04595,Customer,Experience,5,2025-04-11
S00534,E00007,Employee,Support,4,2025-06-24
S00535,C00757,Customer,Experience,2,2023-10-23
S00536,E00207,Employee,Net Promoter Score,2,2025-09-10
S00537,C02141,Employee,Satisfaction,5,2025-08-24
S00538,C03089,Customer,Net Promoter Score,4,2024-10-07
S00539,E00178,Employee,Experience,3,2024-09-29
S00540,C01023,Customer,Net Promoter Score,2,2025-03-22
S00541,E00410,Customer,Support,1,2024-08-17
S00542,E00067,Employee,Support,3,2024-06-14
S00543,E00186,Employee,Net Promoter Score,5,2023-12-22
S00544,C04398,Employee,Satisfaction,4,2025-09-20
S00545,E00459,Employee,Net Promoter Score,2,2025-02-16
S00546,E00177,Customer,Satisfaction,4,2024-08-22
S00547,E00193,Employee,Net Promoter Score,4,2025-05-29
S00548,E00496,Customer,Support,2,2024-03-09
S00549,E00287,Employee,Support,4,2023-12-27
S00550,E00026,Customer,Experience,5,2024-09-25
S00551,E00362,Employee,Net Promoter Score,1,2023-12-19
S00552,C02174,Employee,Support,3,2025-03-05
S00553,C03975,Employee,Experience,2,2024-05-10
S00554,C01501,Employee,Net Promoter Score,2,2025-03-03
S00555,E00289,Employee,Net Promoter Score,3,2024-02-01
S00556,E00367,Employee,Net Promoter Score,1,2025-01-31
S00557,C02837,Employee,Satisfaction,4,2024-08-09
S00558,C03329,Employee,Satisfaction,5,2025-03-08
S00559,C02889,Customer,Satisfaction,5,2025-01-29
S00560,C01180,Customer,Support,4,2025-04-02
S00561,E00139,Employee,Experience,1,2024-01-15
S00562,C02060,Employee,Support,3,2024-05-13
S00563,E00054,Customer,Net Promoter Score,4,2025-06-25
S00564,E00339,Customer,Support,1,2024-04-27
S00565,C04846,Employee,Support,3,2025-06-16
S00566,C01242,Employee,Net Promoter Score,3,2024-03-29
S00567,C04032,Customer,Net Promoter Score,1,2025-07-31
S00568,E00260,Employee,Satisfaction,5,2024-04-20
S00569,C03350,Employee,Experience,3,2025-02-23
S00570,C00043,Customer,Net Promoter Score,5,2024-12-24
S00571,C03472,Customer,Satisfaction,2,2024-02-03
S00572,E00427,Employee,Satisfaction,3,2024-11-03
S00573,C02115,Customer,Support,1,2024-12-23
S00574,C00841,Employee,Experience,2,2024-11-16
S00575,C02886,Employee,Experience,4,2025-05-01
S00576,E00048,Employee,Net Promoter Score,2,2024-10-06
S00577,E00269,Customer,Satisfaction,5,2025-08-02
S00578,C02744,Employee,Experience,4,2024-05-14
S00579,E00110,Employee,Support,5,2025-06-25
S00580,C01825,Employee,Net Promoter Score,5,2024-05-14
S00581,C00284,Customer,Net Promoter Score,5,2024-07-31
S00582,C01635,Employee,Experience,4,2025-01-07
S00583,C02033,Employee,Satisfaction,5,2024-06-03
S00584,C02904,Customer,Satisfaction,2,2023-11-18
S00585,E00401,Employee,Net Promoter Score,1,2025-02-06
S00586,C02726,Employee,Net Promoter Score,1,2024-10-05
S00587,E00345,Customer,Experience,1,2024-06-20
S00588,C04223,Employee,Net Promoter Score,2,2025-06-20
S00589,E00382,Customer,Satisfaction,2,2025-08-02
S00590,E00073,Employee,Support,5,2025-02-28
S00591,C03457,Employee,Net Promoter Score,1,2025-08-16
S00592,E00268,Customer,Support,3,2024-12-25
S00593,E00193,Customer,Experience,5,2023-10-06
S00594,C01541,Customer,Support,5,2024-11-26
S00595,C03056,Customer,Experience,5,2024-02-09
S00596,C00434,Employee,Satisfaction,4,2024-08-10
S00597,E00282,Customer,Net Promoter Score,3,2025-02-01
S00598,E00400,Employee,Satisfaction,5,2024-10-29
S00599,C04865,Customer,Net Promoter Score,1,2024-07-21
S00600,E00074,Employee,Support,1,2024-05-11
S00601,C04051,Employee,Satisfaction,3,2024-12-31
S00602,C02127,Employee,Experience,2,2024-08-12
S00603,E00024,Employee,Satisfaction,3,2023-10-29
S00604,E00036,Employee,Support,2,2025-08-17
S00605,E00237,Customer,Experience,5,2024-10-07
S00606,C04159,Employee,Net Promoter Score,4,2024-05-05
S00607,C04993,Employee,Net Promoter Score,2,2024-12-14
S00608,E00148,Employee,Satisfaction,4,2025-05-01
S00609,C00381,Employee,Net Promoter Score,4,2025-05-25
S00610,E00483,Employee,Experience,4,2023-11-06
S00611,E00234,Employee,Satisfaction,4,2024-11-03
S00612,E00329,Customer,Net Promoter Score,5,2024-04-11
S00613,C01306,Customer,Satisfaction,2,2024-08-14
S00614,E00336,Customer,Satisfaction,4,2024-08-02
S00615,E00416,Customer,Experience,2,2024-09-06
S00616,C04954,Employee,Experience,5,2024-01-23
S00617,E00329,Customer,Net Promoter Score,2,2024-04-23
S00618,E00294,Employee,Experience,4,2024-05-01
S00619,C04469,Customer,Experience,2,2024-08-05
S00620,C01152,Employee,Satisfaction,2,2023-11-27
S00621,E00449,Customer,Net Promoter Score,1,2024-03-30
S00622,E00443,Customer,Experience,3,2024-12-01
S00623,E00126,Employee,Support,3,2023-12-09
S00624,C03989,Employee,Satisfaction,5,2024-07-29
S00625,C00973,Customer,Experience,3,2025-03-11
S00626,C00725,Employee,Experience,4,2024-03-19
S00627,E00096,Employee,Support,5,2024-06-07
S00628,C04881,Employee,Support,5,2024-01-23
S00629,C00530,Employee,Experience,1,2024-09-07
S00630,E00007,Employee,Satisfaction,2,2023-11-04
S00631,E00043,Employee,Support,4,2023-11-15
S00632,E00100,Employee,Satisfaction,2,2023-12-09
S00633,C01665,Employee,Experience,1,2023-10-06
S00634,E00485,Employee,Experience,2,2024-04-06
S00635,C04186,Employee,Support,2,2024-08-02
S00636,E00182,Employee,Net Promoter Score,5,2024-04-27
S00637,E00490,Customer,Net Promoter Score,2,2025-07-19
S00638,E00349,Customer,Satisfaction,2,2024-02-02
S00639,E00406,Employee,Support,5,2024-11-21
S00640,C03799,Customer,Net Promoter Score,5,2025-05-21
S00641,E00222,Customer,Satisfaction,4,2025-03-05
S00642,C02783,Customer,Support,4,2024-01-10
S00643,C03109,Customer,Support,1,2025-09-12
S00644,C04292,Customer,Net Promoter Score,5,2024-10-07
S00645,E00154,Employee,Net Promoter Score,5,2025-01-16
S00646,C00877,Customer,Support,1,2025-08-09
S00647,C00580,Employee,Net Promoter Score,2,2024-03-14
S00648,C01966,Customer,Experience,3,2025-02-05
S00649,E00462,Customer,Support,3,2025-09-03
S00650,C04044,Employee,Experience,1,2023-10-14
S00651,E00017,Customer,Support,1,2024-12-09
S00652,E00338,Customer,Experience,4,2025-08-04
S00653,E00155,Employee,Net Promoter Score,4,2024-12-20
S00654,C00389,Employee,Satisfaction,4,2024-04-10
S00655,E00034,Customer,Net Promoter Score,2,2024-12-06
S00656,E00025,Employee,Satisfaction,4,2023-10-12
S00657,C02614,Customer,Satisfaction,2,2024-12-30
S00658,C02142,Employee,Net Promoter Score,3,2025-05-03
S00659,C04750,Customer,Net Promoter Score,1,2025-01-25
S00660,E00469,Customer,Net Promoter Score,5,2023-12-08
S00661,E00299,Customer,Support,2,2024-01-24
S00662,C00499,Employee,Support,5,2025-07-07
S00663,E00029,Employee,Support,3,2024-11-03
S00664,C04842,Employee,Net Promoter Score,2,2024-03-21
S00665,E00333,Employee,Net Promoter Score,4,2025-01-03
S00666,C03075,Employee,Experience,1,2025-09-22
S00667,E00166,Customer,Net Promoter Score,4,2024-07-23
S00668,E00044,Employee,Experience,1,2025-04-19
S00669,C00139,Customer,Net Promoter Score,5,2024-07-22
S00670,E00214,Employee,Net Promoter Score,5,2025-07-07
S00671,C00489,Customer,Experience,1,2023-12-14
S00672,E00323,Customer,Satisfaction,2,2025-04-13
S00673,E00209,Employee,Experience,4,2024-10-19
S00674,C00046,Employee,Satisfaction,5,2024-12-12
S00675,C01901,Customer,Experience,1,2024-03-30
S00676,C01114,Employee,Satisfaction,2,2024-06-17
S00677,C04794,Employee,Satisfaction,4,2025-06-23
S00678,E00347,Customer,Support,4,2023-10-16
S00679,E00178,Customer,Satisfaction,4,2025-09-13
S00680,E00097,Customer,Experience,5,2023-11-04
S00681,C02733,Customer,Support,3,2024-12-02
S00682,E00209,Customer,Net Promoter Score,5,2024-09-01
S00683,E00108,Customer,Support,3,2023-11-05
S00684,C00156,Customer,Net Promoter Score,5,2025-06-10
S00685,C00933,Customer,Net Promoter Score,3,2024-06-27
S00686,E00287,Employee,Support,5,2024-08-21
S00687,E00195,Employee,Experience,5,2023-11-11
S00688,C00686,Employee,Support,3,2025-05-27
S00689,E00111,Customer,Satisfaction,1,2024-09-09
S00690,E00364,Customer,Experience,1,2024-03-10
S00691,E00251,Customer,Net Promoter Score,1,2024-05-04
S00692,C03861,Employee,Net Promoter Score,4,2025-02-25
S00693,C04259,Customer,Support,1,2024-09-05
S00694,C02950,Customer,Support,4,2024-04-12
S00695,E00126,Customer,Support,5,2025-08-04
S00696,C02038,Employee,Experience,5,2025-06-25
S00697,C03876,Employee,Satisfaction,3,2025-01-20
S00698,E00484,Customer,Satisfaction,5,2024-03-12
S00699,E00356,Employee,Satisfaction,2,2024-02-28
S00700,C03044,Customer,Support,1,2024-04-13
S00701,E00455,Customer,Satisfaction,1,2025-05-20
S00702,C02369,Customer,Experience,3,2024-12-03
S00703,E00116,Customer,Experience,1,2024-04-14
S00704,E00291,Customer,Satisfaction,1,2024-05-30
S00705,C04775,Employee,Experience,5,2024-12-28
S00706,C00576,Employee,Experience,5,2023-10-20
S00707,C02362,Customer,Experience,1,2023-11-14
S00708,C02265,Customer,Net Promoter Score,1,2024-09-16
S00709,E00081,Employee,Satisfaction,1,2024-02-07
S00710,C01370,Customer,Net Promoter Score,2,2024-07-06
S00711,E00155,Customer,Experience,5,2024-02-08
S00712,E00141,Employee,Satisfaction,4,2025-01-04
S00713,C01151,Employee,Experience,4,2023-11-06
S00714,C04408,Customer,Support,5,2024-02-04
S00715,E00377,Customer,Support,5,2025-06-24
S00716,C01047,Employee,Net Promoter Score,3,2025-05-15
S00717,C04907,Customer,Experience,4,2023-12-06
S00718,C02320,Employee,Net Promoter Score,5,2024-09-06
S00719,E00081,Employee,Experience,2,2024-09-09
S00720,C03314,Customer,Net Promoter Score,2,2024-03-03
S00721,C04860,Customer,Satisfaction,2,2024-02-08
S00722,C00401,Customer,Satisfaction,5,2025-09-23
S00723,C03827,Customer,Net Promoter Score,1,2024-12-11
S00724,E00328,Customer,Satisfaction,2,2024-07-23
S00725,C04871,Employee,Net Promoter Score,3,2024-10-15
S00726,C00437,Employee,Net Promoter Score,3,2023-11-03
S00727,E00459,Employee,Net Promoter Score,4,2024-12-06
S00728,E00243,Employee,Support,5,2025-09-12
S00729,E00316,Customer,Net Promoter Score,4,2025-08-22
S00730,C01104,Employee,Satisfaction,5,2024-03-17
S00731,E00384,Employee,Support,5,2025-08-27
S00732,E00122,Employee,Support,4,2024-04-07
S00733,E00274,Customer,Experience,1,2024-03-01
S00734,E00015,Employee,Support,2,2025-06-14
S00735,C00091,Employee,Support,4,2025-03-15
S00736,E00357,Customer,Satisfaction,4,2024-12-18
S00737,C04966,Employee,Net Promoter Score,3,2025-05-16
S00738,E00353,Employee,Net Promoter Score,5,2025-05-02
S00739,E00203,Employee,Satisfaction,4,2024-09-28
S00740,E00366,Customer,Support,2,2024-03-03
S00741,C00660,Customer,Experience,2,2025-05-26
S00742,C01016,Employee,Net Promoter Score,2,2024-01-25
S00743,C00939,Customer,Experience,4,2023-12-14
S00744,E00325,Customer,Net Promoter Score,3,2024-01-03
S00745,E00045,Customer,Experience,5,2024-06-26
S00746,C03535,Customer,Satisfaction,2,2025-01-21
S00747,C03861,Customer,Satisfaction,1,2025-06-22
S00748,C04457,Customer,Satisfaction,4,2024-09-16
S00749,C00987,Employee,Experience,2,2024-10-26
S00750,C03410,Customer,Satisfaction,2,2025-04-08
S00751,E00074,Employee,Net Promoter Score,3,2025-04-25
S00752,C04527,Customer,Satisfaction,1,2024-10-24
S00753,C04709,Employee,Net Promoter Score,2,2025-02-19
S00754,C01080,Employee,Support,4,2024-06-28
S00755,E00072,Employee,Experience,1,2025-01-02
S00756,C02794,Customer,Support,2,2025-06-01
S00757,E00237,Employee,Net Promoter Score,2,2024-04-07
S00758,E00455,Employee,Support,2,2025-05-28
S00759,E00281,Employee,Experience,2,2024-04-08
S00760,E00101,Customer,Net Promoter Score,5,2024-12-02
S00761,E00401,Customer,Net Promoter Score,5,2024-06-21
S00762,C01451,Employee,Experience,5,2025-09-18
S00763,C03525,Employee,Net Promoter Score,3,2024-09-17
S00764,C00768,Customer,Support,4,2024-09-21
S00765,E00052,Customer,Net Promoter Score,4,2025-07-29
S00766,C00068,Customer,Experience,1,2024-08-23
S00767,E00366,Employee,Support,4,2024-07-25
S00768,E00080,Customer,Net Promoter Score,1,2025-08-12
S00769,C04283,Employee,Satisfaction,1,2024-02-06
S00770,C03818,Employee,Net Promoter Score,3,2024-10-29
S00771,C00070,Customer,Satisfaction,1,2025-09-28
S00772,C00101,Employee,Net Promoter Score,5,2024-01-21
S00773,C02853,Customer,Satisfaction,4,2024-04-11
S00774,E00378,Customer,Satisfaction,4,2023-10-31
S00775,C02959,Employee,Support,1,2024-01-03
S00776,C01263,Customer,Satisfaction,1,2024-09-24
S00777,C02876,Employee,Net Promoter Score,3,2025-07-12
S00778,E00319,Customer,Support,5,2025-05-15
S00779,E00063,Employee,Net Promoter Score,1,2025-07-09
S00780,E00034,Customer,Experience,3,2025-09-20
S00781,C03499,Customer,Support,3,2024-10-21
S00782,E00395,Customer,Support,3,2024-01-11
S00783,C01630,Employee,Satisfaction,5,2024-05-28
S00784,E00366,Employee,Experience,3,2023-10-25
S00785,E00199,Employee,Satisfaction,3,2024-01-10
S00786,E00056,Customer,Support,3,2024-05-14
S00787,E00016,Customer,Experience,4,2025-07-23
S00788,C00132,Customer,Support,5,2023-12-04
S00789,E00443,Customer,Support,4,2024-07-30
S00790,E00098,Employee,Support,5,2023-11-20
S00791,C04369,Customer,Net Promoter Score,2,2024-02-27
S00792,C03004,Employee,Support,3,2024-09-06
S00793,C04528,Employee,Satisfaction,1,2024-08-23
S00794,C01117,Customer,Experience,3,2025-01-01
S00795,C01532,Employee,Satisfaction,4,2024-07-22
S00796,C02087,Customer,Net Promoter Score,2,2024-10-06
S00797,C03371,Customer,Satisfaction,5,2023-12-31
S00798,C01353,Customer,Satisfaction,1,2024-04-16
S00799,E00356,Customer,Experience,3,2025-03-14
S00800,C02552,Employee,Satisfaction,5,2024-06-09
S00801,E00422,Customer,Experience,4,2024-07-20
S00802,C00739,Employee,Experience,2,2025-07-18
S00803,E00437,Customer,Experience,4,2024-04-09
S00804,C00819,Customer,Satisfaction,5,2024-01-23
S00805,E00206,Employee,Satisfaction,1,2025-02-23
S00806,E00242,Customer,Experience,3,2024-07-31
S00807,C04602,Customer,Experience,4,2025-03-05
S00808,C04170,Employee,Experience,1,2025-01-18
S00809,E00062,Employee,Net Promoter Score,1,2023-11-06
S00810,C00187,Employee,Net Promoter Score,1,2025-04-10
S00811,C02407,Employee,Experience,5,2025-01-02
S00812,C01486,Employee,Experience,4,2025-04-24
S00813,C00320,Customer,Net Promoter Score,4,2025-05-27
S00814,E00331,Employee,Satisfaction,5,2024-12-24
S00815,E00094,Employee,Satisfaction,1,2024-06-04
S00816,E00487,Customer,Net Promoter Score,4,2025-09-14
S00817,C01615,Employee,Support,2,2025-02-04
S00818,C03902,Employee,Experience,1,2024-09-03
S00819,E00059,Customer,Support,5,2024-03-26
S00820,C04749,Employee,Support,2,2025-03-11
S00821,C02691,Employee,Net Promoter Score,3,2025-09-09
S00822,E00299,Employee,Experience,5,2024-08-03
S00823,C04442,Employee,Satisfaction,5,2024-04-21
S00824,E00201,Customer,Experience,1,2024-08-04
S00825,C03558,Employee,Support,2,2023-11-20
S00826,E00103,Employee,Experience,5,2025-01-02
S00827,C00799,Employee,Net Promoter Score,1,2025-08-22
S00828,C02684,Customer,Support,4,2024-04-29
S00829,C01017,Customer,Support,1,2025-01-31
S00830,E00121,Customer,Net Promoter Score,5,2024-09-25
S00831,C04119,Customer,Support,5,2024-02-11
S00832,E00055,Customer,Net Promoter Score,5,2024-07-08
S00833,C02853,Customer,Support,5,2025-04-29
S00834,E00441,Customer,Satisfaction,2,2024-10-30
S00835,C02621,Customer,Experience,3,2025-06-05
S00836,E00305,Employee,Support,1,2025-05-21
S00837,E00296,Employee,Support,3,2025-04-19
S00838,C00480,Customer,Net Promoter Score,2,2025-07-08
S00839,E00409,Customer,Satisfaction,1,2025-06-18
S00840,C02049,Customer,Support,1,2025-01-09
S00841,C02259,Employee,Net Promoter Score,1,2025-07-02
S00842,C01158,Customer,Support,1,2024-07-23
S00843,E00179,Customer,Satisfaction,1,2025-09-26
S00844,E00071,Customer,Experience,2,2024-10-21
S00845,C01379,Customer,Net Promoter Score,1,2025-07-16
S00846,E00013,Employee,Net Promoter Score,3,2024-09-25
S00847,E00067,Employee,Satisfaction,1,2024-06-29
S00848,E00300,Employee,Satisfaction,3,2024-04-30
S00849,C03736,Employee,Support,2,2025-01-17
S00850,E00174,Customer,Net Promoter Score,5,2024-02-04
S00851,C04955,Employee,Support,5,2024-10-28
S00852,E00264,Employee,Net Promoter Score,3,2024-02-19
S00853,C01659,Customer,Experience,1,2023-10-23
S00854,C00606,Customer,Experience,3,2025-01-31
S00855,E00402,Customer,Net Promoter Score,5,2025-06-03
S00856,E00026,Customer,Support,2,2025-08-02
S00857,C02109,Customer,Support,5,2024-06-19
S00858,E00361,Employee,Experience,5,2025-09-12
S00859,C00186,Employee,Net Promoter Score,4,2024-05-09
S00860,E00094,Customer,Net Promoter Score,3,2024-01-31
S00861,E00060,Customer,Net Promoter Score,1,2024-05-05
S00862,E00102,Customer,Experience,5,2024-07-02
S00863,E00101,Employee,Experience,1,2024-01-29
S00864,E00031,Customer,Experience,5,2025-08-19
S00865,E00324,Employee,Net Promoter Score,3,2024-09-05
S00866,E00030,Customer,Satisfaction,5,2024-08-15
S00867,C04601,Customer,Satisfaction,4,2024-04-09
S00868,E00372,Customer,Net Promoter Score,3,2023-12-16
S00869,E00202,Employee,Net Promoter Score,1,2023-12-19
S00870,E00315,Employee,Satisfaction,4,2023-12-02
S00871,E00151,Employee,Net Promoter Score,2,2025-02-05
S00872,E00486,Customer,Support,2,2024-04-18
S00873,E00141,Customer,Satisfaction,4,2025-04-01
S00874,E00197,Customer,Support,2,2023-12-06
S00875,C03495,Customer,Net Promoter Score,4,2024-04-23
S00876,E00452,Employee,Net Promoter Score,5,2025-10-02
S00877,E00387,Employee,Satisfaction,1,2024-11-01
S00878,C01316,Customer,Support,4,2024-09-13
S00879,E00259,Employee,Support,3,2024-05-26
S00880,C02190,Employee,Support,5,2024-01-23
S00881,E00130,Customer,Experience,1,2023-11-08
S00882,E00018,Customer,Experience,3,2024-08-05
S00883,E00410,Employee,Net Promoter Score,1,2024-07-06
S00884,C04839,Customer,Net Promoter Score,2,2024-08-23
S00885,C01230,Employee,Support,1,2025-06-12
S00886,E00239,Employee,Support,3,2024-07-22
S00887,E00202,Customer,Support,3,2025-03-19
S00888,C02354,Employee,Satisfaction,5,2024-05-16
S00889,C03385,Employee,Experience,4,2025-01-18
S00890,E00244,Customer,Satisfaction,3,2024-08-09
S00891,C04521,Customer,Net Promoter Score,1,2024-04-04
S00892,E00391,Employee,Experience,1,2023-10-20
S00893,C01083,Employee,Satisfaction,4,2025-05-19
S00894,E00134,Employee,Support,5,2025-06-04
S00895,E00268,Customer,Experience,2,2024-05-02
S00896,E00437,Employee,Net Promoter Score,3,2023-12-21
S00897,C03730,Customer,Support,5,2023-11-30
S00898,E00339,Customer,Net Promoter Score,5,2024-05-25
S00899,C00138,Customer,Satisfaction,3,2024-10-09
S00900,C03799,Customer,Satisfaction,2,2024-01-22
S00901,C00068,Employee,Net Promoter Score,2,2025-07-19
S00902,E00218,Employee,Net Promoter Score,4,2023-12-06
S00903,E00249,Customer,Experience,2,2024-06-28
S00904,E00033,Customer,Support,3,2024-02-21
S00905,E00290,Customer,Support,2,2024-05-18
S00906,C04831,Employee,Net Promoter Score,4,2024-10-04
S00907,E00186,Customer,Support,5,2025-06-21
S00908,C00575,Employee,Satisfaction,5,2024-02-17
S00909,E00445,Customer,Satisfaction,1,2025-09-19
S00910,C02988,Customer,Experience,4,2024-08-12
S00911,E00196,Employee,Net Promoter Score,2,2024-03-09
S00912,C02016,Customer,Satisfaction,1,2024-04-01
S00913,C00739,Employee,Support,1,2023-12-30
S00914,C01429,Employee,Net Promoter Score,4,2025-05-03
S00915,E00185,Employee,Net Promoter Score,1,2025-02-17
S00916,E00134,Employee,Experience,1,2024-09-21
S00917,E00300,Employee,Experience,5,2024-06-27
S00918,C02628,Customer,Experience,4,2024-02-20
