redemption_id,customer_id,reward_type,date
RW0600,C00165,Data Voucher,2020-12-29
RW0601,C00347,Data Voucher,2024-03-12
RW0602,C00184,Discount Coupon,2021-03-02
RW0603,C00027,Data Voucher,2021-07-03
RW0604,C00199,Discount Coupon,2024-01-04
RW0605,C00361,Data Voucher,2022-12-07
RW0606,C00250,Event Ticket,2020-09-16
RW0607,C00475,Event Ticket,2023-07-28
RW0608,C00378,Discount Coupon,2021-02-28
RW0609,C00217,Data Voucher,2022-04-13
RW0610,C00143,Event Ticket,2023-12-01
RW0611,C00104,Data Voucher,2020-11-27
RW0612,C00402,Discount Coupon,2023-04-08
RW0613,C00298,Discount Coupon,2021-11-11
RW0614,C00478,Event Ticket,2025-05-27
RW0615,C00466,Discount Coupon,2021-07-04
RW0616,C00131,Event Ticket,2024-09-26
RW0617,C00127,Event Ticket,2024-04-04
RW0618,C00300,Data Voucher,2020-04-12
RW0619,C00252,Event Ticket,2021-09-13
RW0620,C00078,Discount Coupon,2023-03-16
RW0621,C00371,Data Voucher,2022-07-27
RW0622,C00305,Discount Coupon,2022-06-08
RW0623,C00214,Discount Coupon,2023-01-31
RW0624,C00372,Discount Coupon,2022-06-12
RW0625,C00331,Event Ticket,2021-12-22
RW0626,C00004,Data Voucher,2024-10-03
RW0627,C00263,Event Ticket,2024-03-07
RW0628,C00102,Discount Coupon,2024-02-05
RW0629,C00498,Event Ticket,2022-10-22
RW0630,C00431,Event Ticket,2024-09-26
RW0631,C00359,Event Ticket,2020-11-13
RW0632,C00429,Discount Coupon,2020-06-28
RW0633,C00422,Discount Coupon,2023-01-23
RW0634,C00327,Event Ticket,2020-08-27
RW0635,C00265,Event Ticket,2021-11-23
RW0636,C00443,Event Ticket,2023-05-23
RW0637,C00200,Event Ticket,2020-07-24
RW0638,C00253,Data Voucher,2022-12-08
RW0639,C00117,Discount Coupon,2022-08-29
RW0640,C00252,Data Voucher,2020-09-23
RW0641,C00001,Event Ticket,2020-12-21
RW0642,C00051,Discount Coupon,2023-01-01
RW0643,C00401,Event Ticket,2023-09-01
RW0644,C00119,Discount Coupon,2022-09-04
RW0645,C00167,Event Ticket,2021-12-18
RW0646,C00114,Event Ticket,2020-06-20
RW0647,C00175,Event Ticket,2023-08-24
RW0648,C00285,Discount Coupon,2025-02-12
RW0649,C00497,Event Ticket,2021-01-06
RW0650,C00438,Event Ticket,2025-05-01
RW0651,C00459,Discount Coupon,2020-02-29
RW0652,C00170,Event Ticket,2022-09-17
RW0653,C00468,Event Ticket,2021-12-10
RW0654,C00354,Discount Coupon,2022-12-10
RW0655,C00169,Event Ticket,2023-01-26
RW0656,C00441,Discount Coupon,2025-02-06
RW0657,C00220,Discount Coupon,2020-04-20
RW0658,C00418,Data Voucher,2023-02-25
RW0659,C00073,Discount Coupon,2022-03-11
RW0660,C00265,Event Ticket,2022-12-13
RW0661,C00344,Event Ticket,2024-01-02
RW0662,C00391,Discount Coupon,2021-07-10
RW0663,C00426,Event Ticket,2020-10-29
RW0664,C00182,Event Ticket,2025-07-08
RW0665,C00277,Event Ticket,2021-01-11
RW0666,C00311,Event Ticket,2021-05-14
RW0667,C00264,Data Voucher,2023-05-12
RW0668,C00348,Event Ticket,2024-02-17
RW0669,C00327,Discount Coupon,2022-12-27
RW0670,C00467,Data Voucher,2025-02-02
RW0671,C00188,Discount Coupon,2022-07-09
RW0672,C00144,Data Voucher,2021-07-24
RW0673,C00189,Event Ticket,2023-10-18
RW0674,C00056,Discount Coupon,2022-08-31
RW0675,C00489,Event Ticket,2021-01-11
RW0676,C00278,Event Ticket,2021-01-12
RW0677,C00163,Discount Coupon,2022-03-27
RW0678,C00243,Data Voucher,2024-04-05
RW0679,C00303,Data Voucher,2021-07-01
RW0680,C00121,Discount Coupon,2023-04-04
RW0681,C00447,Discount Coupon,2020-10-14
RW0682,C00466,Discount Coupon,2020-09-14
RW0683,C00265,Data Voucher,2023-12-13
RW0684,C00446,Event Ticket,2021-11-06
RW0685,C00058,Discount Coupon,2022-02-18
RW0686,C00112,Discount Coupon,2024-01-04
RW0687,C00235,Data Voucher,2021-02-24
RW0688,C00075,Discount Coupon,2025-04-13
RW0689,C00333,Discount Coupon,2020-03-13
RW0690,C00192,Data Voucher,2022-11-12
RW0691,C00018,Discount Coupon,2021-04-01
RW0692,C00255,Event Ticket,2020-11-28
RW0693,C00392,Discount Coupon,2022-01-07
RW0694,C00372,Discount Coupon,2020-06-19
RW0695,C00032,Event Ticket,2025-04-24
RW0696,C00308,Data Voucher,2024-03-09
RW0697,C00154,Discount Coupon,2020-07-01
RW0698,C00300,Data Voucher,2025-09-22
RW0699,C00023,Discount Coupon,2024-08-24
RW0700,C00470,Discount Coupon,2022-06-11
RW0701,C00180,Data Voucher,2022-02-15
RW0702,C00405,Data Voucher,2021-12-26
RW0703,C00351,Data Voucher,2023-09-28
RW0704,C00356,Event Ticket,2021-08-09
RW0705,C00037,Data Voucher,2020-03-15
RW0706,C00107,Event Ticket,2021-12-13
RW0707,C00383,Data Voucher,2024-01-16
RW0708,C00405,Event Ticket,2023-02-10
RW0709,C00207,Data Voucher,2024-11-12
RW0710,C00077,Discount Coupon,2021-07-01
RW0711,C00362,Event Ticket,2025-01-26
RW0712,C00050,Event Ticket,2020-08-23
RW0713,C00238,Event Ticket,2024-10-30
RW0714,C00432,Discount Coupon,2024-11-01
RW0715,C00254,Data Voucher,2022-03-26
RW0716,C00200,Event Ticket,2023-08-28
RW0717,C00328,Discount Coupon,2021-05-04
RW0718,C00182,Event Ticket,2020-02-08
RW0719,C00111,Event Ticket,2020-05-31
RW0720,C00287,Data Voucher,2024-05-28
RW0721,C00442,Event Ticket,2023-10-09
RW0722,C00203,Data Voucher,2020-02-17
RW0723,C00122,Event Ticket,2023-08-08
RW0724,C00403,Data Voucher,2024-08-21
RW0725,C00225,Discount Coupon,2020-10-10
RW0726,C00460,Data Voucher,2020-01-25
RW0727,C00227,Data Voucher,2020-03-08
RW0728,C00028,Data Voucher,2022-06-06
RW0729,C00437,Data Voucher,2023-01-04
RW0730,C00069,Data Voucher,2020-12-07
RW0731,C00227,Discount Coupon,2021-01-16
RW0732,C00137,Data Voucher,2023-07-12
RW0733,C00313,Data Voucher,2020-06-27
RW0734,C00181,Data Voucher,2021-10-14
RW0735,C00432,Discount Coupon,2021-06-28
RW0736,C00437,Event Ticket,2021-10-17
RW0737,C00235,Data Voucher,2020-12-10
RW0738,C00042,Discount Coupon,2023-09-11
RW0739,C00373,Event Ticket,2021-04-27
RW0740,C00030,Event Ticket,2025-02-07
RW0741,C00207,Event Ticket,2022-02-19
RW0742,C00019,Event Ticket,2025-01-16
RW0743,C00132,Discount Coupon,2023-08-14
RW0744,C00013,Discount Coupon,2024-01-09
RW0745,C00035,Discount Coupon,2025-03-09
RW0746,C00087,Data Voucher,2024-08-04
RW0747,C00433,Data Voucher,2024-02-16
RW0748,C00364,Data Voucher,2023-05-22
RW0749,C00267,Data Voucher,2020-03-28
RW0750,C00383,Event Ticket,2022-10-06
RW0751,C00025,Data Voucher,2020-06-10
RW0752,C00485,Discount Coupon,2024-11-06
RW0753,C00170,Discount Coupon,2024-12-11
RW0754,C00195,Data Voucher,2024-02-08
RW0755,C00297,Event Ticket,2025-02-21
RW0756,C00290,Discount Coupon,2023-07-18
RW0757,C00018,Data Voucher,2022-07-05
RW0758,C00141,Event Ticket,2023-03-11
RW0759,C00450,Event Ticket,2023-11-01
RW0760,C00474,Event Ticket,2024-12-01
RW0761,C00099,Data Voucher,2025-04-21
RW0762,C00244,Discount Coupon,2023-01-14
RW0763,C00231,Event Ticket,2022-02-13
RW0764,C00182,Data Voucher,2024-06-08
RW0765,C00391,Event Ticket,2022-10-07
RW0766,C00317,Data Voucher,2021-03-03
RW0767,C00020,Discount Coupon,2022-09-15
RW0768,C00366,Data Voucher,2024-08-16
RW0769,C00006,Discount Coupon,2024-08-31
RW0770,C00188,Data Voucher,2022-03-07
RW0771,C00311,Discount Coupon,2025-02-19
RW0772,C00012,Event Ticket,2022-03-24
RW0773,C00485,Event Ticket,2024-06-19
RW0774,C00056,Event Ticket,2025-04-13
RW0775,C00321,Data Voucher,2025-02-24
RW0776,C00265,Data Voucher,2022-07-11
RW0777,C00209,Data Voucher,2021-10-16
RW0778,C00371,Data Voucher,2020-10-09
RW0779,C00401,Event Ticket,2022-09-01
RW0780,C00168,Data Voucher,2022-03-05
RW0781,C00002,Data Voucher,2025-09-08
RW0782,C00017,Data Voucher,2023-12-05
RW0783,C00158,Discount Coupon,2023-11-07
RW0784,C00341,Data Voucher,2022-11-01
RW0785,C00263,Discount Coupon,2020-01-17
RW0786,C00415,Discount Coupon,2021-06-16
RW0787,C00141,Data Voucher,2021-10-10
RW0788,C00004,Discount Coupon,2023-07-02
RW0789,C00461,Data Voucher,2022-07-28
RW0790,C00091,Discount Coupon,2022-05-24
RW0791,C00049,Data Voucher,2024-07-22
RW0792,C00463,Discount Coupon,2023-04-29
RW0793,C00070,Data Voucher,2025-03-14
RW0794,C00253,Discount Coupon,2021-10-11
RW0795,C00253,Data Voucher,2020-11-08
RW0796,C00010,Event Ticket,2024-03-31
RW0797,C00046,Event Ticket,2021-06-12
RW0798,C00292,Discount Coupon,2020-05-13
RW0799,C00433,Discount Coupon,2023-04-16
RW0800,C00403,Event Ticket,2023-12-05
RW0801,C00455,Event Ticket,2024-06-17
RW0802,C00031,Event Ticket,2023-11-29
RW0803,C00072,Data Voucher,2021-11-15
RW0804,C00068,Discount Coupon,2020-12-02
RW0805,C00243,Discount Coupon,2020-01-19
RW0806,C00463,Data Voucher,2021-03-05
RW0807,C00279,Discount Coupon,2025-02-16
RW0808,C00076,Data Voucher,2025-03-12
RW0809,C00154,Discount Coupon,2021-09-19
RW0810,C00200,Event Ticket,2024-10-02
RW0811,C00064,Data Voucher,2025-09-23
RW0812,C00477,Data Voucher,2023-04-29
RW0813,C00493,Data Voucher,2024-07-07
RW0814,C00305,Discount Coupon,2021-09-13
RW0815,C00177,Discount Coupon,2023-08-13
RW0816,C00067,Event Ticket,2022-05-14
RW0817,C00285,Discount Coupon,2020-07-10
RW0818,C00242,Event Ticket,2024-12-15
RW0819,C00204,Event Ticket,2022-06-17
RW0820,C00332,Data Voucher,2021-01-26
RW0821,C00434,Discount Coupon,2024-07-11
RW0822,C00062,Event Ticket,2024-06-13
RW0823,C00104,Discount Coupon,2025-09-24
RW0824,C00177,Data Voucher,2020-03-12
RW0825,C00050,Event Ticket,2025-07-03
RW0826,C00125,Event Ticket,2023-03-14
RW0827,C00370,Event Ticket,2024-02-22
RW0828,C00083,Discount Coupon,2020-04-26
RW0829,C00360,Data Voucher,2020-10-29
RW0830,C00396,Discount Coupon,2022-05-12
RW0831,C00475,Event Ticket,2022-01-28
RW0832,C00082,Data Voucher,2022-11-14
RW0833,C00053,Event Ticket,2021-02-21
RW0834,C00482,Event Ticket,2020-10-22
RW0835,C00473,Event Ticket,2025-06-19
RW0836,C00352,Event Ticket,2022-06-25
RW0837,C00296,Discount Coupon,2024-01-04
RW0838,C00396,Discount Coupon,2022-04-08
RW0839,C00399,Discount Coupon,2022-07-28
RW0840,C00055,Discount Coupon,2020-09-17
RW0841,C00142,Data Voucher,2020-07-28
RW0842,C00375,Event Ticket,2022-02-10
RW0843,C00372,Data Voucher,2022-03-05
RW0844,C00465,Event Ticket,2024-09-26
RW0845,C00090,Discount Coupon,2024-01-24
RW0846,C00426,Event Ticket,2023-09-01
RW0847,C00052,Event Ticket,2024-11-24
RW0848,C00331,Data Voucher,2025-01-19
RW0849,C00077,Event Ticket,2020-10-28
RW0850,C00327,Discount Coupon,2020-09-07
RW0851,C00352,Event Ticket,2024-08-15
RW0852,C00142,Event Ticket,2023-01-26
RW0853,C00384,Event Ticket,2020-12-05
RW0854,C00497,Discount Coupon,2021-10-07
RW0855,C00159,Discount Coupon,2021-12-18
RW0856,C00128,Data Voucher,2025-07-13
RW0857,C00190,Event Ticket,2025-04-15
RW0858,C00251,Event Ticket,2023-02-22
RW0859,C00421,Data Voucher,2024-11-15
RW0860,C00415,Event Ticket,2020-09-18
RW0861,C00464,Discount Coupon,2024-10-10
RW0862,C00425,Data Voucher,2022-08-20
RW0863,C00109,Data Voucher,2024-10-31
RW0864,C00036,Data Voucher,2020-12-20
RW0865,C00006,Event Ticket,2021-03-30
RW0866,C00080,Data Voucher,2025-06-03
RW0867,C00258,Data Voucher,2023-09-01
RW0868,C00467,Event Ticket,2024-06-03
RW0869,C00043,Data Voucher,2025-01-26
RW0870,C00347,Data Voucher,2020-06-27
RW0871,C00155,Event Ticket,2023-12-25
RW0872,C00353,Data Voucher,2020-06-02
RW0873,C00247,Event Ticket,2025-02-02
RW0874,C00214,Event Ticket,2021-11-25
RW0875,C00333,Discount Coupon,2024-06-08
RW0876,C00324,Data Voucher,2021-05-26
RW0877,C00430,Event Ticket,2025-09-01
RW0878,C00199,Data Voucher,2024-05-15
RW0879,C00096,Event Ticket,2023-05-22
RW0880,C00346,Discount Coupon,2025-07-01
RW0881,C00090,Discount Coupon,2020-07-03
RW0882,C00222,Event Ticket,2021-08-21
RW0883,C00097,Event Ticket,2023-08-08
RW0884,C00224,Discount Coupon,2020-11-12
RW0885,C00162,Data Voucher,2021-12-19
RW0886,C00448,Event Ticket,2024-12-09
RW0887,C00002,Discount Coupon,2022-09-08
RW0888,C00337,Discount Coupon,2025-03-10
RW0889,C00065,Data Voucher,2023-01-08
RW0890,C00379,Event Ticket,2021-05-08
RW0891,C00301,Event Ticket,2025-01-13
RW0892,C00145,Discount Coupon,2020-05-31
RW0893,C00030,Event Ticket,2021-08-20
RW0894,C00285,Event Ticket,2021-11-05
RW0895,C00362,Data Voucher,2022-09-10
RW0896,C00225,Discount Coupon,2025-04-29
RW0897,C00427,Discount Coupon,2023-04-14
RW0898,C00349,Event Ticket,2023-08-09
RW0899,C00271,Data Voucher,2025-06-01
RW0900,C00253,Discount Coupon,2022-10-28
RW0901,C00313,Data Voucher,2025-09-13
RW0902,C00392,Discount Coupon,2024-10-08
RW0903,C00482,Data Voucher,2021-07-13
RW0904,C00264,Event Ticket,2024-01-26
RW0905,C00412,Event Ticket,2020-08-07
RW0906,C00112,Event Ticket,2024-02-12
RW0907,C00049,Data Voucher,2024-01-29
RW0908,C00090,Discount Coupon,2025-02-04
RW0909,C00137,Event Ticket,2021-03-28
RW0910,C00266,Event Ticket,2021-06-06
RW0911,C00469,Discount Coupon,2023-10-21
RW0912,C00084,Discount Coupon,2020-06-21
RW0913,C00061,Event Ticket,2021-05-29
RW0914,C00033,Data Voucher,2025-08-07
RW0915,C00419,Event Ticket,2025-07-02
RW0916,C00347,Data Voucher,2021-10-06
RW0917,C00102,Event Ticket,2022-08-24
RW0918,C00171,Data Voucher,2022-07-11
RW0919,C00059,Discount Coupon,2023-05-29
RW0920,C00351,Event Ticket,2021-10-05
RW0921,C00324,Discount Coupon,2021-01-29
RW0922,C00156,Event Ticket,2025-03-12
RW0923,C00220,Data Voucher,2022-05-25
RW0924,C00026,Event Ticket,2025-01-07
RW0925,C00076,Discount Coupon,2021-04-11
RW0926,C00390,Discount Coupon,2023-07-31
RW0927,C00243,Discount Coupon,2023-12-26
RW0928,C00243,Discount Coupon,2023-08-11
RW0929,C00442,Discount Coupon,2023-03-21
RW0930,C00362,Discount Coupon,2021-10-11
RW0931,C00196,Discount Coupon,2022-02-17
RW0932,C00151,Discount Coupon,2022-06-17
RW0933,C00157,Data Voucher,2020-12-30
RW0934,C00136,Event Ticket,2024-12-06
RW0935,C00078,Data Voucher,2021-11-15
RW0936,C00107,Data Voucher,2023-05-12
RW0937,C00076,Discount Coupon,2021-08-23
RW0938,C00274,Data Voucher,2024-01-30
RW0939,C00130,Data Voucher,2024-06-14
RW0940,C00045,Discount Coupon,2024-07-22
RW0941,C00348,Data Voucher,2025-07-27
RW0942,C00305,Event Ticket,2023-09-27
RW0943,C00313,Discount Coupon,2021-10-07
RW0944,C00500,Data Voucher,2022-04-05
RW0945,C00425,Discount Coupon,2023-07-21
RW0946,C00251,Data Voucher,2021-01-08
RW0947,C00156,Discount Coupon,2021-02-22
RW0948,C00260,Event Ticket,2023-07-08
RW0949,C00199,Discount Coupon,2020-04-02
RW0950,C00258,Data Voucher,2024-09-21
RW0951,C00011,Event Ticket,2025-09-07
RW0952,C00009,Discount Coupon,2023-11-10
RW0953,C00409,Event Ticket,2021-01-29
RW0954,C00064,Discount Coupon,2020-08-11
RW0955,C00391,Event Ticket,2021-10-30
RW0956,C00023,Event Ticket,2021-04-19
RW0957,C00007,Discount Coupon,2022-03-11
RW0958,C00430,Event Ticket,2023-10-21
RW0959,C00450,Event Ticket,2021-12-27
RW0960,C00138,Discount Coupon,2024-02-13
RW0961,C00489,Data Voucher,2024-06-02
RW0962,C00217,Discount Coupon,2025-06-23
RW0963,C00093,Event Ticket,2022-05-21
RW0964,C00119,Event Ticket,2020-03-01
RW0965,C00042,Discount Coupon,2021-11-09
RW0966,C00104,Data Voucher,2023-04-19
RW0967,C00280,Discount Coupon,2022-07-01
RW0968,C00290,Event Ticket,2020-06-11
RW0969,C00372,Data Voucher,2023-06-16
RW0970,C00423,Discount Coupon,2023-05-08
RW0971,C00003,Data Voucher,2020-06-18
RW0972,C00406,Event Ticket,2022-04-14
RW0973,C00117,Discount Coupon,2024-08-22
RW0974,C00123,Discount Coupon,2024-08-05
RW0975,C00475,Event Ticket,2021-06-07
RW0976,C00208,Data Voucher,2024-01-04
RW0977,C00140,Data Voucher,2023-10-31
RW0978,C00388,Data Voucher,2021-05-08
RW0979,C00487,Data Voucher,2022-08-12
RW0980,C00255,Discount Coupon,2024-08-02
RW0981,C00201,Data Voucher,2020-02-02
RW0982,C00152,Discount Coupon,2020-09-13
RW0983,C00116,Discount Coupon,2023-04-08
RW0984,C00127,Event Ticket,2020-07-10
RW0985,C00192,Event Ticket,2023-04-06
RW0986,C00117,Event Ticket,2020-04-29
RW0987,C00246,Data Voucher,2020-09-08
RW0988,C00272,Discount Coupon,2020-05-22
RW0989,C00211,Discount Coupon,2022-03-06
RW0990,C00392,Discount Coupon,2021-02-14
RW0991,C00282,Discount Coupon,2021-04-07
RW0992,C00365,Discount Coupon,2021-06-24
RW0993,C00399,Data Voucher,2022-07-08
RW0994,C00217,Discount Coupon,2023-01-20
RW0995,C00238,Data Voucher,2021-01-27
RW0996,C00004,Discount Coupon,2020-08-09
RW0997,C00476,Event Ticket,2020-07-13
RW0998,C00379,Discount Coupon,2023-01-12
RW0999,C00402,Data Voucher,2020-08-22
RW1000,C00205,Discount Coupon,2021-10-13
RW1001,C00464,Event Ticket,2022-01-17
RW1002,C00356,Discount Coupon,2020-07-29
RW1003,C00376,Data Voucher,2022-02-04
RW1004,C00398,Discount Coupon,2023-03-27
RW1005,C00468,Data Voucher,2020-03-28
RW1006,C00007,Event Ticket,2024-10-14
RW1007,C00139,Event Ticket,2022-12-29
RW1008,C00048,Discount Coupon,2024-04-03
RW1009,C00444,Event Ticket,2023-08-17
RW1010,C00198,Event Ticket,2022-01-21
RW1011,C00414,Data Voucher,2024-09-07
RW1012,C00232,Data Voucher,2022-06-04
RW1013,C00404,Data Voucher,2020-07-23
RW1014,C00010,Discount Coupon,2023-09-15
RW1015,C00161,Event Ticket,2025-01-08
RW1016,C00240,Data Voucher,2022-09-09
RW1017,C00303,Data Voucher,2020-01-24
RW1018,C00402,Event Ticket,2022-08-04
RW1019,C00434,Discount Coupon,2024-05-17
RW1020,C00141,Data Voucher,2023-08-10
RW1021,C00201,Discount Coupon,2022-05-20
RW1022,C00275,Event Ticket,2021-01-09
RW1023,C00090,Discount Coupon,2023-06-21
RW1024,C00121,Event Ticket,2024-12-17
RW1025,C00171,Data Voucher,2021-08-08
RW1026,C00058,Data Voucher,2022-05-21
RW1027,C00127,Discount Coupon,2022-02-22
RW1028,C00051,Event Ticket,2024-03-14
RW1029,C00121,Event Ticket,2022-10-31
RW1030,C00041,Event Ticket,2023-07-12
RW1031,C00352,Event Ticket,2022-12-28
RW1032,C00334,Event Ticket,2024-05-14
RW1033,C00279,Discount Coupon,2023-07-25
RW1034,C00451,Discount Coupon,2025-05-27
RW1035,C00049,Event Ticket,2023-02-04
RW1036,C00197,Discount Coupon,2025-02-18
RW1037,C00430,Discount Coupon,2023-11-10
RW1038,C00082,Discount Coupon,2024-08-30
RW1039,C00304,Discount Coupon,2025-09-22
RW1040,C00189,Event Ticket,2020-10-25
RW1041,C00003,Data Voucher,2021-08-11
RW1042,C00060,Discount Coupon,2024-03-17
RW1043,C00130,Data Voucher,2023-04-04
RW1044,C00225,Discount Coupon,2025-04-22
RW1045,C00237,Event Ticket,2022-01-28
RW1046,C00034,Data Voucher,2024-11-07
RW1047,C00357,Event Ticket,2021-06-08
RW1048,C00469,Discount Coupon,2025-07-20
RW1049,C00424,Data Voucher,2020-04-06
RW1050,C00444,Discount Coupon,2020-07-17
RW1051,C00259,Data Voucher,2025-05-20
RW1052,C00089,Discount Coupon,2022-11-07
RW1053,C00256,Event Ticket,2025-02-27
RW1054,C00424,Data Voucher,2025-04-05
RW1055,C00204,Data Voucher,2024-02-04
RW1056,C00416,Discount Coupon,2020-01-29
RW1057,C00096,Discount Coupon,2021-04-03
RW1058,C00031,Event Ticket,2023-10-13
RW1059,C00146,Event Ticket,2024-04-10
RW1060,C00142,Discount Coupon,2021-01-18
RW1061,C00365,Discount Coupon,2025-05-08
RW1062,C00334,Discount Coupon,2021-04-20
RW1063,C00065,Event Ticket,2020-04-23
RW1064,C00276,Event Ticket,2020-03-05
RW1065,C00026,Discount Coupon,2021-12-26
RW1066,C00039,Data Voucher,2023-11-10
RW1067,C00492,Event Ticket,2020-05-27
RW1068,C00225,Data Voucher,2020-07-20
RW1069,C00282,Discount Coupon,2023-05-31
RW1070,C00461,Data Voucher,2021-02-20
RW1071,C00337,Event Ticket,2022-08-17
RW1072,C00066,Discount Coupon,2022-06-09
RW1073,C00488,Discount Coupon,2024-11-22
RW1074,C00495,Event Ticket,2022-07-11
RW1075,C00334,Event Ticket,2024-11-21
RW1076,C00208,Discount Coupon,2023-12-02
RW1077,C00383,Discount Coupon,2023-07-06
RW1078,C00481,Data Voucher,2022-10-09
RW1079,C00382,Event Ticket,2020-03-23
RW1080,C00425,Data Voucher,2020-03-02
RW1081,C00158,Event Ticket,2022-02-20
RW1082,C00058,Discount Coupon,2023-12-30
RW1083,C00287,Data Voucher,2025-02-03
RW1084,C00153,Event Ticket,2023-04-13
RW1085,C00490,Discount Coupon,2022-04-15
RW1086,C00116,Discount Coupon,2021-12-17
RW1087,C00397,Data Voucher,2023-09-03
RW1088,C00079,Data Voucher,2021-04-04
RW1089,C00305,Discount Coupon,2021-03-01
RW1090,C00274,Event Ticket,2023-11-25
RW1091,C00194,Event Ticket,2023-07-24
RW1092,C00278,Data Voucher,2025-09-21
RW1093,C00134,Data Voucher,2022-06-10
RW1094,C00002,Data Voucher,2023-11-19
RW1095,C00199,Data Voucher,2024-02-03
RW1096,C00328,Data Voucher,2024-08-19
RW1097,C00428,Data Voucher,2024-02-29
RW1098,C00249,Data Voucher,2025-08-05
RW1099,C00340,Discount Coupon,2025-02-09
RW1100,C00458,Event Ticket,2022-08-15
RW1101,C00019,Discount Coupon,2021-07-31
RW1102,C00180,Event Ticket,2021-04-12
RW1103,C00053,Data Voucher,2020-05-15
RW1104,C00203,Discount Coupon,2024-02-18
RW1105,C00073,Event Ticket,2022-03-22
RW1106,C00249,Event Ticket,2025-01-13
RW1107,C00329,Event Ticket,2023-08-03
RW1108,C00320,Event Ticket,2022-09-26
RW1109,C00071,Discount Coupon,2021-12-04
RW1110,C00090,Event Ticket,2023-03-18
RW1111,C00268,Discount Coupon,2020-06-21
RW1112,C00269,Data Voucher,2022-06-06
RW1113,C00296,Event Ticket,2021-11-27
RW1114,C00391,Discount Coupon,2022-10-25
RW1115,C00490,Data Voucher,2024-06-24
RW1116,C00488,Event Ticket,2021-02-07
RW1117,C00439,Event Ticket,2021-12-29
RW1118,C00169,Discount Coupon,2024-08-31
RW1119,C00023,Event Ticket,2023-07-08
RW1120,C00276,Event Ticket,2023-06-02
RW1121,C00415,Discount Coupon,2024-10-19
RW1122,C00184,Event Ticket,2020-05-22
RW1123,C00077,Discount Coupon,2022-07-02
RW1124,C00300,Discount Coupon,2020-11-19
RW1125,C00432,Data Voucher,2024-06-06
RW1126,C00130,Data Voucher,2021-04-15
RW1127,C00380,Data Voucher,2022-03-28
RW1128,C00353,Event Ticket,2023-12-06
RW1129,C00305,Discount Coupon,2021-07-25
RW1130,C00380,Discount Coupon,2022-05-29
RW1131,C00490,Event Ticket,2020-03-16
RW1132,C00279,Data Voucher,2023-02-24
RW1133,C00185,Event Ticket,2024-10-13
RW1134,C00270,Event Ticket,2022-05-14
RW1135,C00125,Data Voucher,2023-07-14
RW1136,C00299,Event Ticket,2020-01-13
RW1137,C00256,Data Voucher,2021-02-04
RW1138,C00381,Data Voucher,2024-01-27
RW1139,C00450,Data Voucher,2020-08-29
RW1140,C00162,Discount Coupon,2023-05-20
RW1141,C00118,Event Ticket,2024-05-10
RW1142,C00426,Data Voucher,2023-06-06
RW1143,C00077,Discount Coupon,2024-03-11
RW1144,C00428,Discount Coupon,2021-10-18
RW1145,C00384,Discount Coupon,2023-11-30
RW1146,C00196,Discount Coupon,2024-11-30
RW1147,C00011,Data Voucher,2022-01-05
RW1148,C00441,Data Voucher,2024-03-25
RW1149,C00033,Data Voucher,2023-01-13
RW1150,C00027,Data Voucher,2022-11-03
RW1151,C00443,Discount Coupon,2024-01-11
RW1152,C00050,Data Voucher,2022-03-04
RW1153,C00265,Event Ticket,2020-09-02
RW1154,C00208,Data Voucher,2023-11-01
