campaign_id,type,target_audience,engagement_rate,date_sent
CM394,Email,"C039, C091, C031, C008, C016",0.26,2025-09-12
CM395,Push Notification,"C065, C044, C073, C069, C092",0.4,2025-09-12
CM396,SMS,"C028, C095, C059, C092, C016",0.35,2025-09-12
CM397,Email,"C076, C018, C003, C010, C069",0.19,2025-09-12
CM398,Push Notification,"C045, C062, C046, C085, C099",0.08,2025-09-12
CM399,Email,"C052, C048, C081, C081, C053",0.63,2025-09-12
CM400,Push Notification,"C081, C016, C045, C044, C026",0.41,2025-09-12
CM401,SMS,"C001, C036, C001, C002, C048",0.68,2025-09-12
CM402,Push Notification,"C095, C077, C067, C006, C040",0.23,2025-09-12
CM403,SMS,"C093, C089, C030, C094, C006",0.53,2025-09-12
CM404,Email,"C100, C047, C033, C092, C020",0.48,2025-09-12
CM405,SMS,"C054, C039, C098, C087, C052",0.48,2025-09-12
CM406,SMS,"C079, C090, C068, C080, C051",0.28,2025-09-12
CM407,SMS,"C032, C080, C016, C021, C069",0.08,2025-09-12
CM408,Push Notification,"C036, C078, C079, C095, C011",0.43,2025-09-12
CM409,Email,"C082, C018, C071, C003, C088",0.4,2025-09-12
CM410,SMS,"C028, C097, C006, C073, C038",0.62,2025-09-12
CM411,Email,"C058, C027, C062, C054, C008",0.1,2025-09-12
CM412,Push Notification,"C025, C051, C005, C034, C038",0.51,2025-09-12
CM413,Email,"C075, C034, C064, C092, C044",0.4,2025-09-12
CM414,SMS,"C054, C070, C042, C073, C045",0.58,2025-09-12
CM415,SMS,"C013, C058, C070, C074, C076",0.26,2025-09-12
CM416,Email,"C007, C100, C027, C014, C093",0.66,2025-09-12
CM417,SMS,"C029, C041, C036, C089, C074",0.19,2025-09-12
CM418,Push Notification,"C023, C079, C018, C036, C034",0.67,2025-09-12
CM419,Push Notification,"C022, C075, C063, C008, C037",0.22,2025-09-12
CM420,Email,"C092, C025, C033, C094, C037",0.22,2025-09-12
CM421,SMS,"C052, C092, C081, C075, C042",0.08,2025-09-12
CM422,SMS,"C059, C098, C085, C049, C099",0.62,2025-09-12
CM423,SMS,"C012, C068, C078, C030, C023",0.5,2025-09-12
CM424,Push Notification,"C046, C098, C020, C048, C001",0.32,2025-09-12
CM425,SMS,"C009, C073, C079, C070, C062",0.58,2025-09-12
CM426,Email,"C076, C083, C058, C026, C066",0.63,2025-09-12
CM427,Email,"C061, C069, C008, C073, C007",0.33,2025-09-12
CM428,Push Notification,"C075, C040, C016, C024, C072",0.5,2025-09-12
CM429,SMS,"C046, C094, C052, C087, C028",0.27,2025-09-12
CM430,Push Notification,"C037, C004, C089, C093, C021",0.27,2025-09-12
CM431,SMS,"C040, C003, C039, C010, C006",0.61,2025-09-12
CM432,SMS,"C002, C062, C092, C013, C028",0.17,2025-09-12
CM433,Email,"C022, C065, C075, C094, C015",0.19,2025-09-12
CM434,SMS,"C078, C084, C066, C002, C052",0.34,2025-09-12
CM435,Push Notification,"C074, C008, C059, C004, C086",0.31,2025-09-12
CM436,Push Notification,"C032, C040, C072, C098, C042",0.46,2025-09-12
CM437,SMS,"C025, C064, C081, C067, C002",0.15,2025-09-12
CM438,Email,"C009, C062, C050, C067, C073",0.12,2025-09-12
CM439,Email,"C038, C098, C047, C004, C005",0.32,2025-09-12
CM440,Email,"C083, C002, C090, C081, C030",0.05,2025-09-12
CM441,Push Notification,"C079, C090, C098, C059, C019",0.6,2025-09-12
CM442,Email,"C041, C099, C080, C017, C079",0.62,2025-09-12
CM443,SMS,"C048, C069, C046, C023, C036",0.34,2025-09-12
CM444,Email,"C011, C009, C067, C005, C097",0.45,2025-09-12
CM445,SMS,"C067, C006, C046, C022, C070",0.23,2025-09-12
CM446,SMS,"C043, C051, C072, C067, C098",0.07,2025-09-12
CM447,Email,"C084, C090, C037, C012, C027",0.11,2025-09-12
CM448,SMS,"C093, C026, C011, C049, C021",0.68,2025-09-12
CM449,Push Notification,"C051, C002, C048, C003, C009",0.37,2025-09-12
CM450,Push Notification,"C091, C007, C035, C055, C017",0.29,2025-09-12
CM451,SMS,"C025, C063, C097, C061, C043",0.27,2025-09-12
CM452,Email,"C073, C078, C084, C029, C066",0.16,2025-09-12
CM453,Email,"C076, C003, C014, C058, C008",0.35,2025-09-12
CM454,Email,"C013, C022, C014, C033, C039",0.62,2025-09-12
CM455,Push Notification,"C041, C062, C040, C001, C026",0.52,2025-09-12
CM456,SMS,"C081, C018, C094, C063, C032",0.63,2025-09-12
CM457,SMS,"C018, C100, C089, C002, C017",0.39,2025-09-12
CM458,Push Notification,"C088, C013, C095, C037, C053",0.41,2025-09-12
CM459,SMS,"C062, C084, C013, C045, C033",0.34,2025-09-12
CM460,Push Notification,"C051, C017, C093, C023, C079",0.23,2025-09-12
CM461,Push Notification,"C082, C017, C063, C065, C021",0.42,2025-09-12
CM462,SMS,"C002, C005, C057, C015, C086",0.3,2025-09-12
CM463,SMS,"C030, C027, C088, C035, C100",0.41,2025-09-12
CM464,Email,"C062, C071, C058, C047, C067",0.58,2025-09-12
CM465,SMS,"C065, C052, C008, C054, C087",0.41,2025-09-12
CM466,Push Notification,"C010, C006, C029, C044, C053",0.53,2025-09-12
CM467,SMS,"C075, C055, C073, C023, C045",0.13,2025-09-12
CM468,Push Notification,"C096, C044, C078, C009, C074",0.39,2025-09-12
CM469,Push Notification,"C040, C079, C001, C046, C086",0.47,2025-09-12
CM470,Push Notification,"C094, C034, C056, C084, C094",0.52,2025-09-12
CM471,Email,"C003, C049, C044, C055, C001",0.36,2025-09-12
CM472,Push Notification,"C002, C007, C084, C038, C060",0.23,2025-09-12
CM473,SMS,"C006, C039, C079, C086, C091",0.6,2025-09-12
CM474,SMS,"C009, C023, C011, C079, C093",0.6,2025-09-12
CM475,SMS,"C077, C034, C092, C036, C060",0.17,2025-09-12
CM476,Email,"C067, C062, C035, C008, C062",0.66,2025-09-12
CM477,SMS,"C090, C034, C027, C009, C063",0.12,2025-09-12
CM478,Push Notification,"C087, C043, C026, C084, C048",0.41,2025-09-12
CM479,Push Notification,"C066, C084, C063, C002, C009",0.23,2025-09-12
CM480,Email,"C092, C077, C003, C013, C033",0.47,2025-09-12
CM481,SMS,"C093, C014, C080, C071, C074",0.65,2025-09-12
CM482,SMS,"C008, C066, C001, C079, C002",0.3,2025-09-12
CM483,Email,"C015, C026, C034, C022, C027",0.6,2025-09-12
CM484,SMS,"C057, C041, C042, C008, C070",0.37,2025-09-12
CM485,Push Notification,"C021, C069, C029, C096, C091",0.15,2025-09-12
CM486,SMS,"C064, C093, C021, C072, C061",0.45,2025-09-12
CM487,SMS,"C086, C045, C011, C051, C025",0.12,2025-09-12
CM488,SMS,"C056, C079, C008, C070, C035",0.16,2025-09-12
CM489,Push Notification,"C049, C002, C044, C065, C036",0.1,2025-09-12
CM490,Push Notification,"C038, C074, C078, C061, C003",0.53,2025-09-12
CM491,Push Notification,"C090, C011, C031, C042, C051",0.31,2025-09-12
CM492,SMS,"C045, C096, C089, C022, C072",0.38,2025-09-12
CM493,Push Notification,"C043, C095, C096, C048, C004",0.28,2025-09-12
CM494,Push Notification,"C039, C094, C084, C073, C048",0.42,2025-09-12
CM495,Email,"C004, C021, C083, C071, C091",0.55,2025-09-12
CM496,SMS,"C095, C050, C005, C070, C015",0.61,2025-09-12
CM497,Push Notification,"C018, C081, C027, C022, C072",0.08,2025-09-12
CM498,SMS,"C098, C079, C066, C082, C045",0.66,2025-09-12
CM499,SMS,"C030, C067, C041, C073, C066",0.06,2025-09-12
CM500,Email,"C058, C096, C079, C067, C076",0.69,2025-09-12
CM501,SMS,"C076, C025, C035, C084, C059",0.69,2025-09-12
CM502,SMS,"C034, C085, C044, C001, C051",0.43,2025-09-12
CM503,SMS,"C077, C006, C035, C072, C042",0.51,2025-09-12
CM504,Email,"C009, C057, C064, C014, C015",0.36,2025-09-12
CM505,Email,"C035, C017, C073, C070, C069",0.56,2025-09-12
CM506,Email,"C059, C034, C010, C058, C063",0.07,2025-09-12
CM507,Email,"C093, C076, C058, C093, C067",0.65,2025-09-12
CM508,Email,"C043, C093, C006, C026, C024",0.1,2025-09-12
CM509,Push Notification,"C087, C064, C025, C024, C057",0.12,2025-09-12
CM510,Email,"C094, C059, C001, C065, C041",0.52,2025-09-12
CM511,Push Notification,"C030, C027, C054, C054, C016",0.64,2025-09-12
CM512,SMS,"C087, C013, C018, C038, C083",0.62,2025-09-12
CM513,Email,"C047, C057, C061, C023, C075",0.66,2025-09-12
CM514,Email,"C022, C088, C078, C052, C093",0.26,2025-09-12
CM515,SMS,"C073, C032, C001, C044, C041",0.41,2025-09-12
CM516,SMS,"C009, C020, C035, C092, C058",0.67,2025-09-12
CM517,SMS,"C098, C076, C008, C048, C032",0.53,2025-09-12
CM518,SMS,"C014, C075, C087, C032, C077",0.69,2025-09-12
CM519,SMS,"C006, C045, C077, C013, C063",0.58,2025-09-12
CM520,SMS,"C059, C061, C026, C020, C001",0.07,2025-09-12
CM521,Email,"C094, C059, C040, C076, C099",0.58,2025-09-12
CM522,Push Notification,"C037, C012, C085, C092, C052",0.36,2025-09-12
CM523,SMS,"C044, C031, C040, C040, C086",0.51,2025-09-12
CM524,Email,"C065, C011, C051, C022, C012",0.2,2025-09-12
CM525,Email,"C098, C020, C024, C082, C073",0.32,2025-09-12
CM526,Email,"C091, C034, C058, C095, C009",0.58,2025-09-12
CM527,Email,"C094, C014, C014, C029, C073",0.35,2025-09-12
CM528,Push Notification,"C054, C021, C030, C041, C004",0.08,2025-09-12
CM529,Email,"C024, C075, C071, C035, C013",0.65,2025-09-12
CM530,SMS,"C030, C017, C058, C029, C008",0.08,2025-09-12
CM531,Email,"C009, C018, C020, C093, C013",0.05,2025-09-12
CM532,Push Notification,"C002, C084, C019, C060, C038",0.64,2025-09-12
CM533,Email,"C098, C069, C032, C039, C020",0.36,2025-09-12
CM534,Email,"C097, C024, C050, C055, C057",0.18,2025-09-12
CM535,Push Notification,"C071, C015, C060, C044, C018",0.54,2025-09-12
CM536,SMS,"C004, C059, C054, C041, C017",0.62,2025-09-12
CM537,Email,"C099, C053, C084, C055, C082",0.36,2025-09-12
CM538,Email,"C090, C089, C009, C048, C055",0.36,2025-09-12
CM539,Email,"C079, C088, C002, C038, C062",0.64,2025-09-12
CM540,Push Notification,"C085, C068, C024, C028, C089",0.36,2025-09-12
CM541,SMS,"C093, C070, C051, C006, C027",0.58,2025-09-12
CM542,Email,"C078, C076, C031, C007, C083",0.44,2025-09-12
CM543,Push Notification,"C011, C072, C043, C074, C079",0.51,2025-09-12
CM544,SMS,"C019, C039, C032, C025, C091",0.53,2025-09-12
CM545,Push Notification,"C012, C045, C082, C049, C041",0.24,2025-09-12
CM546,Push Notification,"C036, C095, C001, C071, C016",0.23,2025-09-12
CM547,Email,"C037, C070, C081, C024, C046",0.45,2025-09-12
CM548,Push Notification,"C031, C004, C001, C031, C079",0.22,2025-09-12
CM549,SMS,"C082, C022, C058, C048, C038",0.54,2025-09-12
CM550,Email,"C081, C023, C005, C050, C039",0.15,2025-09-12
CM551,SMS,"C100, C007, C069, C081, C098",0.41,2025-09-12
CM552,SMS,"C035, C100, C048, C059, C098",0.37,2025-09-12
CM553,SMS,"C068, C048, C002, C061, C057",0.58,2025-09-12
CM554,Email,"C028, C061, C030, C092, C074",0.59,2025-09-12
CM555,Push Notification,"C020, C036, C098, C046, C051",0.37,2025-09-12
CM556,Email,"C026, C083, C001, C064, C015",0.45,2025-09-12
CM557,Push Notification,"C096, C008, C065, C099, C057",0.46,2025-09-12
CM558,SMS,"C078, C083, C046, C025, C023",0.35,2025-09-12
CM559,SMS,"C042, C076, C084, C012, C092",0.69,2025-09-12
CM560,SMS,"C088, C075, C051, C004, C053",0.37,2025-09-12
CM561,SMS,"C036, C094, C073, C077, C063",0.51,2025-09-12
CM562,SMS,"C072, C009, C060, C024, C051",0.44,2025-09-12
CM563,Push Notification,"C009, C064, C027, C020, C021",0.61,2025-09-12
CM564,Email,"C002, C048, C083, C100, C024",0.67,2025-09-12
CM565,Push Notification,"C063, C072, C089, C021, C003",0.66,2025-09-12
CM566,Push Notification,"C080, C071, C089, C034, C062",0.25,2025-09-12
CM567,SMS,"C061, C019, C001, C053, C032",0.14,2025-09-12
CM568,Push Notification,"C057, C043, C094, C035, C026",0.34,2025-09-12
CM569,Email,"C046, C034, C064, C093, C036",0.45,2025-09-12
CM570,Email,"C042, C052, C071, C011, C024",0.36,2025-09-12
CM571,SMS,"C067, C072, C038, C095, C035",0.63,2025-09-12
CM572,SMS,"C039, C026, C055, C070, C085",0.2,2025-09-12
CM573,SMS,"C021, C073, C048, C022, C030",0.62,2025-09-12
CM574,Email,"C022, C012, C026, C082, C055",0.58,2025-09-12
CM575,Email,"C027, C025, C055, C025, C016",0.21,2025-09-12
CM576,Push Notification,"C086, C074, C030, C098, C033",0.11,2025-09-12
CM577,Email,"C002, C041, C100, C100, C059",0.35,2025-09-12
CM578,SMS,"C087, C009, C005, C013, C079",0.52,2025-09-12
CM579,Push Notification,"C016, C001, C012, C097, C013",0.32,2025-09-12
CM580,SMS,"C093, C005, C054, C089, C074",0.28,2025-09-12
CM581,SMS,"C085, C006, C058, C068, C040",0.08,2025-09-12
CM582,SMS,"C092, C086, C093, C070, C029",0.65,2025-09-12
CM583,Push Notification,"C051, C001, C008, C042, C082",0.47,2025-09-12
CM584,Push Notification,"C030, C022, C054, C040, C025",0.16,2025-09-12
CM585,SMS,"C083, C074, C057, C045, C073",0.11,2025-09-12
CM586,Email,"C035, C012, C023, C013, C092",0.36,2025-09-12
CM587,SMS,"C013, C022, C074, C083, C006",0.16,2025-09-12
CM588,SMS,"C032, C008, C070, C008, C054",0.57,2025-09-12
CM589,Email,"C079, C047, C061, C018, C096",0.58,2025-09-12
CM590,Email,"C072, C076, C059, C053, C042",0.45,2025-09-12
CM591,Push Notification,"C022, C022, C067, C056, C047",0.46,2025-09-12
CM592,Push Notification,"C004, C099, C011, C070, C044",0.34,2025-09-12
CM593,Email,"C079, C037, C095, C074, C083",0.27,2025-09-12
CM594,Push Notification,"C038, C087, C028, C083, C048",0.23,2025-09-12
CM595,SMS,"C027, C050, C024, C034, C064",0.18,2025-09-12
CM596,Push Notification,"C056, C064, C059, C020, C031",0.4,2025-09-12
CM597,Push Notification,"C011, C007, C066, C083, C025",0.53,2025-09-12
CM598,Email,"C026, C025, C055, C012, C041",0.28,2025-09-12
CM599,Email,"C047, C043, C051, C081, C044",0.41,2025-09-12
CM600,Email,"C048, C083, C028, C071, C042",0.32,2025-09-12
CM601,SMS,"C056, C091, C030, C076, C069",0.47,2025-09-12
CM602,SMS,"C041, C065, C014, C072, C046",0.47,2025-09-12
CM603,SMS,"C063, C044, C009, C041, C074",0.69,2025-09-12
CM604,SMS,"C044, C070, C032, C085, C098",0.23,2025-09-12
CM605,SMS,"C037, C087, C076, C043, C010",0.32,2025-09-12
CM606,Email,"C080, C081, C080, C008, C043",0.31,2025-09-12
CM607,Email,"C002, C042, C082, C045, C007",0.2,2025-09-12
CM608,SMS,"C083, C060, C038, C031, C036",0.39,2025-09-12
CM609,SMS,"C051, C044, C064, C026, C060",0.55,2025-09-12
CM610,Push Notification,"C066, C066, C040, C055, C037",0.52,2025-09-12
CM611,Email,"C023, C031, C076, C066, C046",0.26,2025-09-12
CM612,SMS,"C008, C012, C034, C053, C056",0.62,2025-09-12
CM613,SMS,"C081, C038, C096, C062, C024",0.53,2025-09-12
CM614,Email,"C012, C043, C070, C035, C045",0.29,2025-09-12
CM615,Email,"C008, C059, C047, C073, C034",0.06,2025-09-12
CM616,Email,"C067, C095, C093, C020, C092",0.32,2025-09-12
CM617,Email,"C078, C094, C065, C085, C013",0.27,2025-09-12
CM618,SMS,"C037, C044, C049, C055, C052",0.65,2025-09-12
CM619,Push Notification,"C098, C066, C016, C058, C004",0.28,2025-09-12
CM620,Push Notification,"C081, C009, C085, C021, C030",0.69,2025-09-12
CM621,SMS,"C100, C097, C009, C059, C094",0.38,2025-09-12
CM622,SMS,"C053, C019, C061, C052, C086",0.41,2025-09-12
CM623,Email,"C069, C079, C034, C031, C076",0.67,2025-09-12
CM624,Email,"C010, C009, C037, C002, C051",0.64,2025-09-12
CM625,SMS,"C026, C031, C088, C029, C081",0.39,2025-09-12
CM626,SMS,"C037, C094, C056, C077, C015",0.6,2025-09-12
CM627,Push Notification,"C050, C072, C029, C075, C046",0.56,2025-09-12
CM628,Push Notification,"C041, C075, C071, C072, C071",0.42,2025-09-12
CM629,SMS,"C032, C016, C076, C039, C035",0.43,2025-09-12
CM630,Push Notification,"C038, C059, C032, C085, C011",0.56,2025-09-12
CM631,SMS,"C037, C002, C017, C037, C056",0.27,2025-09-12
CM632,Push Notification,"C022, C010, C028, C048, C074",0.48,2025-09-12
CM633,Push Notification,"C028, C094, C045, C049, C064",0.15,2025-09-12
CM634,SMS,"C073, C011, C027, C039, C045",0.32,2025-09-12
CM635,Push Notification,"C025, C003, C048, C036, C096",0.38,2025-09-12
CM636,SMS,"C096, C093, C022, C090, C097",0.44,2025-09-12
CM637,Push Notification,"C073, C088, C039, C075, C041",0.06,2025-09-12
CM638,SMS,"C019, C070, C063, C005, C033",0.38,2025-09-12
CM639,Push Notification,"C097, C081, C036, C051, C011",0.14,2025-09-12
CM640,Email,"C060, C086, C012, C070, C045",0.29,2025-09-12
CM641,Email,"C018, C077, C056, C009, C078",0.61,2025-09-12
CM642,SMS,"C013, C063, C022, C040, C069",0.58,2025-09-12
CM643,SMS,"C045, C045, C019, C048, C062",0.37,2025-09-12
CM644,Push Notification,"C049, C053, C036, C013, C058",0.32,2025-09-12
CM645,Email,"C044, C061, C097, C099, C060",0.52,2025-09-12
CM646,Email,"C079, C042, C037, C074, C013",0.15,2025-09-12
CM647,SMS,"C089, C021, C056, C075, C016",0.07,2025-09-12
CM648,SMS,"C077, C086, C033, C070, C029",0.34,2025-09-12
CM649,SMS,"C010, C035, C096, C023, C071",0.54,2025-09-12
CM650,Push Notification,"C050, C036, C080, C016, C005",0.3,2025-09-12
CM651,SMS,"C028, C070, C092, C019, C009",0.38,2025-09-12
CM652,Push Notification,"C044, C015, C036, C060, C056",0.61,2025-09-12
CM653,SMS,"C027, C044, C073, C052, C058",0.39,2025-09-12
CM654,SMS,"C079, C094, C080, C022, C070",0.63,2025-09-12
CM655,Email,"C057, C040, C079, C082, C098",0.7,2025-09-12
CM656,Email,"C061, C075, C055, C071, C067",0.27,2025-09-12
CM657,SMS,"C017, C099, C099, C061, C031",0.56,2025-09-12
CM658,SMS,"C041, C074, C096, C034, C003",0.64,2025-09-12
CM659,Push Notification,"C052, C027, C024, C095, C037",0.5,2025-09-12
CM660,SMS,"C068, C061, C073, C025, C004",0.39,2025-09-12
CM661,Email,"C033, C079, C035, C075, C055",0.31,2025-09-12
CM662,Email,"C063, C029, C053, C024, C055",0.15,2025-09-12
CM663,Push Notification,"C002, C048, C055, C044, C020",0.21,2025-09-12
CM664,Email,"C053, C063, C015, C062, C051",0.28,2025-09-12
CM665,Email,"C033, C025, C048, C052, C100",0.61,2025-09-12
CM666,Email,"C042, C057, C092, C009, C069",0.61,2025-09-12
CM667,Email,"C024, C034, C029, C084, C002",0.05,2025-09-12
CM668,Push Notification,"C096, C075, C034, C082, C060",0.15,2025-09-12
CM669,Email,"C096, C051, C081, C035, C046",0.51,2025-09-12
CM670,Push Notification,"C047, C055, C078, C046, C003",0.53,2025-09-12
CM671,Email,"C015, C092, C027, C048, C055",0.49,2025-09-12
CM672,SMS,"C056, C092, C058, C078, C005",0.09,2025-09-12
CM673,Push Notification,"C045, C012, C029, C020, C014",0.57,2025-09-12
CM674,Email,"C078, C055, C074, C090, C068",0.42,2025-09-12
CM675,Push Notification,"C013, C005, C013, C095, C066",0.66,2025-09-12
CM676,Push Notification,"C012, C064, C016, C024, C025",0.32,2025-09-12
CM677,Push Notification,"C026, C053, C055, C085, C069",0.1,2025-09-12
CM678,Push Notification,"C069, C073, C037, C005, C017",0.55,2025-09-12
CM679,SMS,"C088, C045, C074, C044, C013",0.35,2025-09-12
CM680,SMS,"C089, C005, C010, C099, C029",0.5,2025-09-12
CM681,SMS,"C037, C085, C002, C022, C018",0.53,2025-09-12
CM682,Email,"C060, C045, C090, C007, C004",0.67,2025-09-12
CM683,SMS,"C037, C085, C071, C085, C067",0.16,2025-09-12
CM684,Email,"C071, C091, C032, C032, C036",0.09,2025-09-12
CM685,Email,"C041, C028, C079, C038, C062",0.47,2025-09-12
CM686,SMS,"C022, C078, C051, C064, C092",0.36,2025-09-12
CM687,Push Notification,"C061, C061, C096, C071, C040",0.22,2025-09-12
CM688,Push Notification,"C087, C033, C087, C088, C001",0.55,2025-09-12
CM689,SMS,"C038, C062, C097, C022, C045",0.46,2025-09-12
CM690,Push Notification,"C073, C018, C052, C085, C055",0.2,2025-09-12
CM691,SMS,"C060, C100, C067, C020, C012",0.17,2025-09-12
CM692,Push Notification,"C032, C025, C100, C055, C032",0.63,2025-09-12
CM693,Push Notification,"C055, C001, C001, C083, C072",0.15,2025-09-12
CM694,Push Notification,"C075, C029, C001, C039, C060",0.61,2025-09-12
CM695,SMS,"C019, C084, C095, C079, C085",0.22,2025-09-12
CM696,Push Notification,"C009, C037, C064, C079, C094",0.23,2025-09-12
CM697,Push Notification,"C008, C072, C013, C092, C050",0.06,2025-09-12
CM698,SMS,"C054, C098, C089, C063, C045",0.43,2025-09-12
CM699,Email,"C028, C019, C100, C031, C029",0.29,2025-09-12
CM700,Email,"C035, C074, C044, C043, C073",0.29,2025-09-12
CM701,Email,"C061, C084, C067, C076, C032",0.18,2025-09-12
CM702,Email,"C020, C023, C064, C008, C034",0.54,2025-09-12
CM703,Push Notification,"C013, C029, C012, C055, C081",0.59,2025-09-12
CM704,Email,"C046, C080, C034, C066, C026",0.06,2025-09-12
CM705,Email,"C090, C061, C053, C099, C067",0.64,2025-09-12
CM706,Push Notification,"C077, C100, C068, C049, C008",0.34,2025-09-12
CM707,Push Notification,"C038, C015, C037, C005, C040",0.67,2025-09-12
CM708,Push Notification,"C069, C049, C038, C072, C097",0.33,2025-09-12
CM709,Push Notification,"C001, C003, C072, C075, C069",0.44,2025-09-12
CM710,Push Notification,"C011, C021, C086, C055, C004",0.31,2025-09-12
CM711,Push Notification,"C092, C004, C084, C088, C057",0.06,2025-09-12
CM712,Email,"C001, C086, C090, C059, C064",0.53,2025-09-12
CM713,Email,"C060, C075, C016, C032, C057",0.38,2025-09-12
CM714,SMS,"C016, C030, C075, C038, C015",0.28,2025-09-12
CM715,Email,"C029, C096, C037, C019, C022",0.16,2025-09-12
CM716,SMS,"C081, C069, C007, C050, C057",0.66,2025-09-12
CM717,Email,"C056, C093, C092, C099, C049",0.43,2025-09-12
CM718,Push Notification,"C078, C077, C051, C075, C054",0.43,2025-09-12
CM719,Email,"C014, C032, C019, C084, C068",0.28,2025-09-12
CM720,Push Notification,"C068, C049, C059, C071, C051",0.39,2025-09-12
CM721,Email,"C038, C074, C001, C087, C053",0.36,2025-09-12
CM722,Push Notification,"C035, C040, C006, C078, C049",0.44,2025-09-12
CM723,Email,"C062, C059, C006, C041, C098",0.06,2025-09-12
CM724,Email,"C080, C012, C100, C023, C075",0.67,2025-09-12
