asset_id,type,topic,engagement_score
M971,Video,Event,0.02
M972,Image,Event,0.58
M973,Video,Event,0.31
M974,Audio,Customer Service,0.02
M975,Video,Customer Service,0.12
M976,Audio,Customer Service,0.04
M977,Audio,Customer Service,0.79
M978,Image,Customer Service,0.48
M979,Audio,Network,0.03
M980,Video,Customer Service,0.68
M981,Video,Event,0.64
M982,Image,Network,0.58
M983,Video,Customer Service,0.7
M984,Audio,Customer Service,0.35
M985,Video,Network,0.41
M986,Image,Offer,0.7
M987,Video,Event,0.09
M988,Audio,Network,0.45
M989,Video,Customer Service,0.29
M990,Image,Customer Service,0.36
M991,Video,Customer Service,0.79
M992,Image,Offer,0.52
M993,Image,Customer Service,0.84
M994,Audio,Network,0.31
M995,Video,Offer,0.07
M996,Video,Customer Service,0.21
M997,Audio,Network,0.95
M998,Video,Network,0.51
M999,Audio,Customer Service,0.14
M1000,Audio,Customer Service,0.4
M1001,Audio,Event,0.84
M1002,Audio,Offer,0.65
M1003,Audio,Customer Service,0.56
M1004,Audio,Offer,0.16
M1005,Video,Offer,0.85
M1006,Image,Event,0.26
M1007,Audio,Network,0.18
M1008,Image,Network,0.37
M1009,Audio,Offer,0.21
M1010,Audio,Offer,0.45
M1011,Image,Offer,0.39
M1012,Audio,Event,0.22
M1013,Video,Offer,0.51
M1014,Video,Customer Service,0.59
M1015,Video,Customer Service,0.23
M1016,Video,Customer Service,0.55
M1017,Image,Offer,0.42
M1018,Image,Event,0.08
M1019,Video,Offer,0.05
M1020,Audio,Offer,0.02
M1021,Audio,Event,0.61
M1022,Image,Network,0.82
M1023,Video,Event,0.82
M1024,Audio,Customer Service,0.04
M1025,Image,Event,1.0
M1026,Audio,Offer,0.88
M1027,Video,Offer,0.27
M1028,Image,Offer,0.12
M1029,Video,Offer,0.02
M1030,Audio,Event,0.09
M1031,Video,Customer Service,0.35
M1032,Video,Network,0.3
M1033,Audio,Customer Service,0.26
M1034,Image,Network,0.58
M1035,Image,Network,0.45
M1036,Image,Customer Service,0.52
M1037,Video,Customer Service,0.26
M1038,Video,Customer Service,0.81
M1039,Audio,Event,0.79
M1040,Video,Offer,0.44
M1041,Video,Offer,1.0
M1042,Video,Network,0.88
M1043,Video,Customer Service,0.82
M1044,Video,Event,0.69
M1045,Image,Network,0.76
M1046,Audio,Event,0.71
M1047,Image,Offer,0.11
M1048,Image,Customer Service,0.53
M1049,Video,Customer Service,0.46
M1050,Video,Customer Service,0.66
M1051,Image,Event,0.57
M1052,Video,Offer,0.42
M1053,Video,Customer Service,0.06
M1054,Video,Customer Service,0.44
M1055,Image,Network,0.06
M1056,Video,Customer Service,0.63
M1057,Video,Offer,0.69
M1058,Audio,Customer Service,0.45
M1059,Audio,Customer Service,0.99
M1060,Image,Customer Service,0.52
M1061,Audio,Customer Service,0.9
M1062,Audio,Event,0.96
M1063,Video,Customer Service,1.0
M1064,Audio,Network,0.63
M1065,Image,Network,0.53
M1066,Image,Customer Service,0.45
M1067,Video,Customer Service,0.19
M1068,Audio,Offer,0.21
M1069,Video,Event,0.73
M1070,Audio,Network,0.75
M1071,Audio,Event,0.44
M1072,Image,Offer,0.51
M1073,Image,Customer Service,0.56
M1074,Video,Offer,0.31
M1075,Audio,Offer,0.17
M1076,Video,Customer Service,0.86
M1077,Image,Customer Service,0.82
M1078,Image,Event,0.98
M1079,Audio,Event,0.67
M1080,Video,Event,0.52
M1081,Video,Network,0.01
M1082,Video,Event,0.47
M1083,Image,Event,0.2
M1084,Video,Customer Service,0.44
M1085,Image,Customer Service,0.38
M1086,Audio,Event,0.99
M1087,Audio,Event,0.87
M1088,Image,Offer,0.57
M1089,Video,Customer Service,0.3
M1090,Audio,Customer Service,0.08
M1091,Audio,Customer Service,0.85
M1092,Image,Network,0.31
M1093,Video,Offer,0.51
M1094,Image,Event,0.56
M1095,Image,Offer,0.9
M1096,Image,Event,0.23
M1097,Image,Event,0.66
M1098,Image,Network,0.31
M1099,Video,Customer Service,0.94
M1100,Image,Network,0.47
M1101,Video,Network,0.75
M1102,Image,Network,0.04
M1103,Video,Offer,0.84
M1104,Video,Offer,0.7
M1105,Video,Customer Service,0.4
M1106,Image,Event,0.56
M1107,Image,Network,0.24
M1108,Video,Customer Service,0.66
M1109,Audio,Customer Service,0.98
M1110,Video,Customer Service,0.53
M1111,Image,Network,0.41
M1112,Audio,Event,0.06
M1113,Video,Network,0.59
M1114,Video,Network,0.44
M1115,Image,Event,0.2
M1116,Image,Customer Service,0.5
M1117,Image,Customer Service,0.92
M1118,Video,Network,0.25
M1119,Video,Network,0.8
M1120,Image,Offer,0.66
M1121,Video,Offer,0.09
M1122,Audio,Event,0.16
M1123,Audio,Network,0.61
M1124,Video,Offer,0.68
M1125,Video,Offer,0.32
M1126,Video,Offer,0.26
M1127,Video,Event,0.13
M1128,Video,Network,0.32
M1129,Video,Offer,0.84
M1130,Video,Event,0.1
M1131,Video,Offer,0.09
M1132,Video,Customer Service,0.49
M1133,Audio,Event,1.0
M1134,Audio,Network,0.72
M1135,Video,Event,0.03
M1136,Video,Offer,0.14
M1137,Audio,Event,0.38
M1138,Audio,Customer Service,0.19
M1139,Audio,Customer Service,0.97
M1140,Image,Event,0.28
M1141,Audio,Event,0.77
M1142,Video,Event,0.6
M1143,Audio,Event,0.76
M1144,Audio,Network,0.71
M1145,Image,Event,0.34
M1146,Audio,Offer,0.35
M1147,Video,Offer,0.56
M1148,Image,Event,0.08
M1149,Image,Event,0.09
M1150,Image,Offer,0.97
M1151,Audio,Event,0.06
M1152,Audio,Event,0.54
M1153,Video,Network,0.51
M1154,Video,Customer Service,0.63
M1155,Video,Network,0.51
M1156,Video,Customer Service,0.34
M1157,Image,Offer,0.97
M1158,Audio,Event,0.59
M1159,Video,Offer,0.72
M1160,Image,Offer,0.66
M1161,Audio,Event,0.95
M1162,Image,Offer,0.13
M1163,Audio,Offer,0.25
M1164,Video,Network,0.57
M1165,Audio,Event,0.62
M1166,Image,Customer Service,0.04
M1167,Video,Network,0.09
M1168,Video,Customer Service,0.05
M1169,Image,Customer Service,0.21
M1170,Audio,Event,0.34
M1171,Video,Customer Service,0.3
M1172,Audio,Network,0.5
M1173,Video,Offer,0.61
M1174,Video,Customer Service,0.08
M1175,Video,Customer Service,0.85
M1176,Image,Event,0.21
M1177,Image,Customer Service,0.53
M1178,Audio,Offer,0.54
M1179,Image,Offer,0.87
M1180,Image,Customer Service,0.23
M1181,Audio,Customer Service,0.59
M1182,Image,Event,0.64
M1183,Image,Event,0.85
M1184,Audio,Customer Service,0.3
M1185,Video,Event,0.42
M1186,Video,Customer Service,0.39
M1187,Audio,Event,0.05
M1188,Image,Network,0.38
M1189,Video,Network,0.93
M1190,Video,Customer Service,0.87
M1191,Video,Network,0.97
M1192,Video,Customer Service,0.72
M1193,Video,Network,0.07
M1194,Image,Customer Service,0.32
M1195,Video,Customer Service,0.78
M1196,Video,Customer Service,0.21
M1197,Video,Network,0.53
M1198,Audio,Event,0.68
M1199,Image,Customer Service,0.74
M1200,Video,Customer Service,0.94
M1201,Video,Customer Service,0.35
M1202,Video,Event,0.56
M1203,Video,Network,0.43
M1204,Audio,Event,0.73
M1205,Image,Offer,0.88
M1206,Image,Customer Service,0.2
M1207,Video,Network,0.06
M1208,Image,Event,0.42
M1209,Image,Offer,0.6
M1210,Image,Offer,0.63
M1211,Video,Event,0.3
M1212,Image,Offer,0.75
M1213,Video,Event,0.93
M1214,Video,Offer,0.62
M1215,Video,Event,0.8
M1216,Image,Network,0.18
M1217,Image,Event,0.72
M1218,Audio,Customer Service,0.33
M1219,Image,Network,0.98
M1220,Audio,Customer Service,0.65
M1221,Image,Event,0.05
M1222,Image,Event,0.99
M1223,Video,Network,0.09
M1224,Audio,Network,0.31
M1225,Video,Offer,0.15
M1226,Image,Network,0.89
M1227,Audio,Customer Service,0.75
M1228,Video,Event,0.81
M1229,Image,Event,0.08
M1230,Image,Offer,0.91
M1231,Image,Offer,0.78
M1232,Video,Customer Service,0.44
M1233,Video,Offer,0.65
M1234,Audio,Offer,0.86
M1235,Audio,Customer Service,0.37
M1236,Video,Customer Service,0.53
M1237,Video,Customer Service,0.42
M1238,Video,Network,0.23
M1239,Video,Network,0.44
M1240,Audio,Event,0.78
M1241,Video,Event,0.13
M1242,Video,Event,0.93
M1243,Audio,Network,0.25
M1244,Image,Customer Service,0.46
M1245,Video,Offer,0.6
M1246,Audio,Event,0.64
M1247,Image,Network,0.98
M1248,Image,Offer,0.85
M1249,Video,Network,0.78
M1250,Image,Network,0.72
M1251,Image,Event,0.93
M1252,Audio,Event,0.89
M1253,Image,Offer,0.18
M1254,Video,Offer,0.97
M1255,Audio,Offer,0.78
M1256,Image,Network,0.7
M1257,Audio,Network,0.81
M1258,Video,Offer,0.47
M1259,Image,Offer,0.95
M1260,Image,Event,0.31
M1261,Image,Network,0.8
M1262,Audio,Network,1.0
M1263,Image,Customer Service,0.64
M1264,Video,Event,0.98
M1265,Video,Customer Service,0.37
M1266,Video,Customer Service,0.27
M1267,Video,Network,0.72
M1268,Audio,Event,0.01
M1269,Video,Network,0.01
M1270,Video,Offer,0.34
M1271,Audio,Event,0.25
M1272,Image,Offer,0.24
M1273,Image,Event,0.83
M1274,Audio,Customer Service,0.05
M1275,Image,Customer Service,0.01
M1276,Image,Customer Service,0.4
M1277,Video,Offer,0.52
M1278,Audio,Customer Service,0.24
M1279,Video,Event,0.23
M1280,Video,Customer Service,0.4
M1281,Image,Network,0.79
M1282,Audio,Event,0.68
M1283,Video,Offer,0.27
M1284,Image,Network,0.25
M1285,Image,Event,0.34
M1286,Image,Customer Service,0.05
M1287,Audio,Customer Service,0.55
M1288,Video,Customer Service,0.43
M1289,Audio,Offer,0.45
M1290,Video,Event,0.91
M1291,Image,Offer,0.66
M1292,Image,Offer,0.44
M1293,Audio,Network,0.1
M1294,Video,Offer,0.64
M1295,Image,Event,0.76
M1296,Video,Network,0.76
M1297,Video,Offer,0.42
M1298,Audio,Customer Service,0.94
M1299,Video,Offer,0.75
M1300,Audio,Customer Service,0.96
M1301,Audio,Event,0.79
M1302,Image,Network,0.56
M1303,Image,Offer,0.62
M1304,Audio,Network,0.87
M1305,Video,Customer Service,0.42
M1306,Audio,Event,1.0
M1307,Audio,Network,0.05
M1308,Audio,Network,0.97
M1309,Audio,Offer,0.86
M1310,Audio,Event,0.92
M1311,Audio,Customer Service,0.52
M1312,Video,Offer,0.0
M1313,Video,Event,0.93
M1314,Image,Event,0.59
M1315,Video,Customer Service,0.53
M1316,Image,Offer,0.1
M1317,Video,Network,0.76
M1318,Audio,Event,0.71
M1319,Video,Offer,0.71
M1320,Image,Customer Service,0.64
M1321,Image,Event,0.99
M1322,Audio,Network,0.72
M1323,Video,Event,0.21
M1324,Audio,Offer,0.13
M1325,Image,Event,0.57
M1326,Image,Event,0.73
M1327,Audio,Offer,0.46
M1328,Audio,Event,0.12
M1329,Image,Network,0.42
M1330,Image,Network,0.34
M1331,Image,Event,0.82
M1332,Audio,Offer,0.31
M1333,Audio,Customer Service,0.12
M1334,Image,Event,0.65
M1335,Image,Customer Service,0.29
M1336,Audio,Offer,0.63
M1337,Video,Network,0.73
M1338,Video,Offer,0.08
M1339,Image,Network,0.26
M1340,Video,Event,0.22
M1341,Video,Offer,0.96
M1342,Video,Event,0.07
M1343,Audio,Network,0.65
M1344,Video,Event,0.45
M1345,Video,Network,0.57
M1346,Audio,Offer,0.87
M1347,Video,Offer,0.07
M1348,Video,Network,0.91
M1349,Image,Network,0.06
M1350,Video,Customer Service,0.25
M1351,Video,Event,0.6
M1352,Image,Offer,0.38
M1353,Image,Network,0.15
M1354,Video,Customer Service,0.59
M1355,Audio,Event,0.37
M1356,Image,Customer Service,0.51
M1357,Video,Network,0.0
M1358,Audio,Network,0.45
M1359,Audio,Network,0.6
M1360,Image,Offer,0.97
M1361,Image,Offer,0.23
M1362,Audio,Offer,0.73
M1363,Video,Customer Service,0.34
M1364,Video,Network,0.3
M1365,Image,Event,0.86
M1366,Audio,Customer Service,0.9
M1367,Image,Customer Service,0.47
M1368,Image,Network,0.02
M1369,Video,Offer,1.0
M1370,Image,Event,0.81
M1371,Video,Event,0.21
M1372,Video,Customer Service,0.02
M1373,Video,Event,0.34
M1374,Video,Customer Service,0.53
M1375,Video,Customer Service,0.6
M1376,Audio,Network,0.01
M1377,Video,Network,0.91
M1378,Video,Network,0.0
M1379,Image,Offer,0.88
M1380,Video,Network,0.75
M1381,Image,Customer Service,0.79
M1382,Image,Offer,0.29
M1383,Audio,Customer Service,0.38
M1384,Image,Event,0.08
M1385,Video,Offer,0.11
M1386,Audio,Network,0.49
M1387,Video,Offer,0.23
M1388,Audio,Network,0.91
M1389,Image,Network,0.72
M1390,Audio,Event,0.89
M1391,Image,Network,0.38
M1392,Audio,Event,0.65
M1393,Video,Event,0.27
M1394,Audio,Network,0.58
M1395,Audio,Offer,0.12
M1396,Audio,Network,0.04
M1397,Image,Event,0.09
M1398,Video,Network,0.59
M1399,Image,Customer Service,0.91
M1400,Image,Offer,0.62
M1401,Audio,Offer,0.07
M1402,Video,Event,0.48
M1403,Audio,Event,0.47
M1404,Audio,Event,0.87
M1405,Image,Event,0.36
M1406,Image,Event,0.63
M1407,Image,Event,0.78
M1408,Audio,Event,0.8
M1409,Audio,Offer,0.09
M1410,Image,Event,0.45
M1411,Audio,Offer,0.87
M1412,Image,Event,0.07
M1413,Video,Event,0.02
M1414,Audio,Customer Service,0.99
M1415,Image,Customer Service,0.65
M1416,Video,Customer Service,0.89
M1417,Audio,Event,0.36
M1418,Video,Customer Service,0.3
M1419,Audio,Network,0.48
M1420,Audio,Event,0.53
M1421,Audio,Customer Service,0.77
M1422,Video,Offer,0.83
M1423,Audio,Network,0.0
M1424,Image,Event,0.92
M1425,Video,Network,0.7
M1426,Video,Event,0.55
M1427,Audio,Network,0.72
M1428,Video,Customer Service,0.36
M1429,Image,Event,0.2
M1430,Image,Network,0.13
M1431,Image,Network,0.71
M1432,Audio,Event,0.78
M1433,Audio,Event,0.89
M1434,Video,Network,0.3
M1435,Image,Customer Service,0.99
M1436,Video,Customer Service,0.06
M1437,Audio,Customer Service,0.39
M1438,Audio,Offer,0.98
M1439,Audio,Offer,0.79
M1440,Video,Offer,0.17
M1441,Video,Offer,0.51
M1442,Image,Event,0.28
M1443,Image,Customer Service,0.7
M1444,Image,Network,0.08
M1445,Image,Offer,0.21
M1446,Video,Network,0.04
M1447,Image,Event,0.21
M1448,Video,Customer Service,0.35
M1449,Image,Event,0.65
M1450,Image,Network,0.13
M1451,Image,Offer,0.36
M1452,Image,Network,0.57
M1453,Image,Offer,0.54
M1454,Video,Network,0.54
M1455,Image,Offer,0.28
M1456,Image,Customer Service,0.23
M1457,Image,Customer Service,0.78
M1458,Audio,Offer,0.94
M1459,Video,Network,0.84
M1460,Video,Network,0.34
M1461,Image,Network,0.95
M1462,Image,Customer Service,0.57
M1463,Image,Offer,0.11
M1464,Image,Network,0.82
M1465,Audio,Event,0.82
M1466,Image,Offer,0.53
M1467,Video,Network,0.74
M1468,Video,Customer Service,0.87
M1469,Audio,Event,0.59
M1470,Image,Customer Service,0.07
M1471,Audio,Event,0.2
M1472,Audio,Event,0.05
M1473,Audio,Event,0.43
M1474,Audio,Offer,0.32
M1475,Video,Event,0.01
M1476,Video,Event,0.47
M1477,Video,Event,0.71
M1478,Image,Customer Service,0.59
M1479,Audio,Network,0.88
M1480,Image,Event,0.72
M1481,Video,Customer Service,0.02
M1482,Audio,Event,0.27
M1483,Image,Network,0.58
M1484,Video,Offer,0.91
M1485,Audio,Network,0.99
M1486,Image,Event,0.68
M1487,Image,Network,0.07
M1488,Video,Offer,0.31
M1489,Image,Offer,0.92
M1490,Audio,Offer,0.26
M1491,Image,Event,0.62
M1492,Audio,Customer Service,0.85
M1493,Image,Customer Service,0.79
M1494,Image,Network,0.36
M1495,Video,Customer Service,0.94
M1496,Audio,Network,0.67
M1497,Video,Customer Service,0.97
M1498,Image,Customer Service,0.04
M1499,Video,Customer Service,0.67
M1500,Image,Network,0.57
M1501,Image,Network,0.56
M1502,Video,Offer,1.0
M1503,Image,Event,0.1
M1504,Image,Offer,0.34
M1505,Video,Offer,0.83
M1506,Audio,Event,0.12
M1507,Video,Network,0.8
M1508,Video,Customer Service,0.17
M1509,Image,Customer Service,0.47
M1510,Video,Customer Service,0.63
M1511,Image,Customer Service,0.12
M1512,Image,Customer Service,0.34
M1513,Audio,Offer,0.53
M1514,Image,Customer Service,0.72
M1515,Image,Customer Service,0.01
M1516,Video,Network,0.57
M1517,Video,Offer,0.85
M1518,Video,Event,0.16
M1519,Video,Customer Service,0.55
M1520,Audio,Customer Service,0.8
M1521,Video,Network,0.61
M1522,Image,Network,0.28
M1523,Video,Network,0.53
M1524,Video,Event,0.15
M1525,Video,Offer,0.5
M1526,Video,Customer Service,0.17
M1527,Image,Customer Service,0.64
M1528,Video,Network,0.87
M1529,Image,Offer,0.92
M1530,Video,Customer Service,0.05
M1531,Audio,Event,0.84
M1532,Image,Network,0.61
M1533,Image,Customer Service,0.31
M1534,Audio,Network,0.95
M1535,Image,Event,0.76
M1536,Audio,Network,0.13
M1537,Video,Event,0.16
M1538,Audio,Offer,0.52
M1539,Video,Event,0.06
M1540,Image,Offer,0.78
M1541,Audio,Network,0.77
M1542,Audio,Customer Service,0.26
M1543,Audio,Customer Service,0.33
M1544,Image,Customer Service,0.73
M1545,Audio,Offer,0.26
M1546,Image,Offer,0.03
M1547,Audio,Network,0.6
M1548,Audio,Offer,0.03
M1549,Video,Network,0.56
M1550,Image,Event,0.57
M1551,Image,Offer,0.23
M1552,Audio,Event,0.73
M1553,Video,Event,0.86
M1554,Video,Customer Service,0.67
M1555,Video,Offer,0.79
M1556,Audio,Customer Service,0.3
M1557,Video,Offer,0.35
M1558,Video,Customer Service,0.25
M1559,Image,Network,0.93
M1560,Video,Event,0.5
M1561,Video,Event,0.18
M1562,Video,Network,0.62
M1563,Image,Event,0.38
M1564,Image,Customer Service,0.82
M1565,Video,Offer,0.37
M1566,Audio,Network,0.0
M1567,Audio,Offer,0.43
M1568,Image,Network,0.69
M1569,Audio,Event,0.66
M1570,Audio,Customer Service,0.44
M1571,Audio,Event,0.34
M1572,Audio,Event,0.18
M1573,Image,Offer,0.65
M1574,Audio,Customer Service,0.25
M1575,Audio,Customer Service,0.53
M1576,Video,Event,0.16
M1577,Image,Event,0.51
M1578,Video,Network,0.53
M1579,Audio,Event,0.56
M1580,Audio,Offer,0.18
M1581,Video,Event,0.25
M1582,Audio,Offer,0.16
M1583,Audio,Offer,0.92
M1584,Image,Network,0.02
M1585,Video,Network,0.05
M1586,Video,Event,0.18
M1587,Video,Network,0.92
M1588,Video,Network,0.19
M1589,Image,Offer,0.53
M1590,Video,Offer,0.24
M1591,Video,Event,0.49
M1592,Video,Event,0.43
M1593,Video,Customer Service,0.67
M1594,Video,Customer Service,0.33
M1595,Audio,Offer,0.59
M1596,Image,Event,0.71
M1597,Audio,Network,0.71
M1598,Video,Customer Service,0.6
M1599,Audio,Offer,0.63
M1600,Audio,Customer Service,0.42
M1601,Image,Event,0.25
M1602,Audio,Network,0.82
M1603,Image,Event,0.3
M1604,Audio,Offer,0.55
M1605,Image,Event,0.72
M1606,Video,Offer,0.97
M1607,Image,Network,0.21
M1608,Image,Network,0.43
M1609,Audio,Network,0.26
M1610,Audio,Network,0.32
M1611,Video,Event,0.33
M1612,Video,Customer Service,0.87
M1613,Video,Offer,0.62
M1614,Image,Event,0.12
M1615,Audio,Network,0.58
M1616,Video,Network,0.84
M1617,Image,Network,0.63
M1618,Video,Event,0.74
M1619,Video,Customer Service,0.86
M1620,Audio,Customer Service,0.85
M1621,Image,Offer,0.62
M1622,Image,Event,0.66
M1623,Image,Customer Service,0.33
M1624,Image,Offer,0.43
M1625,Audio,Offer,0.11
M1626,Video,Customer Service,0.07
M1627,Video,Event,0.55
M1628,Video,Network,0.61
M1629,Video,Customer Service,0.53
M1630,Audio,Network,0.27
M1631,Audio,Customer Service,0.78
M1632,Video,Offer,0.4
M1633,Image,Event,0.27
M1634,Image,Event,0.47
M1635,Video,Customer Service,0.47
M1636,Audio,Event,0.16
M1637,Video,Network,0.84
M1638,Image,Customer Service,0.09
M1639,Image,Event,0.05
M1640,Audio,Network,0.8
M1641,Audio,Customer Service,1.0
M1642,Audio,Event,0.95
M1643,Image,Network,0.35
M1644,Image,Event,0.83
M1645,Video,Offer,0.12
M1646,Image,Event,0.47
M1647,Video,Event,0.87
M1648,Audio,Network,0.71
M1649,Audio,Offer,0.46
M1650,Audio,Event,0.77
M1651,Image,Customer Service,0.99
M1652,Image,Customer Service,0.35
M1653,Image,Offer,0.23
M1654,Image,Offer,0.92
M1655,Image,Offer,0.09
M1656,Audio,Customer Service,0.28
M1657,Video,Customer Service,0.71
M1658,Image,Customer Service,0.99
M1659,Audio,Event,0.72
M1660,Image,Event,0.62
M1661,Audio,Network,0.77
M1662,Video,Event,0.88
M1663,Audio,Event,0.17
M1664,Video,Offer,0.99
M1665,Video,Network,0.53
M1666,Image,Customer Service,0.6
M1667,Audio,Network,0.24
M1668,Image,Event,0.23
M1669,Audio,Customer Service,0.49
M1670,Video,Network,0.14
M1671,Audio,Event,0.85
M1672,Audio,Offer,0.77
M1673,Video,Customer Service,0.54
M1674,Image,Offer,0.1
M1675,Video,Event,0.67
M1676,Image,Offer,0.04
M1677,Video,Network,0.82
M1678,Video,Offer,0.75
M1679,Video,Offer,0.91
M1680,Audio,Offer,0.29
M1681,Audio,Customer Service,0.97
M1682,Video,Offer,0.08
M1683,Video,Event,0.18
M1684,Image,Network,0.25
M1685,Video,Event,0.14
M1686,Audio,Customer Service,0.02
M1687,Video,Offer,0.56
M1688,Audio,Network,0.93
M1689,Audio,Network,0.07
M1690,Image,Event,0.19
M1691,Image,Event,0.83
M1692,Image,Customer Service,0.91
M1693,Image,Customer Service,0.32
M1694,Image,Event,0.26
M1695,Image,Network,0.35
M1696,Audio,Network,0.32
M1697,Video,Offer,0.16
M1698,Video,Customer Service,0.92
M1699,Video,Event,0.95
M1700,Image,Event,0.08
M1701,Audio,Offer,0.35
M1702,Audio,Offer,0.8
M1703,Video,Event,0.27
M1704,Audio,Customer Service,0.69
M1705,Image,Customer Service,0.02
M1706,Video,Event,0.02
M1707,Video,Customer Service,0.58
M1708,Video,Event,0.53
M1709,Audio,Offer,0.66
M1710,Image,Offer,0.33
M1711,Video,Customer Service,0.99
M1712,Audio,Network,0.78
M1713,Video,Network,0.2
M1714,Audio,Network,0.19
M1715,Image,Customer Service,0.03
M1716,Audio,Network,0.07
M1717,Image,Offer,0.37
M1718,Video,Event,0.44
M1719,Image,Event,0.55
M1720,Audio,Customer Service,0.42
M1721,Image,Offer,0.45
M1722,Video,Network,0.57
M1723,Image,Customer Service,0.72
M1724,Image,Customer Service,0.5
M1725,Image,Event,0.33
M1726,Video,Network,0.91
M1727,Video,Customer Service,0.6
M1728,Image,Event,0.54
M1729,Image,Network,0.55
M1730,Audio,Offer,0.51
M1731,Audio,Offer,0.07
M1732,Audio,Event,0.84
M1733,Image,Offer,0.04
M1734,Video,Network,0.9
M1735,Video,Customer Service,0.12
M1736,Image,Customer Service,0.37
M1737,Video,Offer,0.25
M1738,Image,Offer,0.54
M1739,Video,Customer Service,0.29
M1740,Video,Event,0.34
M1741,Audio,Event,0.76
M1742,Image,Customer Service,0.2
M1743,Video,Network,0.77
M1744,Video,Customer Service,0.18
