record_id,region,signal_strength,latency_ms,downtime_minutes,date
NP00600,Isa Town,2,97,4,2022-06-16
NP00601,Riffa,1,200,39,2023-10-31
NP00602,Riffa,4,195,26,2024-01-29
NP00603,Muharraq,4,196,20,2022-03-18
NP00604,Manama,1,86,50,2022-03-01
NP00605,Isa Town,5,38,18,2021-09-11
NP00606,Muharraq,2,34,27,2025-08-15
NP00607,Manama,5,160,44,2024-05-21
NP00608,Isa Town,4,66,8,2024-06-26
NP00609,Isa Town,4,158,18,2022-12-04
NP00610,Muharraq,1,143,56,2020-12-14
NP00611,Riffa,4,196,59,2020-12-07
NP00612,Muharraq,3,12,19,2021-10-25
NP00613,Manama,5,63,41,2024-10-11
NP00614,Muharraq,2,86,58,2025-02-23
NP00615,Manama,1,24,21,2021-09-04
NP00616,Manama,3,35,21,2021-04-12
NP00617,Isa Town,3,31,50,2025-04-24
NP00618,Riffa,3,46,46,2020-02-05
NP00619,Muharraq,4,144,42,2023-07-23
NP00620,Manama,3,191,24,2023-02-26
NP00621,Muharraq,3,184,54,2020-07-15
NP00622,Manama,5,138,49,2022-03-24
NP00623,Riffa,3,113,42,2022-01-21
NP00624,Manama,5,14,27,2020-10-19
NP00625,Muharraq,1,95,16,2022-02-11
NP00626,Riffa,2,115,38,2023-04-28
NP00627,Riffa,1,14,39,2020-10-30
NP00628,Isa Town,5,163,15,2021-03-19
NP00629,Muharraq,2,66,30,2025-07-03
NP00630,Manama,4,123,44,2020-05-03
NP00631,Isa Town,1,36,2,2024-08-14
NP00632,Riffa,2,80,14,2021-08-29
NP00633,Riffa,4,122,56,2023-05-02
NP00634,Isa Town,5,47,58,2024-02-01
NP00635,Isa Town,2,67,16,2020-04-17
NP00636,Muharraq,1,79,37,2022-03-01
NP00637,Riffa,3,69,31,2023-05-02
NP00638,Isa Town,5,130,59,2021-10-09
NP00639,Manama,4,178,55,2025-05-17
NP00640,Riffa,2,104,33,2020-12-24
NP00641,Manama,3,121,35,2022-02-20
NP00642,Muharraq,5,19,29,2024-12-25
NP00643,Muharraq,5,109,33,2022-10-19
NP00644,Riffa,3,181,55,2021-10-31
NP00645,Muharraq,3,183,2,2024-02-21
NP00646,Riffa,1,60,32,2021-03-03
NP00647,Manama,4,184,36,2023-07-07
NP00648,Isa Town,2,160,31,2021-06-27
NP00649,Isa Town,1,76,40,2021-06-19
NP00650,Riffa,3,110,31,2020-06-05
NP00651,Muharraq,1,50,38,2025-02-13
NP00652,Manama,1,198,29,2023-06-30
NP00653,Riffa,5,102,6,2024-10-22
NP00654,Isa Town,4,171,14,2023-02-03
NP00655,Riffa,5,84,28,2021-06-17
NP00656,Riffa,4,22,3,2024-07-15
NP00657,Riffa,4,104,18,2020-04-19
NP00658,Isa Town,1,146,21,2020-02-14
NP00659,Isa Town,2,196,0,2025-02-01
NP00660,Manama,1,162,7,2020-04-12
NP00661,Isa Town,3,13,49,2021-09-12
NP00662,Muharraq,3,26,19,2020-12-01
NP00663,Muharraq,5,140,52,2022-02-11
NP00664,Muharraq,1,155,49,2024-07-10
NP00665,Riffa,5,45,7,2022-01-19
NP00666,Riffa,1,45,21,2021-02-24
NP00667,Manama,5,84,7,2024-11-07
NP00668,Muharraq,1,159,5,2023-10-04
NP00669,Muharraq,3,48,20,2021-04-19
NP00670,Isa Town,3,141,2,2024-03-28
NP00671,Isa Town,2,173,43,2021-10-28
NP00672,Isa Town,3,136,48,2023-05-02
NP00673,Muharraq,3,57,53,2025-04-17
NP00674,Muharraq,3,153,16,2025-09-01
NP00675,Isa Town,5,195,58,2022-01-23
NP00676,Isa Town,1,105,8,2023-01-15
NP00677,Riffa,4,190,34,2021-09-19
NP00678,Muharraq,3,159,34,2025-08-09
NP00679,Riffa,5,131,15,2020-04-09
NP00680,Manama,3,142,2,2020-04-19
NP00681,Muharraq,2,123,24,2022-07-04
NP00682,Riffa,2,84,8,2021-09-09
NP00683,Isa Town,1,43,52,2024-12-05
NP00684,Muharraq,2,182,27,2023-12-25
NP00685,Isa Town,5,197,55,2022-12-14
NP00686,Isa Town,4,178,59,2024-11-17
NP00687,Manama,5,173,23,2022-11-13
NP00688,Muharraq,4,137,21,2022-01-10
NP00689,Muharraq,3,92,21,2025-01-31
NP00690,Riffa,5,178,5,2020-09-07
NP00691,Isa Town,5,173,56,2020-06-17
NP00692,Muharraq,2,93,58,2020-01-03
NP00693,Muharraq,2,128,26,2022-07-13
NP00694,Isa Town,2,174,46,2021-11-03
NP00695,Muharraq,3,52,32,2025-08-17
NP00696,Muharraq,3,21,2,2023-09-06
NP00697,Manama,2,136,9,2025-06-13
NP00698,Riffa,5,180,4,2022-07-13
NP00699,Riffa,3,191,11,2022-03-12
NP00700,Manama,2,135,54,2022-10-04
NP00701,Manama,2,79,20,2024-03-07
NP00702,Muharraq,5,37,57,2024-11-23
NP00703,Manama,4,64,42,2021-12-20
NP00704,Manama,2,94,25,2024-06-14
NP00705,Isa Town,3,19,32,2023-10-24
NP00706,Riffa,4,162,5,2024-07-26
NP00707,Isa Town,3,17,50,2023-10-09
NP00708,Isa Town,3,137,43,2025-09-07
NP00709,Isa Town,1,146,36,2021-05-12
NP00710,Isa Town,1,77,17,2022-04-07
NP00711,Muharraq,5,75,29,2024-06-15
NP00712,Manama,4,71,29,2024-12-31
NP00713,Isa Town,2,125,34,2023-10-29
NP00714,Isa Town,5,162,21,2024-11-07
NP00715,Isa Town,2,15,55,2023-04-08
NP00716,Riffa,2,70,49,2020-04-25
NP00717,Isa Town,1,51,15,2023-05-03
NP00718,Riffa,2,112,58,2025-03-29
NP00719,Manama,3,183,49,2025-03-02
NP00720,Riffa,4,122,11,2024-11-22
NP00721,Manama,3,117,31,2022-08-11
NP00722,Muharraq,3,192,36,2024-02-18
NP00723,Manama,3,131,40,2025-01-21
NP00724,Manama,3,79,11,2020-04-11
NP00725,Isa Town,5,123,59,2020-12-01
NP00726,Muharraq,3,159,20,2020-10-03
NP00727,Riffa,5,107,7,2020-04-16
NP00728,Muharraq,4,42,27,2024-11-10
NP00729,Riffa,3,131,33,2022-05-31
NP00730,Riffa,4,110,13,2023-06-12
NP00731,Manama,1,32,58,2023-09-28
NP00732,Muharraq,5,91,25,2020-01-02
NP00733,Isa Town,3,164,53,2023-04-23
NP00734,Manama,4,200,36,2021-10-06
NP00735,Isa Town,2,55,19,2025-08-20
NP00736,Riffa,1,134,36,2020-10-02
NP00737,Manama,2,65,56,2021-01-19
NP00738,Manama,1,192,16,2024-10-17
NP00739,Riffa,1,67,52,2020-11-23
NP00740,Manama,3,188,24,2021-11-18
NP00741,Isa Town,5,11,5,2025-05-21
NP00742,Riffa,4,29,2,2022-08-10
NP00743,Manama,2,141,18,2021-10-13
NP00744,Isa Town,1,52,26,2023-05-24
NP00745,Riffa,5,164,55,2024-03-03
NP00746,Isa Town,1,193,18,2024-03-21
NP00747,Riffa,5,81,13,2021-11-01
NP00748,Isa Town,3,197,32,2021-09-28
NP00749,Riffa,4,198,25,2023-01-17
NP00750,Isa Town,3,144,14,2022-05-20
NP00751,Muharraq,1,177,50,2024-07-19
NP00752,Muharraq,2,132,45,2021-10-20
NP00753,Riffa,3,53,5,2021-11-30
NP00754,Manama,5,179,15,2022-03-14
NP00755,Muharraq,3,35,34,2023-12-19
NP00756,Manama,4,101,19,2020-11-02
NP00757,Muharraq,3,123,15,2020-03-07
NP00758,Isa Town,3,38,31,2025-01-12
NP00759,Muharraq,1,199,22,2020-03-20
NP00760,Muharraq,5,153,41,2025-09-27
NP00761,Manama,1,190,39,2020-09-29
NP00762,Isa Town,5,33,10,2020-05-22
NP00763,Isa Town,3,96,58,2023-10-27
NP00764,Riffa,2,14,42,2021-06-22
NP00765,Riffa,3,171,38,2022-10-31
NP00766,Riffa,2,132,37,2023-08-20
NP00767,Manama,1,118,17,2025-03-26
NP00768,Isa Town,4,15,50,2022-07-12
NP00769,Muharraq,3,115,38,2021-09-25
NP00770,Isa Town,3,172,12,2021-12-08
NP00771,Isa Town,3,133,34,2024-08-12
NP00772,Riffa,1,92,24,2020-07-16
NP00773,Manama,1,139,21,2022-10-14
NP00774,Manama,1,149,56,2022-07-06
NP00775,Muharraq,5,53,31,2021-04-16
NP00776,Manama,1,87,51,2024-11-25
NP00777,Manama,5,183,11,2021-01-18
NP00778,Manama,1,45,52,2021-03-23
NP00779,Riffa,3,111,9,2023-10-05
NP00780,Muharraq,5,147,31,2022-06-18
NP00781,Manama,3,174,11,2024-12-19
NP00782,Muharraq,3,164,7,2020-03-20
NP00783,Muharraq,1,19,13,2020-10-09
NP00784,Muharraq,2,75,14,2024-06-09
NP00785,Riffa,1,58,23,2021-06-21
NP00786,Isa Town,3,25,36,2025-03-31
NP00787,Manama,4,113,57,2022-07-08
NP00788,Isa Town,4,130,21,2020-02-01
NP00789,Isa Town,2,124,23,2024-09-10
NP00790,Isa Town,2,169,44,2024-03-19
NP00791,Isa Town,2,164,13,2020-09-15
NP00792,Muharraq,5,28,32,2021-02-09
NP00793,Riffa,1,127,15,2022-07-18
NP00794,Riffa,2,134,29,2024-05-11
NP00795,Manama,4,37,29,2022-07-11
NP00796,Riffa,5,93,27,2024-03-21
NP00797,Riffa,4,93,43,2020-09-26
NP00798,Isa Town,2,144,39,2024-09-06
NP00799,Muharraq,5,97,35,2020-11-15
NP00800,Manama,1,30,6,2024-05-01
NP00801,Muharraq,1,58,54,2020-10-12
NP00802,Muharraq,1,36,33,2020-07-07
NP00803,Muharraq,5,159,7,2022-11-05
NP00804,Isa Town,2,43,59,2021-05-05
NP00805,Manama,1,182,41,2022-04-28
NP00806,Muharraq,3,118,50,2024-12-28
NP00807,Riffa,5,178,4,2025-08-29
NP00808,Muharraq,2,83,7,2022-11-08
NP00809,Isa Town,4,89,43,2024-06-30
NP00810,Muharraq,1,181,18,2020-01-09
NP00811,Isa Town,3,148,23,2024-08-12
NP00812,Riffa,5,151,21,2021-10-23
NP00813,Manama,4,17,10,2022-02-12
NP00814,Riffa,4,84,40,2021-04-01
NP00815,Muharraq,5,106,6,2023-12-31
NP00816,Isa Town,1,64,0,2025-04-14
NP00817,Manama,1,74,29,2023-07-09
NP00818,Manama,5,195,43,2024-03-16
NP00819,Isa Town,1,28,49,2020-11-14
NP00820,Isa Town,4,196,9,2024-05-29
NP00821,Riffa,1,98,3,2022-02-21
NP00822,Riffa,5,31,37,2024-10-19
NP00823,Isa Town,4,55,21,2021-03-13
NP00824,Manama,1,23,25,2025-05-25
NP00825,Riffa,5,163,14,2022-07-14
NP00826,Isa Town,4,194,37,2023-03-21
NP00827,Manama,4,166,10,2020-03-24
NP00828,Isa Town,5,109,23,2024-02-13
NP00829,Muharraq,2,104,16,2022-12-09
NP00830,Isa Town,4,15,41,2024-02-12
NP00831,Muharraq,5,160,37,2023-04-20
NP00832,Isa Town,3,37,55,2021-01-12
NP00833,Isa Town,3,130,11,2022-01-22
NP00834,Manama,3,190,43,2020-11-05
NP00835,Isa Town,3,48,53,2025-07-09
NP00836,Muharraq,2,40,39,2024-02-22
NP00837,Isa Town,1,148,41,2025-05-08
NP00838,Isa Town,5,28,31,2025-04-10
NP00839,Isa Town,4,152,57,2024-07-23
NP00840,Muharraq,1,96,31,2021-02-10
NP00841,Isa Town,1,85,3,2020-06-18
NP00842,Manama,4,39,12,2022-01-08
NP00843,Riffa,1,22,52,2021-04-21
NP00844,Manama,5,21,48,2021-04-09
NP00845,Riffa,2,103,1,2020-02-01
NP00846,Manama,3,138,53,2024-06-29
NP00847,Manama,3,118,32,2025-05-19
NP00848,Muharraq,2,33,41,2023-11-10
NP00849,Isa Town,1,147,60,2022-08-24
NP00850,Manama,3,55,11,2020-12-24
NP00851,Isa Town,1,97,56,2023-07-20
NP00852,Manama,1,86,26,2021-08-15
NP00853,Muharraq,1,132,19,2022-06-25
NP00854,Riffa,5,198,39,2022-08-09
NP00855,Riffa,1,41,28,2020-12-20
NP00856,Isa Town,1,107,25,2022-10-03
NP00857,Riffa,2,192,11,2025-01-20
NP00858,Muharraq,1,137,52,2024-05-22
NP00859,Muharraq,4,61,47,2025-04-10
NP00860,Riffa,5,114,38,2021-12-01
NP00861,Riffa,5,100,55,2025-04-03
NP00862,Isa Town,2,182,40,2022-06-26
NP00863,Riffa,2,139,26,2021-12-10
NP00864,Muharraq,2,89,46,2021-05-21
NP00865,Riffa,1,178,31,2020-02-08
NP00866,Manama,4,111,14,2024-11-09
NP00867,Riffa,5,44,10,2022-05-12
NP00868,Muharraq,1,144,53,2021-07-13
NP00869,Riffa,3,99,26,2025-07-01
NP00870,Muharraq,2,22,58,2024-08-30
NP00871,Isa Town,2,89,23,2023-12-31
NP00872,Manama,3,140,19,2020-05-14
NP00873,Manama,3,150,52,2022-06-07
NP00874,Manama,5,16,1,2021-06-12
NP00875,Isa Town,1,58,31,2021-07-30
NP00876,Manama,5,176,44,2020-09-29
NP00877,Muharraq,5,180,23,2024-04-10
NP00878,Manama,1,124,53,2025-07-22
NP00879,Muharraq,3,86,35,2020-09-20
NP00880,Manama,3,52,15,2025-04-04
NP00881,Muharraq,2,194,31,2025-02-24
NP00882,Muharraq,1,185,34,2025-09-23
NP00883,Riffa,1,116,10,2020-03-13
NP00884,Riffa,5,163,5,2020-10-06
NP00885,Muharraq,2,59,53,2021-07-17
NP00886,Muharraq,5,138,12,2025-03-19
NP00887,Muharraq,4,21,29,2022-04-04
NP00888,Muharraq,5,114,42,2023-08-06
NP00889,Isa Town,2,189,37,2020-06-01
NP00890,Isa Town,5,100,7,2024-10-02
NP00891,Manama,3,104,30,2025-01-17
NP00892,Muharraq,3,84,30,2025-03-20
NP00893,Muharraq,2,166,39,2023-08-10
NP00894,Isa Town,5,156,31,2022-08-08
NP00895,Manama,2,118,9,2024-07-30
NP00896,Muharraq,5,93,30,2025-01-26
NP00897,Riffa,2,189,60,2022-08-21
NP00898,Manama,1,72,17,2025-08-29
NP00899,Manama,2,86,42,2020-08-10
NP00900,Manama,3,69,27,2024-05-13
NP00901,Muharraq,3,63,22,2020-04-01
NP00902,Riffa,4,74,26,2020-03-30
NP00903,Isa Town,2,17,60,2021-11-25
NP00904,Muharraq,5,154,19,2022-06-03
NP00905,Riffa,3,79,17,2023-06-06
NP00906,Isa Town,4,20,59,2021-12-01
NP00907,Manama,4,162,55,2021-02-24
NP00908,Muharraq,2,147,26,2021-08-04
NP00909,Isa Town,2,125,24,2022-06-04
NP00910,Riffa,3,162,46,2025-09-20
NP00911,Manama,4,158,40,2022-12-28
NP00912,Isa Town,4,64,20,2023-06-23
NP00913,Riffa,3,17,27,2021-11-19
NP00914,Muharraq,4,39,0,2025-05-04
NP00915,Riffa,5,154,31,2024-02-08
NP00916,Riffa,1,108,20,2024-01-26
NP00917,Isa Town,5,160,23,2020-02-24
NP00918,Isa Town,3,79,56,2021-07-04
NP00919,Isa Town,2,57,39,2024-02-17
NP00920,Isa Town,4,68,5,2020-06-23
NP00921,Manama,1,81,6,2022-09-12
NP00922,Muharraq,4,198,1,2022-08-31
NP00923,Muharraq,1,29,55,2020-11-27
NP00924,Riffa,5,53,51,2021-06-12
NP00925,Isa Town,1,65,55,2022-06-06
NP00926,Muharraq,4,149,10,2021-11-27
NP00927,Riffa,2,117,53,2020-06-11
NP00928,Riffa,1,56,19,2020-06-22
NP00929,Manama,3,119,23,2023-04-29
NP00930,Isa Town,4,120,48,2020-11-30
NP00931,Manama,5,58,35,2023-03-13
NP00932,Isa Town,4,109,41,2024-12-31
NP00933,Muharraq,4,68,26,2022-02-22
NP00934,Riffa,4,66,36,2021-01-22
NP00935,Isa Town,5,99,30,2025-05-02
NP00936,Isa Town,5,159,18,2025-02-27
NP00937,Manama,3,176,17,2021-07-11
NP00938,Isa Town,2,69,29,2021-09-23
NP00939,Muharraq,5,170,59,2022-12-19
NP00940,Riffa,2,47,35,2023-03-07
NP00941,Isa Town,2,163,44,2023-09-11
NP00942,Manama,3,24,57,2023-11-02
NP00943,Isa Town,5,70,19,2025-07-21
NP00944,Manama,3,196,29,2025-08-31
NP00945,Muharraq,2,73,51,2021-05-05
NP00946,Muharraq,3,200,56,2024-10-22
NP00947,Isa Town,2,186,11,2022-05-30
NP00948,Riffa,4,183,17,2021-05-28
NP00949,Manama,5,114,37,2025-09-22
NP00950,Manama,5,158,23,2024-12-01
NP00951,Riffa,5,109,5,2021-05-04
NP00952,Muharraq,3,86,59,2022-08-16
NP00953,Muharraq,5,93,35,2020-12-21
NP00954,Manama,5,86,10,2025-07-13
NP00955,Manama,5,52,18,2025-08-20
NP00956,Manama,3,47,17,2021-06-27
NP00957,Riffa,3,160,51,2021-10-02
NP00958,Isa Town,2,60,2,2020-01-20
NP00959,Riffa,4,152,14,2023-09-26
NP00960,Manama,3,103,58,2020-05-08
NP00961,Isa Town,3,62,54,2024-08-01
NP00962,Riffa,1,68,34,2023-08-28
NP00963,Muharraq,2,108,40,2020-04-10
NP00964,Manama,2,31,15,2021-04-06
NP00965,Riffa,5,104,27,2024-02-25
NP00966,Isa Town,4,152,53,2024-06-03
NP00967,Manama,2,51,3,2021-04-12
NP00968,Muharraq,4,38,14,2023-05-13
NP00969,Manama,5,32,3,2021-10-05
NP00970,Riffa,2,172,45,2023-05-29
NP00971,Isa Town,2,128,58,2023-09-14
NP00972,Isa Town,4,193,30,2024-03-06
NP00973,Isa Town,5,175,53,2021-04-19
NP00974,Muharraq,5,21,1,2024-05-03
NP00975,Riffa,5,94,42,2020-12-09
NP00976,Riffa,4,46,10,2020-09-07
NP00977,Manama,3,199,11,2021-09-23
NP00978,Muharraq,3,193,41,2023-07-22
NP00979,Muharraq,2,168,44,2023-03-09
NP00980,Isa Town,5,73,5,2021-12-05
NP00981,Isa Town,1,98,19,2024-06-24
NP00982,Riffa,2,144,48,2020-05-31
NP00983,Riffa,3,24,8,2024-04-15
NP00984,Isa Town,5,40,51,2023-09-04
NP00985,Riffa,3,70,14,2022-02-22
NP00986,Manama,3,139,27,2023-01-13
NP00987,Riffa,1,31,33,2024-07-19
NP00988,Isa Town,1,17,22,2022-06-16
NP00989,Riffa,1,139,5,2023-12-14
NP00990,Muharraq,5,121,20,2021-05-17
NP00991,Muharraq,2,122,13,2020-11-05
NP00992,Riffa,1,71,32,2021-11-19
NP00993,Muharraq,4,103,30,2023-12-03
NP00994,Manama,2,169,60,2023-06-28
NP00995,Riffa,3,38,40,2020-10-23
NP00996,Riffa,3,46,23,2023-05-06
NP00997,Riffa,2,144,40,2023-07-31
NP00998,Isa Town,3,68,30,2024-05-25
NP00999,Riffa,4,128,10,2020-04-07
NP01000,Riffa,1,113,48,2022-06-17
NP01001,Riffa,4,83,37,2023-01-09
NP01002,Muharraq,1,129,52,2024-03-23
NP01003,Manama,2,105,31,2021-05-28
NP01004,Manama,4,125,53,2022-12-18
NP01005,Isa Town,1,113,25,2021-01-10
NP01006,Isa Town,3,115,46,2022-01-29
NP01007,Riffa,1,69,40,2022-07-06
NP01008,Manama,5,65,52,2025-02-15
NP01009,Isa Town,5,148,36,2022-07-10
NP01010,Riffa,4,157,35,2020-09-20
NP01011,Isa Town,4,35,55,2020-08-09
NP01012,Riffa,4,179,51,2025-09-20
NP01013,Manama,4,52,4,2020-04-05
NP01014,Isa Town,2,23,48,2024-08-14
NP01015,Muharraq,1,169,57,2024-03-22
NP01016,Manama,5,135,2,2022-02-05
NP01017,Isa Town,4,134,32,2025-07-10
NP01018,Manama,1,105,23,2022-02-01
NP01019,Riffa,4,194,53,2022-05-07
NP01020,Manama,4,96,47,2024-12-24
NP01021,Muharraq,4,127,46,2023-07-26
NP01022,Manama,4,36,8,2022-06-03
NP01023,Muharraq,3,62,11,2022-05-14
NP01024,Isa Town,5,27,28,2024-08-17
NP01025,Isa Town,1,39,11,2025-01-10
NP01026,Isa Town,4,47,26,2022-08-08
NP01027,Isa Town,4,90,1,2024-03-19
NP01028,Isa Town,5,11,40,2023-03-19
NP01029,Isa Town,3,170,15,2021-10-06
NP01030,Riffa,3,94,1,2024-06-14
NP01031,Muharraq,1,141,1,2025-01-12
NP01032,Manama,2,124,10,2024-04-20
NP01033,Riffa,5,176,51,2022-12-21
NP01034,Muharraq,1,155,52,2024-01-18
NP01035,Riffa,5,41,34,2020-03-10
NP01036,Muharraq,5,73,5,2025-08-12
NP01037,Isa Town,5,190,60,2023-04-08
NP01038,Isa Town,4,56,18,2024-08-27
NP01039,Riffa,2,139,18,2023-01-11
NP01040,Riffa,5,157,23,2020-11-12
NP01041,Muharraq,1,106,51,2023-02-04
NP01042,Isa Town,2,106,41,2020-04-11
NP01043,Riffa,2,191,52,2024-11-20
NP01044,Manama,4,113,20,2022-11-08
NP01045,Isa Town,1,25,6,2020-10-25
NP01046,Muharraq,5,36,40,2025-02-19
NP01047,Riffa,2,103,52,2020-02-08
NP01048,Manama,3,79,55,2021-07-22
NP01049,Muharraq,4,106,55,2022-02-06
NP01050,Riffa,5,82,44,2021-04-20
NP01051,Riffa,2,44,25,2021-06-01
NP01052,Manama,5,148,58,2024-02-26
NP01053,Isa Town,3,196,29,2021-11-04
NP01054,Riffa,1,168,28,2020-01-18
NP01055,Muharraq,1,87,30,2025-01-28
NP01056,Isa Town,5,106,16,2022-03-31
NP01057,Manama,5,80,29,2020-03-23
NP01058,Muharraq,4,128,33,2021-10-28
NP01059,Isa Town,5,11,39,2024-08-08
NP01060,Isa Town,2,171,41,2020-05-17
NP01061,Riffa,4,39,53,2020-08-09
NP01062,Manama,2,103,9,2025-06-27
NP01063,Riffa,4,180,35,2024-10-19
NP01064,Isa Town,2,94,26,2021-10-25
NP01065,Isa Town,2,119,34,2021-01-11
NP01066,Isa Town,2,78,56,2022-11-21
NP01067,Muharraq,2,107,16,2021-06-12
NP01068,Riffa,1,164,42,2024-04-19
NP01069,Isa Town,1,155,6,2024-01-08
NP01070,Riffa,3,174,18,2021-09-16
NP01071,Muharraq,5,199,19,2020-01-27
NP01072,Riffa,4,103,31,2022-04-01
NP01073,Riffa,1,80,38,2021-06-10
NP01074,Muharraq,5,132,27,2024-04-24
NP01075,Muharraq,3,141,41,2023-01-19
NP01076,Riffa,5,133,49,2020-01-31
NP01077,Isa Town,2,132,32,2022-12-03
NP01078,Muharraq,4,107,14,2025-06-02
NP01079,Isa Town,2,110,37,2021-09-11
NP01080,Muharraq,2,173,48,2022-12-31
NP01081,Muharraq,3,165,55,2023-09-23
NP01082,Muharraq,1,137,20,2020-02-25
NP01083,Riffa,1,37,59,2023-04-23
NP01084,Riffa,4,200,18,2023-11-07
NP01085,Muharraq,4,103,43,2021-07-01
NP01086,Riffa,3,66,34,2022-01-19
NP01087,Riffa,4,97,29,2020-05-25
NP01088,Muharraq,3,34,3,2022-12-01
NP01089,Isa Town,2,50,0,2025-07-30
NP01090,Isa Town,2,97,12,2025-03-21
NP01091,Manama,5,34,20,2024-07-27
NP01092,Muharraq,4,95,32,2022-07-14
NP01093,Muharraq,4,62,60,2024-06-16
NP01094,Muharraq,3,50,18,2024-04-11
NP01095,Riffa,2,12,33,2021-04-22
NP01096,Manama,5,104,54,2023-09-03
NP01097,Manama,5,54,28,2024-08-22
NP01098,Riffa,1,164,11,2021-02-01
NP01099,Riffa,1,18,42,2023-10-27
NP01100,Riffa,5,34,10,2024-12-27
NP01101,Isa Town,5,75,17,2023-07-15
NP01102,Muharraq,3,114,19,2025-01-14
NP01103,Riffa,5,134,11,2025-03-03
NP01104,Muharraq,5,46,5,2024-09-28
NP01105,Isa Town,4,95,51,2020-01-09
NP01106,Muharraq,5,61,46,2021-10-25
NP01107,Isa Town,4,92,47,2022-12-18
NP01108,Isa Town,1,192,8,2022-09-21
NP01109,Muharraq,3,189,39,2021-02-01
NP01110,Manama,3,70,39,2025-09-09
NP01111,Muharraq,1,49,12,2025-02-21
NP01112,Isa Town,5,48,44,2025-07-10
NP01113,Manama,3,13,10,2025-06-05
NP01114,Manama,1,75,8,2022-05-21
NP01115,Riffa,1,111,16,2021-10-31
NP01116,Muharraq,5,15,21,2025-04-18
NP01117,Isa Town,2,184,4,2020-01-24
NP01118,Manama,1,40,42,2024-10-04
NP01119,Isa Town,4,29,60,2021-03-05
NP01120,Isa Town,1,75,17,2022-09-25
NP01121,Manama,3,20,14,2020-10-30
NP01122,Manama,5,176,30,2024-02-10
NP01123,Manama,2,33,42,2022-05-19
NP01124,Riffa,5,34,53,2021-01-17
NP01125,Riffa,2,188,10,2021-04-17
NP01126,Manama,3,171,48,2025-04-04
NP01127,Isa Town,2,120,23,2023-08-04
NP01128,Muharraq,4,160,46,2021-10-30
NP01129,Riffa,2,121,44,2023-03-04
NP01130,Isa Town,3,95,29,2024-01-25
NP01131,Manama,4,176,53,2020-04-08
NP01132,Riffa,5,48,18,2023-12-22
NP01133,Muharraq,3,23,52,2020-01-31
NP01134,Isa Town,2,134,42,2020-07-23
NP01135,Muharraq,5,137,0,2023-10-29
NP01136,Manama,5,153,10,2022-08-29
NP01137,Riffa,1,47,36,2021-02-09
NP01138,Isa Town,3,82,35,2024-05-25
NP01139,Manama,5,54,4,2022-06-11
NP01140,Isa Town,2,152,25,2022-05-01
NP01141,Isa Town,1,181,39,2020-01-01
NP01142,Riffa,3,14,30,2020-09-29
NP01143,Muharraq,5,44,13,2021-04-08
NP01144,Isa Town,4,115,34,2022-03-29
NP01145,Muharraq,4,79,8,2024-09-03
NP01146,Muharraq,1,84,49,2020-10-03
NP01147,Riffa,3,171,15,2023-02-15
NP01148,Isa Town,4,82,3,2024-08-20
NP01149,Riffa,4,40,39,2021-02-06
NP01150,Isa Town,2,16,23,2025-01-04
NP01151,Manama,3,74,7,2020-03-26
NP01152,Manama,5,41,4,2024-09-01
NP01153,Manama,5,150,31,2022-09-30
NP01154,Muharraq,3,64,38,2022-08-21
NP01155,Manama,4,117,57,2022-03-07
NP01156,Isa Town,2,75,17,2021-07-28
NP01157,Manama,5,49,29,2022-09-20
NP01158,Riffa,2,36,57,2020-12-21
NP01159,Riffa,3,161,15,2020-11-02
NP01160,Isa Town,4,63,0,2021-03-20
NP01161,Riffa,2,81,47,2022-07-15
NP01162,Muharraq,5,126,14,2022-10-19
NP01163,Manama,4,165,0,2021-04-26
NP01164,Isa Town,3,193,56,2025-02-04
NP01165,Manama,3,141,40,2023-07-03
NP01166,Riffa,5,22,38,2020-06-01
NP01167,Isa Town,3,54,21,2023-05-28
NP01168,Isa Town,2,61,8,2024-06-26
NP01169,Muharraq,5,102,21,2021-04-22
NP01170,Isa Town,1,108,59,2021-07-14
NP01171,Riffa,3,30,19,2022-08-13
NP01172,Manama,4,193,0,2025-04-06
NP01173,Muharraq,2,28,22,2022-03-21
NP01174,Manama,5,133,32,2022-01-07
NP01175,Riffa,5,139,11,2020-02-10
NP01176,Manama,5,155,3,2022-10-17
NP01177,Isa Town,3,95,21,2022-08-19
NP01178,Isa Town,5,181,6,2024-02-02
NP01179,Manama,2,25,13,2021-01-15
NP01180,Isa Town,3,173,49,2024-06-12
NP01181,Muharraq,1,46,22,2022-03-02
NP01182,Isa Town,3,59,26,2024-02-16
NP01183,Manama,1,152,48,2020-05-26
NP01184,Riffa,2,62,1,2022-02-10
NP01185,Manama,1,26,19,2022-05-05
NP01186,Muharraq,4,179,60,2020-01-27
NP01187,Riffa,3,116,46,2021-01-11
NP01188,Muharraq,4,28,60,2025-01-09
NP01189,Riffa,4,49,24,2022-09-08
NP01190,Riffa,5,46,26,2024-08-05
NP01191,Manama,5,106,24,2023-12-26
NP01192,Manama,1,118,49,2023-03-30
NP01193,Riffa,2,11,46,2024-06-01
NP01194,Muharraq,2,139,2,2025-09-26
NP01195,Isa Town,1,195,37,2025-06-02
NP01196,Isa Town,5,153,23,2023-06-17
NP01197,Isa Town,2,17,14,2020-10-24
NP01198,Riffa,2,167,39,2020-08-13
