post_id,platform,sentiment,topic,date
S598,Instagram,Neutral,Network,2025-08-13
S599,Instagram,Positive,Network,2024-12-22
S600,Facebook,Neutral,Network,2025-04-25
S601,Instagram,Negative,Customer Service,2024-10-12
S602,Instagram,Positive,Customer Service,2025-05-27
S603,Twitter,Positive,Customer Service,2025-07-07
S604,Instagram,Positive,Customer Service,2024-09-25
S605,Instagram,Negative,Offer,2025-03-01
S606,Twitter,Positive,Event,2024-11-03
S607,Facebook,Neutral,Customer Service,2025-03-10
S608,Facebook,Positive,Event,2024-09-25
S609,Twitter,Positive,Offer,2025-06-10
S610,Facebook,Positive,Event,2025-01-23
S611,Twitter,Neutral,Network,2025-05-24
S612,Facebook,Neutral,Event,2025-04-09
S613,Facebook,Neutral,Network,2025-04-01
S614,Twitter,Positive,Event,2025-02-17
S615,Twitter,Neutral,Event,2025-07-17
S616,Twitter,Neutral,Offer,2024-11-25
S617,Instagram,Positive,Event,2025-05-20
S618,Facebook,Neutral,Event,2025-08-01
S619,Instagram,Negative,Customer Service,2024-12-04
S620,Facebook,Positive,Offer,2025-08-29
S621,Facebook,Neutral,Customer Service,2025-01-22
S622,Instagram,Negative,Network,2024-10-23
S623,Facebook,Neutral,Event,2025-02-06
S624,Twitter,Negative,Network,2024-11-19
S625,Facebook,Positive,Event,2024-10-30
S626,Instagram,Negative,Event,2025-09-03
S627,Instagram,Positive,Event,2024-09-25
S628,Instagram,Positive,Customer Service,2025-07-17
S629,Instagram,Negative,Offer,2025-04-10
S630,Instagram,Positive,Customer Service,2025-01-28
S631,Instagram,Positive,Customer Service,2024-10-25
S632,Facebook,Neutral,Customer Service,2024-12-10
S633,Instagram,Positive,Customer Service,2025-07-30
S634,Instagram,Neutral,Network,2025-01-22
S635,Facebook,Positive,Event,2024-10-09
S636,Twitter,Positive,Event,2025-06-05
S637,Instagram,Neutral,Offer,2025-01-13
S638,Instagram,Positive,Event,2024-11-26
S639,Twitter,Negative,Customer Service,2025-05-10
S640,Facebook,Positive,Offer,2024-09-22
S641,Twitter,Positive,Network,2025-02-03
S642,Twitter,Positive,Offer,2024-11-25
S643,Twitter,Negative,Customer Service,2025-07-25
S644,Facebook,Negative,Network,2025-08-19
S645,Instagram,Neutral,Customer Service,2025-07-14
S646,Twitter,Positive,Network,2025-07-11
S647,Facebook,Negative,Offer,2024-11-05
S648,Twitter,Positive,Event,2025-09-04
S649,Instagram,Neutral,Event,2025-03-05
S650,Twitter,Negative,Offer,2024-10-16
S651,Facebook,Positive,Customer Service,2025-07-17
S652,Instagram,Negative,Offer,2025-01-13
S653,Facebook,Negative,Offer,2025-05-01
S654,Facebook,Neutral,Network,2025-02-12
S655,Twitter,Negative,Event,2025-01-13
S656,Twitter,Positive,Network,2024-12-07
S657,Twitter,Negative,Customer Service,2024-09-30
S658,Twitter,Neutral,Customer Service,2025-06-30
S659,Facebook,Negative,Event,2024-12-03
S660,Twitter,Negative,Customer Service,2025-09-05
S661,Twitter,Positive,Network,2025-08-27
S662,Facebook,Negative,Network,2025-01-22
S663,Facebook,Positive,Offer,2024-12-22
S664,Instagram,Neutral,Event,2024-12-01
S665,Instagram,Positive,Event,2024-10-19
S666,Twitter,Positive,Offer,2025-01-07
S667,Instagram,Positive,Event,2025-03-15
S668,Instagram,Neutral,Network,2025-05-27
S669,Facebook,Negative,Network,2024-09-22
S670,Twitter,Positive,Customer Service,2025-04-02
S671,Facebook,Positive,Customer Service,2024-10-19
S672,Instagram,Neutral,Offer,2024-11-02
S673,Twitter,Neutral,Event,2025-01-28
S674,Facebook,Neutral,Network,2025-01-21
S675,Twitter,Positive,Customer Service,2024-10-15
S676,Twitter,Negative,Offer,2025-01-03
S677,Twitter,Neutral,Offer,2025-03-21
S678,Instagram,Neutral,Event,2025-05-07
S679,Twitter,Neutral,Network,2024-12-19
S680,Twitter,Negative,Network,2025-01-22
S681,Facebook,Negative,Customer Service,2025-08-31
S682,Twitter,Positive,Event,2025-06-25
S683,Instagram,Negative,Offer,2024-12-03
S684,Twitter,Positive,Network,2024-12-14
S685,Facebook,Negative,Offer,2025-05-01
S686,Twitter,Negative,Customer Service,2025-09-07
S687,Facebook,Neutral,Offer,2025-07-26
S688,Facebook,Neutral,Offer,2025-01-22
S689,Facebook,Neutral,Customer Service,2025-06-01
S690,Twitter,Negative,Customer Service,2025-06-04
S691,Twitter,Negative,Offer,2025-08-25
S692,Facebook,Positive,Customer Service,2025-02-01
S693,Twitter,Negative,Customer Service,2025-06-10
S694,Instagram,Neutral,Network,2025-05-05
S695,Facebook,Negative,Event,2024-10-03
S696,Twitter,Positive,Event,2025-03-14
S697,Instagram,Positive,Network,2025-06-18
S698,Facebook,Positive,Event,2025-08-12
S699,Instagram,Neutral,Customer Service,2024-09-19
S700,Facebook,Neutral,Offer,2024-11-29
S701,Twitter,Negative,Offer,2024-09-12
S702,Facebook,Negative,Event,2025-01-27
S703,Twitter,Negative,Customer Service,2025-01-17
S704,Twitter,Negative,Network,2025-04-19
S705,Twitter,Neutral,Network,2025-03-31
S706,Instagram,Neutral,Network,2025-04-21
S707,Twitter,Neutral,Offer,2025-02-07
S708,Twitter,Neutral,Network,2024-09-17
S709,Twitter,Positive,Offer,2025-04-17
S710,Twitter,Neutral,Network,2025-07-20
S711,Instagram,Neutral,Offer,2025-06-19
S712,Twitter,Positive,Network,2024-09-23
S713,Facebook,Negative,Offer,2025-09-01
S714,Facebook,Negative,Network,2024-10-25
S715,Twitter,Positive,Customer Service,2025-09-06
S716,Instagram,Neutral,Event,2025-04-11
S717,Instagram,Negative,Offer,2024-11-10
S718,Twitter,Negative,Offer,2025-07-07
S719,Instagram,Neutral,Event,2025-02-27
S720,Twitter,Neutral,Offer,2025-05-02
S721,Instagram,Positive,Offer,2025-07-02
S722,Facebook,Negative,Offer,2024-12-23
S723,Twitter,Negative,Customer Service,2024-10-16
S724,Twitter,Negative,Network,2025-02-02
S725,Facebook,Negative,Offer,2024-11-09
S726,Twitter,Neutral,Offer,2024-11-04
S727,Twitter,Negative,Offer,2025-05-03
S728,Instagram,Neutral,Event,2025-03-19
S729,Facebook,Negative,Event,2025-08-24
S730,Instagram,Positive,Offer,2025-09-09
S731,Facebook,Neutral,Customer Service,2025-06-07
S732,Twitter,Negative,Event,2025-05-16
S733,Instagram,Positive,Event,2025-01-16
S734,Twitter,Positive,Offer,2025-03-27
S735,Twitter,Positive,Customer Service,2025-06-11
S736,Twitter,Neutral,Network,2025-05-02
S737,Instagram,Negative,Network,2025-07-13
S738,Twitter,Negative,Network,2025-05-03
S739,Twitter,Negative,Customer Service,2025-06-26
S740,Twitter,Positive,Event,2024-11-11
S741,Instagram,Positive,Customer Service,2024-11-03
S742,Facebook,Negative,Event,2024-09-13
S743,Twitter,Negative,Offer,2025-07-18
S744,Instagram,Negative,Network,2025-08-24
S745,Facebook,Neutral,Customer Service,2025-09-05
S746,Twitter,Neutral,Offer,2024-10-11
S747,Twitter,Neutral,Network,2024-09-22
S748,Instagram,Neutral,Offer,2024-12-04
S749,Instagram,Positive,Network,2025-06-25
S750,Facebook,Negative,Network,2025-01-14
S751,Facebook,Negative,Network,2024-12-25
S752,Twitter,Neutral,Event,2025-01-27
S753,Instagram,Negative,Offer,2024-12-29
S754,Facebook,Neutral,Customer Service,2024-12-13
S755,Twitter,Negative,Event,2025-06-26
S756,Twitter,Negative,Event,2025-06-03
S757,Facebook,Neutral,Customer Service,2025-05-30
S758,Twitter,Negative,Customer Service,2025-06-12
S759,Instagram,Neutral,Customer Service,2024-10-24
S760,Facebook,Neutral,Event,2025-08-09
S761,Facebook,Neutral,Network,2025-08-20
S762,Facebook,Neutral,Event,2025-08-21
S763,Instagram,Negative,Event,2025-01-13
S764,Instagram,Neutral,Customer Service,2024-10-05
S765,Facebook,Positive,Network,2024-12-29
S766,Facebook,Positive,Event,2025-04-12
S767,Facebook,Neutral,Event,2025-01-19
S768,Facebook,Negative,Customer Service,2025-08-28
S769,Facebook,Positive,Network,2025-08-29
S770,Twitter,Positive,Customer Service,2024-09-30
S771,Instagram,Negative,Offer,2025-04-29
S772,Facebook,Positive,Customer Service,2025-08-06
S773,Twitter,Neutral,Offer,2025-09-05
S774,Facebook,Neutral,Offer,2025-06-02
S775,Instagram,Negative,Network,2025-01-18
S776,Facebook,Positive,Event,2025-03-03
S777,Facebook,Negative,Network,2025-09-03
S778,Facebook,Neutral,Event,2025-02-14
S779,Facebook,Neutral,Network,2025-08-13
S780,Facebook,Neutral,Network,2024-10-31
S781,Twitter,Negative,Network,2025-02-23
S782,Twitter,Neutral,Customer Service,2024-11-01
S783,Twitter,Negative,Customer Service,2024-12-14
S784,Twitter,Negative,Network,2025-02-10
S785,Facebook,Neutral,Customer Service,2024-10-15
S786,Facebook,Neutral,Customer Service,2025-08-27
S787,Facebook,Positive,Customer Service,2025-04-23
S788,Instagram,Neutral,Network,2025-04-06
S789,Facebook,Negative,Event,2025-08-22
S790,Facebook,Neutral,Network,2024-12-16
S791,Facebook,Neutral,Network,2024-10-02
S792,Facebook,Neutral,Offer,2025-03-21
S793,Facebook,Neutral,Event,2024-12-17
S794,Twitter,Positive,Customer Service,2025-02-16
S795,Instagram,Neutral,Network,2024-12-29
S796,Instagram,Positive,Customer Service,2024-09-27
S797,Twitter,Negative,Customer Service,2025-07-14
S798,Twitter,Neutral,Customer Service,2025-02-12
S799,Instagram,Neutral,Event,2025-02-19
S800,Twitter,Positive,Network,2024-10-23
S801,Facebook,Positive,Offer,2024-10-03
S802,Twitter,Negative,Event,2025-02-15
S803,Facebook,Neutral,Offer,2024-11-12
S804,Instagram,Negative,Customer Service,2025-01-22
S805,Twitter,Positive,Network,2025-01-12
S806,Instagram,Neutral,Customer Service,2025-08-10
S807,Twitter,Neutral,Network,2024-11-24
S808,Facebook,Positive,Network,2025-05-10
S809,Twitter,Negative,Event,2024-11-19
S810,Facebook,Positive,Event,2025-06-10
S811,Instagram,Negative,Network,2025-02-23
S812,Twitter,Neutral,Offer,2024-11-19
S813,Instagram,Positive,Event,2024-11-19
S814,Facebook,Neutral,Event,2024-09-22
S815,Twitter,Neutral,Network,2025-04-10
S816,Instagram,Neutral,Event,2024-12-30
S817,Facebook,Negative,Offer,2024-10-07
S818,Facebook,Positive,Event,2025-01-25
S819,Twitter,Positive,Customer Service,2025-05-18
S820,Instagram,Neutral,Network,2024-10-17
S821,Facebook,Positive,Event,2024-12-11
S822,Instagram,Neutral,Customer Service,2025-09-04
S823,Twitter,Neutral,Event,2025-04-24
S824,Instagram,Negative,Customer Service,2025-01-18
S825,Instagram,Positive,Offer,2025-04-01
S826,Twitter,Negative,Offer,2025-04-02
S827,Instagram,Positive,Offer,2025-04-02
S828,Twitter,Negative,Customer Service,2025-02-22
S829,Facebook,Negative,Customer Service,2025-04-24
S830,Twitter,Negative,Network,2024-11-28
S831,Facebook,Positive,Event,2025-07-19
S832,Twitter,Negative,Event,2025-06-10
S833,Instagram,Neutral,Event,2025-04-26
S834,Twitter,Negative,Network,2025-08-08
S835,Twitter,Positive,Offer,2024-09-21
S836,Facebook,Neutral,Offer,2025-08-13
S837,Twitter,Neutral,Customer Service,2025-06-18
S838,Facebook,Neutral,Offer,2025-08-26
S839,Twitter,Positive,Offer,2024-11-10
S840,Instagram,Neutral,Network,2025-04-14
S841,Facebook,Positive,Network,2025-05-08
S842,Twitter,Neutral,Offer,2025-09-04
S843,Twitter,Positive,Event,2025-02-17
S844,Facebook,Neutral,Event,2024-10-21
S845,Facebook,Neutral,Offer,2025-07-06
S846,Facebook,Positive,Event,2025-06-25
S847,Instagram,Neutral,Customer Service,2025-08-22
S848,Twitter,Positive,Network,2024-12-25
S849,Facebook,Positive,Offer,2024-12-22
S850,Instagram,Negative,Event,2025-02-08
S851,Facebook,Positive,Event,2025-08-22
S852,Twitter,Neutral,Customer Service,2025-03-06
S853,Facebook,Neutral,Event,2024-12-16
S854,Instagram,Positive,Offer,2025-04-03
S855,Twitter,Positive,Event,2025-01-20
S856,Twitter,Neutral,Event,2024-11-13
S857,Facebook,Negative,Event,2025-08-07
S858,Instagram,Positive,Event,2025-04-03
S859,Facebook,Neutral,Customer Service,2025-08-15
S860,Facebook,Positive,Event,2024-10-03
S861,Facebook,Positive,Event,2025-05-19
S862,Twitter,Neutral,Offer,2025-05-07
S863,Instagram,Positive,Offer,2025-09-12
S864,Instagram,Negative,Event,2025-08-23
S865,Facebook,Negative,Event,2024-12-11
S866,Instagram,Neutral,Event,2025-09-07
S867,Facebook,Positive,Offer,2025-08-31
S868,Facebook,Negative,Customer Service,2025-04-12
S869,Facebook,Positive,Customer Service,2024-11-07
S870,Instagram,Neutral,Event,2025-03-02
S871,Twitter,Positive,Customer Service,2024-09-17
S872,Instagram,Neutral,Network,2025-04-12
S873,Instagram,Negative,Customer Service,2025-08-01
S874,Twitter,Negative,Event,2025-03-19
S875,Instagram,Negative,Network,2024-10-25
S876,Twitter,Negative,Network,2024-11-03
S877,Facebook,Negative,Offer,2025-01-16
S878,Facebook,Positive,Offer,2025-01-12
S879,Twitter,Positive,Network,2025-07-13
S880,Twitter,Negative,Customer Service,2024-12-12
S881,Instagram,Negative,Offer,2025-03-24
S882,Facebook,Positive,Offer,2025-07-23
S883,Facebook,Neutral,Customer Service,2025-01-07
S884,Twitter,Neutral,Offer,2025-01-12
S885,Facebook,Negative,Event,2024-09-16
S886,Twitter,Neutral,Event,2024-11-18
S887,Instagram,Negative,Event,2025-08-16
S888,Instagram,Positive,Event,2025-07-27
S889,Facebook,Negative,Offer,2025-03-29
S890,Twitter,Neutral,Event,2025-02-08
S891,Instagram,Negative,Offer,2025-07-13
S892,Twitter,Neutral,Network,2024-10-25
S893,Facebook,Negative,Network,2025-06-18
S894,Instagram,Positive,Customer Service,2024-10-26
S895,Facebook,Negative,Customer Service,2025-07-16
S896,Facebook,Positive,Customer Service,2025-06-28
S897,Facebook,Negative,Event,2025-03-24
S898,Twitter,Negative,Customer Service,2025-06-24
S899,Instagram,Positive,Customer Service,2024-11-18
S900,Instagram,Positive,Customer Service,2025-07-22
S901,Instagram,Positive,Customer Service,2025-07-05
S902,Facebook,Positive,Customer Service,2025-06-21
S903,Instagram,Neutral,Event,2025-07-31
S904,Instagram,Negative,Customer Service,2025-07-20
S905,Facebook,Positive,Network,2025-01-14
S906,Facebook,Negative,Offer,2024-09-17
S907,Facebook,Negative,Event,2025-02-17
S908,Instagram,Negative,Event,2024-12-01
S909,Instagram,Neutral,Network,2024-09-17
S910,Twitter,Negative,Event,2025-05-15
S911,Instagram,Neutral,Network,2024-12-03
S912,Twitter,Negative,Event,2024-10-01
S913,Twitter,Positive,Customer Service,2025-04-05
S914,Facebook,Negative,Event,2025-03-23
S915,Twitter,Neutral,Customer Service,2024-09-18
S916,Twitter,Negative,Network,2025-06-08
S917,Facebook,Positive,Offer,2025-05-03
S918,Instagram,Positive,Network,2025-02-28
S919,Facebook,Positive,Customer Service,2025-02-06
S920,Twitter,Neutral,Network,2024-11-03
S921,Twitter,Neutral,Customer Service,2025-05-22
S922,Twitter,Negative,Customer Service,2024-10-05
S923,Facebook,Negative,Offer,2025-07-25
S924,Twitter,Positive,Offer,2024-10-27
S925,Instagram,Neutral,Network,2024-09-18
S926,Twitter,Positive,Event,2024-09-16
S927,Facebook,Positive,Network,2025-03-10
S928,Instagram,Neutral,Customer Service,2024-10-19
S929,Twitter,Negative,Customer Service,2025-02-26
S930,Twitter,Neutral,Event,2025-04-20
S931,Twitter,Neutral,Offer,2025-09-05
S932,Instagram,Negative,Offer,2024-12-28
S933,Twitter,Positive,Offer,2025-08-11
S934,Facebook,Neutral,Customer Service,2025-01-02
S935,Facebook,Neutral,Customer Service,2025-08-20
S936,Facebook,Positive,Offer,2024-12-22
S937,Twitter,Negative,Customer Service,2025-07-19
S938,Facebook,Neutral,Network,2025-04-16
S939,Facebook,Positive,Customer Service,2025-09-08
S940,Facebook,Negative,Event,2024-10-24
S941,Instagram,Positive,Event,2025-01-03
S942,Facebook,Neutral,Network,2025-03-17
S943,Twitter,Negative,Event,2025-07-01
S944,Facebook,Neutral,Offer,2025-03-03
S945,Instagram,Negative,Network,2025-04-02
S946,Instagram,Negative,Network,2025-01-01
S947,Instagram,Positive,Event,2024-10-24
S948,Instagram,Negative,Network,2025-05-23
S949,Instagram,Neutral,Event,2025-05-01
S950,Facebook,Positive,Customer Service,2025-06-11
S951,Twitter,Positive,Network,2025-01-26
S952,Twitter,Positive,Network,2025-03-12
S953,Twitter,Neutral,Network,2025-04-22
S954,Instagram,Neutral,Offer,2025-04-19
S955,Facebook,Negative,Offer,2025-02-28
S956,Facebook,Positive,Offer,2024-11-10
S957,Facebook,Negative,Offer,2025-01-28
S958,Twitter,Neutral,Event,2025-06-08
S959,Facebook,Negative,Event,2024-12-03
S960,Twitter,Positive,Offer,2025-06-01
S961,Twitter,Positive,Network,2024-11-30
S962,Twitter,Negative,Customer Service,2025-08-30
S963,Facebook,Positive,Customer Service,2025-08-24
S964,Instagram,Neutral,Customer Service,2025-03-09
S965,Twitter,Positive,Customer Service,2024-09-27
S966,Instagram,Neutral,Event,2025-05-17
S967,Facebook,Neutral,Event,2025-05-02
S968,Instagram,Negative,Network,2024-10-10
S969,Instagram,Neutral,Network,2025-05-14
S970,Facebook,Negative,Customer Service,2024-09-26
S971,Facebook,Positive,Offer,2025-02-08
S972,Facebook,Neutral,Network,2025-06-18
S973,Instagram,Positive,Event,2025-05-20
S974,Twitter,Positive,Network,2025-09-04
S975,Facebook,Neutral,Customer Service,2025-08-16
S976,Twitter,Positive,Event,2024-12-18
S977,Instagram,Negative,Customer Service,2025-05-20
S978,Facebook,Positive,Event,2025-01-02
S979,Twitter,Negative,Offer,2024-09-19
S980,Instagram,Positive,Offer,2025-02-23
S981,Facebook,Neutral,Event,2025-03-20
S982,Instagram,Negative,Offer,2025-07-22
S983,Twitter,Negative,Event,2024-11-06
S984,Instagram,Neutral,Event,2025-04-11
S985,Facebook,Neutral,Customer Service,2025-03-16
S986,Facebook,Positive,Event,2025-01-30
S987,Instagram,Neutral,Event,2025-05-24
S988,Instagram,Positive,Event,2024-10-13
S989,Facebook,Neutral,Network,2025-05-01
S990,Facebook,Positive,Offer,2025-02-16
S991,Instagram,Neutral,Network,2025-08-19
S992,Twitter,Positive,Offer,2025-07-05
S993,Instagram,Negative,Event,2025-04-29
S994,Facebook,Negative,Network,2025-04-13
S995,Instagram,Positive,Network,2025-03-03
S996,Instagram,Positive,Customer Service,2024-09-14
S997,Twitter,Neutral,Offer,2025-05-19
S998,Facebook,Neutral,Network,2024-11-19
S999,Twitter,Neutral,Network,2024-12-08
S1000,Twitter,Negative,Network,2025-06-13
S1001,Instagram,Negative,Network,2025-02-20
S1002,Facebook,Neutral,Network,2025-06-05
S1003,Twitter,Negative,Network,2024-11-29
S1004,Instagram,Negative,Event,2024-12-12
S1005,Instagram,Neutral,Event,2024-09-28
S1006,Twitter,Neutral,Customer Service,2024-11-30
S1007,Facebook,Positive,Offer,2024-10-09
S1008,Facebook,Positive,Offer,2025-09-11
S1009,Twitter,Positive,Network,2024-11-21
S1010,Facebook,Positive,Event,2024-10-09
S1011,Twitter,Positive,Offer,2025-01-16
S1012,Twitter,Neutral,Customer Service,2025-05-16
S1013,Instagram,Negative,Event,2025-05-31
S1014,Instagram,Negative,Offer,2025-07-03
S1015,Instagram,Neutral,Event,2025-06-13
S1016,Facebook,Positive,Network,2024-11-03
S1017,Twitter,Neutral,Customer Service,2024-10-27
S1018,Twitter,Negative,Event,2024-10-21
S1019,Facebook,Neutral,Network,2025-09-12
S1020,Twitter,Positive,Customer Service,2025-02-27
S1021,Twitter,Negative,Network,2025-08-16
S1022,Instagram,Negative,Offer,2024-11-13
S1023,Facebook,Negative,Customer Service,2025-02-21
S1024,Facebook,Neutral,Event,2024-12-14
S1025,Instagram,Negative,Network,2025-03-28
S1026,Instagram,Neutral,Network,2025-08-02
S1027,Facebook,Positive,Offer,2025-06-13
S1028,Instagram,Positive,Offer,2025-06-07
S1029,Facebook,Negative,Event,2025-01-04
S1030,Facebook,Negative,Offer,2024-12-23
S1031,Twitter,Positive,Network,2025-08-30
S1032,Facebook,Positive,Network,2025-08-19
S1033,Instagram,Positive,Event,2025-06-29
S1034,Facebook,Neutral,Event,2025-02-11
S1035,Twitter,Positive,Network,2025-01-01
S1036,Facebook,Positive,Offer,2025-08-08
S1037,Instagram,Negative,Offer,2025-09-09
S1038,Facebook,Positive,Network,2024-10-05
S1039,Facebook,Neutral,Offer,2024-10-17
S1040,Twitter,Neutral,Network,2025-02-04
S1041,Instagram,Neutral,Network,2025-03-26
S1042,Twitter,Negative,Customer Service,2025-04-16
S1043,Facebook,Neutral,Event,2025-02-07
S1044,Twitter,Negative,Offer,2024-12-05
S1045,Instagram,Negative,Customer Service,2025-05-03
S1046,Twitter,Neutral,Event,2024-09-18
